cz2000_res,workplaceemp,resemp,workplacewage,resWage,emplAround,workplaceWageAround,resAround,resWageAround,landArea,lambda_nn_n,pd_commuting,pd_migration,pd_goods,pd_commuting_goods,pd_migration_goods,productivity,deficit
15,476437,465043.8,48515.38,48403.99,216599.,36662.13792187406,227252.45,37431.59183225131,11907.09,0.985157312063939,0.049814793615270275,0.9447785536690672,0.9449726869347413,0.047073619371721546,0.8927899284189771,1.2591697566612352,1881.1599999999999
16,536676,541386.4,43019.46,43197.34,539863.,42824.90555537238,552329.4099999999,42870.32561878445,13104.64,0.9609731607591177,0.06785211794936996,0.9286816346478065,0.9103564068089296,0.06176961029076412,0.8454312759874203,1.088074064247994,5052.685000000001
17,517599,521042.3,42173.23,42252.77,0.,0.,0.,0.,41256.38,0.98462581636846,0.023811717253867177,0.9730845859529633,0.8455394166184895,0.020133745515519275,0.8227813731271131,1.1434977640919677,880.0420000000013
18,156583,156137.3,46674.56,46517.77,49243.,40208.98,48588.59,40195.43,13160.53,0.9727566699308878,0.05537720047773985,0.9427175058790334,0.9620348573279176,0.053274797160821945,0.9069271012688662,1.4149227549411363,1147.7199999999993
19,89013,91318.69,34848.36,34910.75,235391.,34208.00075440438,236902.95799999998,34515.902385660804,5874.938,0.9268385256074084,0.117668221844239,0.8808103096429496,0.9959298827139027,0.11718929838048643,0.8772253083758991,0.8278245074851788,736.7698
20,19206,20112.93,32079.25,33494.99,809713.,39590.44054147581,807460.98,39573.61961626902,4296.579,0.7868977816757677,0.3505819098717376,0.6483598471959695,0.999820682751187,0.3505190444881758,0.6482435850919295,0.7371657838474164,178.2256
21,643720,634358.2,49253.33,48945.92,436257.,34956.56442152218,464762.22000000003,36022.67130447372,11624.7,0.9606903481345399,0.08708159259614506,0.9061146862894129,0.9478984542659024,0.08254450701689896,0.8589047105213675,1.2672889506014122,-3710.277000000002
22,254954,255372.5,39987.58,40146.72,509441.,37315.6040978445,562852.37,38580.37718325677,9528.988,0.9340481061978092,0.1233529215420674,0.8725515357291097,0.9894703469257432,0.1220540580725334,0.8633638707684722,0.9442026463897862,2411.860999999999
23,289130,286696.2,41756.58,41679.14,335619.,37886.85920004529,335344.43000000005,37871.65487151106,16705.64,0.9752162742303524,0.05574073570283346,0.9414864308352884,0.9869035755206137,0.05501073136727587,0.929156324895487,1.0648601889717657,25.86127999999917
24,593702,593794.2,47631.11,47547.03,317206.,38971.421190299036,316088.31999999995,39091.187934308364,12634.88,0.9787550973047564,0.04090537102867902,0.9548784730063226,0.890938167463529,0.036444156303707016,0.850737676890626,1.2392279922309972,-5254.625
25,1199683,1188387,48704.58,48726.25,838941.,39014.41419025891,880200.28,39548.187208375915,13225.45,0.9735473376938657,0.05952367509453469,0.9324365532973007,0.9344035022269995,0.05561913047375524,0.8712719810054701,1.1437431154806266,872.5899999999965
26,746555,731761.9,46333.42,46333.05,904494.,39768.455002708695,924722.33,39990.92291206897,9173.535,0.9770877658429605,0.06010528569774794,0.9318070015320048,0.9293696338196025,0.05586002735953859,0.865993131804341,1.0580581325172052,10432.330000000002
27,1096956,1090538,46831.23,46921.65,230070.,44463.892992524015,229962.88,44186.25904257331,22023.65,0.9858005864995076,0.03356002273466247,0.960138852079438,0.8507617705793863,0.028551584362425903,0.8168494297971622,1.1730899919960978,-304.177300000003
28,779043,775868,45179.5,45097.76,153627.,33351.62277347081,162928.75,34648.455446342035,19911.85,0.9815837230044286,0.03869560970077551,0.955344810924149,0.9126842831559281,0.035316874801033876,0.8719281939250426,1.1700041804661911,-9177.055
29,103372,101994.1,38092.88,37855.95,274541.,31480.263772114187,283740.18999999994,32026.542216538663,11546.09,0.9530629712895158,0.10186205319340612,0.8956808796676774,0.9976863956149964,0.10162638470047239,0.8936086284569144,0.9366789623355697,735.4794999999999
30,306773,305264.9,40588.78,40475.94,315735.,34162.75347117044,321247.55000000005,34746.505860086705,10942.2,0.9710602168804864,0.06079207704182836,0.9366739524917062,0.9852340541285763,0.059894424522817305,0.9228430756100412,0.9590006730393619,1599.5810000000001
31,192844,207581.9,41031.55,42014.36,4.982473e6,62159.72128275056,4.80002061e6,61933.74836830545,8238.866,0.852438965054275,0.21546720433935304,0.781201825750691,0.9965576689048108,0.2147254948818622,0.7785126704142907,0.96350587699275,1160.3449999999993
32,296385,280820.9,40412.41,40226.59,833008.,37825.52791643058,858075.4,37936.128325917394,8602.963,0.9736337288285879,0.09716797540358103,0.89666174289753,0.9914508668064785,0.096337273439711,0.8889960622279639,0.9646440958567254,1837.9050000000007
33,164341,164516,39679.82,39595.89,38737.,33541.265103905826,37931.25,33722.93965537914,15202.79,0.9786993362347736,0.04069941943320822,0.9579770104866917,0.9408362304188239,0.03829148835977425,0.9012994793741932,1.1910772580851205,682.7502000000004
34,111158,112335.1,33776.66,33891.39,358821.,38831.01789206875,363637.46,38790.924217660635,8752.046,0.9029733360276531,0.17271458543395124,0.8234309874863186,0.9961386528062053,0.17204767445415844,0.8202514345535047,0.8087814217747409,290.3354000000004
35,219421,218824.7,45312.23,45023.27,1.331607e6,44359.82617519283,1.32820565e6,44475.27448657818,10233.61,0.9512244275897555,0.09696575330527761,0.9012114514577532,0.9814742564434998,0.09516939062578118,0.8845158392178656,1.1259540145153315,2760.379999999999
36,1672903,1707166,54536.02,55574.05,5.515146e6,61012.37546877634,5.3746348e6,60733.11761222659,5774.565,0.8911207228822504,0.1865365646710757,0.8019005212765419,0.9069393584647356,0.16917735229300107,0.7272751443190839,1.2474069781822772,19599.209999999992
37,9613,9471.4,40358.89,40268.34,28196.,39546.07,27926.91,39560.12999999999,17583.52,0.9733303418713178,0.06615156908699145,0.9333658511099967,1.000020943231943,0.06615295451464623,0.933385398807504,1.1714106394480912,92.24840999999998
38,644813,645497.9,44237.3,44205.73,1.822388e6,45683.53761312629,1.8260383900000001e6,45702.04855325396,9163.118,0.9258022373116939,0.14005501706876752,0.8546970090520366,0.968974874194165,0.13570979254447063,0.8281799268203263,1.0598923135657634,-3301.4680000000008
39,1056458,1046378,46607.34,46657.92,945870.,47166.1721843488,947386.12,47064.186905350376,8924.682,0.9888625334248236,0.03003421507599631,0.9627652222272408,0.9127451798119369,0.027413585040050637,0.8787593158784823,1.1363777528163737,5235.595999999998
40,556934,546588.9,47454.08,47325.62,360884.,33004.969447384756,381730.19,34042.518906521385,14431.12,0.9737762695144377,0.06629457645313805,0.9276667950927778,0.9132719093616879,0.06054497441768178,0.8472120252058188,1.2304691967796928,1360.5829999999987
41,112737,106819.1,37124.39,37169.86,4.140266e6,49832.52585357801,4.07122548e6,49729.36754130366,2654.252,0.8848517727634853,0.2546598811021254,0.7413370199697216,0.9938887697703703,0.2531035959384602,0.736806538762939,0.8111481832262857,917.5989
42,2545362,2264696,58545.92,57439.79,95401.,33415.81,105910.2,35592.79,17442.29,0.9402484925129024,0.1708520575956144,0.7747438836943349,0.7621955980983545,0.13022268622542382,0.5905063778054456,1.418730027870669,-2353.4809999999998
43,91460,92021.34,38104.46,38058.09,25652.,34075.93872680493,25892.420000000002,34183.257381546406,23554.4,0.9857571080794956,0.022231206591671562,0.9771766084790637,0.9719316587377062,0.02160721349838397,0.9497488819587425,1.2607338905783942,416.41370000000006
44,292180,288874.5,35392.61,35235.42,300593.,28819.27286483717,312811.42,29876.546574760607,10801.84,0.9611568345423358,0.08343741273595887,0.9118270592610298,0.9884237887850571,0.08247152362289904,0.9012715566315239,0.8328000235712688,588.1280000000006
45,347702,341214.7,41791.42,41812.09,285599.,35207.74944005406,291340.76,35363.29506880809,12041.08,0.974258729181363,0.06657232874019697,0.9296220147319558,0.9713775408857224,0.06466686498268844,0.903013946623558,1.0467852691249013,1087.9889999999996
46,52593,52498.03,34603.6,34557.02,49617.,35194.951935425364,50291.045,35287.055368919064,35245.62,0.9764880701237743,0.04756337462556497,0.9515220442279659,0.9956432286280109,0.04735615187664112,0.947376480225857,1.0507732025384293,41.12061999999992
47,2234043,2177931,53947.82,53985.02,355613.,35695.69147981092,402804.62,37687.91419776094,14489.05,0.98653263119906,0.04534583482700178,0.9368538056520207,0.7481305139397452,0.03392460271415164,0.7008889191088524,1.3923682809958513,-28448.53
48,64294,65114.85,35331.12,35470.14,188886.,38770.106914593984,189000.88999999998,38964.98572204448,12276,0.9732848958417321,0.040595223142439206,0.9590251630232969,0.993962934147579,0.04035014710703457,0.9532354649599964,0.9614549642857771,364.96669999999995
49,157139,153877.1,37361.41,37083.19,460904.,37703.756584798575,461557.99,37799.772083747055,10379.58,0.960709553273359,0.09163500677444424,0.9029818686894661,0.994157499390906,0.09109962919155022,0.8977061965716471,0.9119259611361276,466.14959999999974
50,241067,227082.7,43544.73,43420.27,501388.,36434.24489888071,527036.8400000001,36982.953107135356,7913.258,0.9652967839469938,0.11757307662230494,0.8765253278619402,0.992568450782066,0.11669932651668236,0.8700113867471684,1.048158716320628,1828.4989999999998
51,140167,146756.9,37243.5,37573.31,717099.,38276.045228636496,734173.98,38683.20678474686,5491.607,0.8866772192653293,0.17598398228975948,0.8224356222668894,0.9963090537640744,0.1753344348727439,0.8194000566025923,0.8663513511733201,897.1360000000004
52,393308,392509.9,42793.25,42771.84,32245.,30815.2,33089.89,31375.61,38436.28,0.9942781061063681,0.01271007415486082,0.9844127188932202,0.8401148653251591,0.010677922236883684,0.8270197587573515,1.2265497774754177,-442.72309999999925
53,504478,521907.3,41657.69,42601.29,3.141179e6,52343.89156870717,3.0995705e6,52224.842715475585,7421.217,0.8691263755076812,0.2167376598832326,0.7789560274792096,0.9856006820836142,0.21361678541412044,0.7677395919966514,0.9672260260012318,1608.4650000000001
54,997465,951799.3,49898.9,49757.21,638919.,35643.32588415746,680881.96,36742.848216137645,11878.35,0.9827319688089704,0.06949905242925532,0.916346441762999,0.9296840626218507,0.06461216141079908,0.8519126827473019,1.269820802832568,-5863.4749999999985
55,91231,91142.53,36182.82,36291.59,135200.,34005.81822810651,155373.,36119.733879283405,8629.39,0.9192926726962705,0.15164476193608603,0.8438135719595077,0.9972774169563482,0.15123189647858024,0.8415162194364875,0.8885503909950279,206.00840000000017
56,699775,681913.8,49695.01,49620.28,409939.,42954.60923225162,416523.9,43003.39551636293,9400.912,0.9797904075265816,0.06306543289172135,0.9317709121115461,0.8438739154926643,0.05321927378657676,0.7862971679457416,1.3412503059368133,10266.870000000003
57,42977,43817.47,34217.95,34654.72,217551.,37676.694485798726,219347.22999999998,37621.997443713335,6457.063,0.9111826858100205,0.15146888253594884,0.846268539679866,0.9986132318596747,0.1512588303153973,0.8450949614308784,0.899823380051877,-338.567
58,5526013,5467396,58080.92,58057.16,304429.,42397.37,319979.9,42442.32,16073.3,0.9866706197977977,0.0341548022185476,0.9331943610811632,0.7240529980538442,0.02472988694427548,0.6756821749077577,1.3265384971197012,-24875.630000000005
59,200350,191977.5,44920.34,44500.49,530095.,37427.49574612098,536177.9299999999,37589.07937355983,9725.147,0.9431204177572892,0.14380347787968167,0.8512986453776843,0.9945558342615914,0.14302058791234512,0.8466640344593654,1.1242438043318657,65.03191999999945
60,287356,280345.2,40591.79,40521.92,212110.,36811.95138729904,214304.7,36940.686391214935,15025.29,0.9663971418094549,0.08697442034603091,0.9096313690468645,0.9893606948302871,0.0860490729460106,0.8999535233196312,1.008393644547745,3028.482
61,279043,273829.4,42494.82,42387.87,341974.,35042.411169240935,345497.32999999996,35279.80528065007,9153.613,0.9663965958366778,0.07973236212590336,0.9150015574577348,0.9691622688733827,0.07727359698057466,0.8867849854484172,1.1427402687005195,5970.951000000001
62,231260,226508.1,41974.41,41939.6,243114.,35965.15332185723,250258.092,36147.342924668665,9817.593,0.9806523475319426,0.0562482203425191,0.9406833704707326,0.9778371624372185,0.055001600171872306,0.91983515773298,1.0862640643531554,537.1761000000006
63,88231,90556.7,37049.32,37136.47,676086.,40690.38525643188,679922.23,40825.772350911226,5057.795,0.8990372882404064,0.16935346476272192,0.829120629517879,0.9979688232125415,0.16900947793622023,0.8274365389411994,0.8623050591271861,653.2678999999998
64,902168,906802.1,45522.82,45487.29,451489.,36103.03683979011,456751.82,36059.06886493019,15158.73,0.9830508773634291,0.028458141866818543,0.9663959053761679,0.8978319660703562,0.02555062946299481,0.8676611357262267,1.1544219107877698,507.940300000002
65,506212,487938.1,41611.7,41424.39,456917.,32314.302170897558,480888.21200000006,33078.532238192354,9985.678,0.9738595940755601,0.07919301301350556,0.9115234290588062,0.9791605805655492,0.0775426765990392,0.892527809996321,0.9907135343287015,-1226.2129999999997
66,180781,183523.6,42469.34,42532.86,628629.,42697.31644570963,664766.5700000001,43606.73366062826,8958.016,0.91369720297553,0.14946414029463845,0.8465753765395262,0.994667573625499,0.1486671337708892,0.8420610756736636,1.0365342200530765,605.8572000000004
67,224134,218370.6,40760.28,40565.14,459707.,37016.858828340664,482950.99,37553.071718395906,6799.064,0.9569314733759948,0.10384993099226686,0.8910089793261433,0.9885557884123733,0.10266145040863094,0.8808120840402597,0.9546160301647294,2047.1990000000005
68,93649,93621.95,39207.56,39101.23,135340.,37964.00241687602,134915.049,37893.38238422217,9031.518,0.9796901260868847,0.040234452770904844,0.9590054705458647,0.9904275130809564,0.03984930899806048,0.9498254032237732,0.9770855267830881,1025.6599999999999
69,1153580,1161327,43349.2,43264.61,95340.,29244.480150094394,95030.703,29675.664453053454,18939.66,0.9847708698755819,0.023550753124392962,0.969926704895199,0.7563802853948265,0.01781332536949145,0.7336334378606943,1.0676978133215536,7441.021000000001
70,1115537,1087306,50203.4,50149.88,489117.,43839.098480465815,504787.9,43839.85739234439,7476.918,0.9656058184172625,0.09025545895746467,0.9029600374121756,0.9302202467371351,0.08395745530078616,0.8399517087953267,1.20051701712445,-9129.887000000002
71,441982,430727.9,44869.15,44767.34,246332.,30896.032076831267,257079.25999999998,31685.914191546224,12010.91,0.9735731072911692,0.07237527013996067,0.9213779111996315,0.9654904099420162,0.0698776292370948,0.8895815371956508,1.1268910494114042,1147.0689999999995
72,358548,327359.9,44302.63,43898.72,2.368124e6,45644.71672799228,2.39364592e6,45732.14305981471,5768.055,0.9591244987550399,0.14338404809330008,0.8381551053763334,0.9784610050356487,0.1402956998034502,0.8201020867822872,1.0323105197527926,2791.563000000002
73,893384,972701.8,46913.01,48496.64,5.698036e6,62234.78195167773,5.56213393e6,62209.37543489232,4110.077,0.8611316438398695,0.19181175074136209,0.8027270605718524,0.9468081949428651,0.1816089374882598,0.7600285592518274,1.1639024922985715,-7944.622000000003
74,3610466,3366443,68614.05,68681.53,2.622303e6,49447.90687282895,2.8183546999999997e6,51117.39025496365,11088.61,0.9707037962621081,0.10713881657544498,0.8604085293420105,0.7367162833342777,0.07893091074829474,0.6338769738859579,1.7515801761317307,-32001.919999999984
75,1351235,1279077,44554.45,44537.66,2.548278e6,42659.9015297546,2.6141119e6,42708.655170885,10425.78,0.9811833063998493,0.08156042252688134,0.9043310485026745,0.8484333875181561,0.06919858557189407,0.7672646549189701,1.0653857940786984,1858.5599999999977
76,3434454,3293645,62354.44,62171.53,908240.,46756.956899497935,987084.3,48335.39505448218,11210.01,0.9719092373343211,0.0866204914164898,0.8880787560006571,0.7837317229565053,0.06788722698118473,0.6960154935614649,1.6926667719153923,-51677.880000000005
77,464171,473181.4,44718.05,45200.63,983949.,42490.26186302339,1.0328113e6,43216.421324322255,5622.407,0.9039949583817114,0.16321737303102346,0.8306916875413619,0.9794125775396483,0.15985714801956497,0.8135898868356454,1.0303689991477596,4093.9170000000013
78,2237801,2243654,62286.24,62490.82,2.500234e6,50394.461058744906,2.7153549000000004e6,54033.71327339383,12541.64,0.9554779836819759,0.08329335641270152,0.9034048925838386,0.9047165257809805,0.07535687603433627,0.8173253357919903,1.7039852851309367,-21927.14
79,28993,32580.68,33510.05,34759.46,720504.,38718.899417019195,725943.88,38900.93822734507,5397.789,0.7980972158960464,0.2833247127062709,0.7156337908935432,0.9995770062556917,0.2832048681251882,0.7153310822767796,0.7661379936080599,261.7255
80,374543,373028.6,48487.75,48356.68,0.,0.,0.,0.,45051.38,0.9846322775251014,0.034159016880797186,0.963538243915751,0.9276496907040281,0.03168760144422519,0.8938259539499489,1.3773718123177119,3148.476999999999
81,96163,92278.96,37794.45,37641.78,600871.,39483.74252676531,599364.79,39319.48488879518,4695.219,0.9531605037594701,0.12673230468559876,0.8713307603584541,0.9974644952016642,0.12641097431896428,0.8691214970346277,0.8825706324008741,294.66550000000007
82,398560,396387.1,45724.08,45671.43,100605.,33079.43274002286,104787.835,33737.66369024038,15427.84,0.985710685337641,0.03230199563619499,0.9641556298102045,0.9320063643993493,0.03010566551573374,0.8985991832545736,1.17248696925561,2386.6640000000007
83,108919,111153.2,34646.74,35508,277697.,36806.91904975567,296153.04000000004,37627.69863372362,6970.008,0.8988876613538791,0.17288890039074545,0.8240174947662674,0.9955076029254667,0.17211221480041078,0.8203156809834151,0.872253024943351,262.53880000000026
84,543484,539902.3,41915.66,41909.56,380144.,38174.058276021715,422588.23,40521.20071141853,14591.53,0.9704533579501328,0.06309465593767741,0.932659553482312,0.9784986347910287,0.061738034697627016,0.9126060998072527,1.0073684217134686,-1802.6929999999993
85,87371,88492.2,34450.85,34485.83,227043.,34762.97973789106,238950.91,35377.154275609995,9761.064,0.9355475397831674,0.11262992784872922,0.8860205778440492,0.9985450518979718,0.11246605714897413,0.8847314638859571,0.8111744787716062,206.91420000000016
86,110813,110755.1,35254.62,35266.98,98950.,32993.998793936335,100304.637,33001.013822807116,14163.87,0.9801047536411416,0.03904965935658784,0.9594997734728659,0.9921246912946511,0.038742131234315996,0.9519434165540547,0.8867848309117456,1094.3780000000002
87,1162852,1152681,48428.96,48464.96,975336.,39342.16063665239,1.0015191000000001e6,39742.92193069508,15384.86,0.9655837131001552,0.07391415024501148,0.9180077439666069,0.9308275346947007,0.06880132625161775,0.8545068851470807,1.2601333354002635,-16535.870000000003
88,157915,156987.2,37901.43,37761.66,24351.,29497.06,25994.75,30307.94,29954.87,0.98012067225863,0.042193966500244595,0.9541368679313481,0.9813978748329178,0.041409069054111375,0.9363878944875614,1.1514090009045235,-156.32870000000003
89,1272297,1255437,48981.53,48936.76,1.246548e6,42756.040188095445,1.24189144e6,42856.81330479483,10878.33,0.9645087726425141,0.07601737190831062,0.911215997337652,0.922981874647395,0.07016265642970076,0.8410358494314017,1.1385650665739413,-4463.917000000001
90,253566,252901.5,38109.59,39083.6,3.921392e6,50053.4556436286,3.88061383e6,49970.87177582965,6692.172,0.8796962453761643,0.2257878327391,0.7706003240685677,0.9939029637982765,0.224411196148981,0.7659019459956617,0.8579504226939539,1479.3400000000001
91,263372,260220.4,35097.5,35060.42,1.552328e6,38150.16815460392,1.572332682e6,38264.13707583919,6245.833,0.9746103687489528,0.06062963000743092,0.9370886543856277,0.9922272873796213,0.06015837331710327,0.9298049335752708,0.7846626188218037,-187.07949999999983
92,43945,42126.96,38956.93,38829.32,223933.,34209.29767064256,228380.18,34571.095988221925,7945.993,0.9516032013703339,0.13080629662302412,0.8678624534280714,0.9991673764815656,0.1306973842240965,0.867139850738581,0.9792057148165386,97.30729999999994
93,1270796,1250324,53166.2,52847.65,713679.,41936.82949614603,770455.7,44123.160473328964,16916.7,0.9641093028686964,0.0823313603125104,0.907829485037691,0.8197238363040242,0.06748897852349992,0.7441694681850028,1.4516851684392051,-10671.11
94,528920,513898.8,40546.45,40200.35,0.,0.,0.,0.,30233.21,0.9720110262954496,0.08030401933888758,0.9151954718808399,0.9674517952414153,0.07769026767450812,0.8854075022679329,1.1722127793167663,3713.1150000000016
95,52798,53193.55,37570.89,37602.62,30069.,35579.69999999999,30279.3,35479.,16336.68,0.9744117472889099,0.043235112327555635,0.956303286385371,0.9854128799454629,0.04260443655346218,0.9423535755383192,1.1499893602377205,736.0464999999999
96,664417,665720.3,47841.91,47604,707048.,40349.71557247882,730873.6199999999,41601.38638038517,15000.06,0.9684332894760755,0.05680528900086737,0.936117623331568,0.9717528243744596,0.0552007000260003,0.9096749444191577,1.2498773245743433,268.46600000000035
97,98859,103586.5,44198.16,45179.02,0.,0.,0.,0.,21145.9,0.8807913193321524,0.18254341080420872,0.8123849183924101,0.988836888368058,0.1805056583317259,0.8033161748602896,1.2898523285783254,1311.219
98,406082,406696,42444.02,42409.54,394731.,35950.19416351895,393385.73,36211.402599909,9439.65,0.9891503727599976,0.019972860247623927,0.9776608097920216,0.9433436235802493,0.01884127035925547,0.9222700909416065,1.0650843276658555,4532.067999999999
99,292066,291102.6,41700.25,41711.91,25171.,29951.05,25120.11,30793.21,22004.28,0.9936321420694973,0.015616199209766481,0.9824396773507135,0.9135983436461583,0.014266933732091104,0.897555261959878,1.2241576561795717,-2748.661
100,250733,246545.8,42425.98,42314.7,551806.,42844.97303153644,567292.3400000001,42881.41908561395,9331.357,0.9320576541965023,0.14281423380707722,0.8529459481432147,0.9881421153489811,0.14112075909606925,0.8428318134765785,1.0937340329097818,654.4853999999996
101,149344,146777.4,34015.94,33843.99,222169.,31738.75936044182,236750.28000000003,32548.28955038279,7966.925,0.9462430864697154,0.11728334573143401,0.8792158759161625,0.9955113825231118,0.11675690565603597,0.8752694121695676,0.8035167465642238,391.3714
102,1179034,1269218,47707.95,49709.39,542612.,36027.56129177018,723708.5599999999,42971.59275453092,10491.2,0.820814863955601,0.2684654097533682,0.7194777800763518,0.8682981687003194,0.23310802364823047,0.6247212388608674,1.1096356161514396,-1430.625
103,258974,258974,54192.18,54192.18,0.,0.,0.,0.,109784.2,1.,0.,0.9985598906599261,0.4120170859306044,0.,0.41142373627688567,2.189991604916355,3949.7379999999994
104,103211,101992,34561.54,34668.89,162010.,32900.92337898895,164460.25,33024.81090958453,5611.916,0.9601640324731351,0.08697196310886478,0.9104818895396372,0.9970220880870952,0.08671296826383418,0.907770554674293,0.8653149631898452,150.23700000000008
105,231856,230233.9,41622.97,41588.39,385839.,39498.277111256255,391449.51,39548.397403223986,8824.189,0.9590303599947705,0.08555140837192445,0.9120767576077373,0.9901420153296504,0.0847080438996672,0.9030855189130581,1.1630542369617447,1495.1730000000007
106,368350,368655.2,40748.07,40846.3,727675.,34704.23866833408,757576.17,35628.052993317884,11005.31,0.9313393653473488,0.1273246950945132,0.8662024292009632,0.9878340315756993,0.12577566687435962,0.8556642377982517,0.9587842059468795,385.59920000000056
107,111252,111683.6,35079.79,35068.32,0.,0.,0.,0.,32619.31,0.9938451124426504,0.008425914975230224,0.9909427492234848,0.98886661810426,0.008332106045989952,0.9799102051595653,1.0406872689027284,-385.5652
108,165314,172413.2,42646.71,42767.16,1.452763e6,45405.249393472994,1.42623919e6,45271.76258304914,8506.447,0.9003115770718252,0.15362006567500217,0.8445062643133401,0.9941227960264472,0.15271720921459958,0.8395429287410274,1.048242021051334,391.52480000000014
109,521904,528887.5,39472.22,39691.81,40821.,32356.379999999997,40450.68,32541.66,24455.45,0.9549565833943892,0.07548747026993011,0.9213360265218714,0.9407341168059032,0.07101363867429458,0.8667322331915129,1.1101223438608037,-546.6697999999997
110,198369,196137.1,37784.62,37923.12,444287.,41660.0678187748,448684.1,41074.56168449027,4942.48,0.9643937837359683,0.07986761034831591,0.918539231791965,0.9898669081310169,0.07905830451530027,0.9092315893709517,0.956185958122556,-152.52170000000024
111,62689,62504.44,35088.53,35141.04,368807.,40101.63012304539,365202.35,40008.2729671033,12585.2,0.9533244358320785,0.09310484211122598,0.905820486903279,0.999010466789173,0.09301271177786812,0.9049241474484407,0.9251931493244469,112.68989999999985
112,322499,319008.4,42489.41,42288.95,2.622515e6,44379.35689538859,2.5829241900000004e6,44201.28245437989,5149.169,0.8601902018881008,0.26095509594000726,0.7303925733947714,0.9848533487137117,0.2570025001004241,0.719329571783466,0.9976434835831783,1049.3099999999995
113,141141,144632.6,38744.37,39033.3,2.432569e6,43426.535285153266,2.5523341e6,44312.19561385596,4445.47,0.8831010436098086,0.19895689384529233,0.7984498547295229,0.9975057266734328,0.19846064097183735,0.7964583025542696,0.8761018490288786,1589.4899999999998
114,100976,100174.8,39424.44,39403.5,273104.,39285.70692629914,273642.75,39373.4480915851,7234.93,0.9609695252698283,0.0832809635334572,0.915599849123676,0.9950473725620937,0.08286850394840613,0.9110652241887632,1.004144511954694,8.542853999999807
115,304429,319979.9,42397.37,42442.32,6.090186e6,56526.59129938068,6.056418430000001e6,56454.91521601456,10285.18,0.8994874365546085,0.1481685642255449,0.8488066013864113,0.9916551364694365,0.14693211777756318,0.8417234261340003,0.9980563267856715,1016.5229999999992
116,145380,142789.6,38994.93,38924.89,547430.,39246.62472728934,565682.03,39490.73195605329,4518.572,0.9099773372850684,0.1830594251683262,0.8125817467667346,0.9950200996428423,0.18214780747154938,0.8085351706357911,0.9172927863888507,574.0007999999998
117,66995,66461.3,35355.88,35293.48,466935.,35812.3087573431,462777.76999999996,35808.45014553919,5830.014,0.9084483752198648,0.1799379022279392,0.8183683185665922,0.9989965073327555,0.1797573358624941,0.8175470919598053,0.8314919815586284,-92.1866500000001
118,255600,254367.6,42206.2,42316.1,277347.,39557.41824984586,273849.53,39539.511309247086,15422.46,0.9705795863938647,0.06228069923462664,0.9361097916531297,0.9739801827752761,0.060660166823913654,0.9117523859720409,1.1206364962277588,-276.08719999999994
119,44318,45624.06,31993.59,32133.68,521824.,37780.19165873934,520041.79,37892.08918926362,6147.526,0.87380781105408,0.21281961971124305,0.7858200727061238,0.9992303650249608,0.21265582628853874,0.7852152780940812,0.7328613035172314,338.81870000000004
120,399305,388193.9,44547.56,44396.98,491464.,32723.05786505217,535307.88,34442.202166254116,10196.07,0.9616135132468593,0.09838402533258128,0.8968939262874284,0.9821890707340626,0.09663171441648448,0.8809194120072741,1.0918568173411631,3744.5070000000014
121,1239788,1202936,50008.92,49886.59,393106.,35665.3419929739,429196.22,37198.6811741499,15403.72,0.9848936269261208,0.05225511098667218,0.9345940268742094,0.8371295705649018,0.043744298620094164,0.7823762963697293,1.2783880043906015,-5713.625
122,26929,30482.76,36253.93,36954.06,471476.,38825.48506466925,514421.2100000001,40440.58533908001,3529.436,0.7875356430979347,0.29684488688987376,0.701926938634467,0.9995439664332472,0.29670951565733306,0.7016068363890416,0.8464288467362465,84.31635000000006
123,57767,55539.01,31057.11,31089.78,1.825444e6,38780.19701578903,1.8633556519999998e6,39412.00633476699,4932.12,0.9351814157292324,0.15713587984287888,0.8405447714721588,0.9992543462591829,0.15701871088625743,0.8399180161189863,0.6718538899621973,24.642430000000104
124,92435,92230.9,37561.93,37562.8,23584.,36821.189999999995,23750.75,36820.77999999999,21152.06,0.9936567896442516,0.014587204912323492,0.9846640741053512,0.9914537435644377,0.014462538918464682,0.9762488824251614,1.1463030707712691,-91.36038999999982
125,92660,88812.2,40245.75,40098.96,344589.,36204.07682662534,357395.81,36895.7889121389,8225.779,0.9686134337399591,0.09839471179969682,0.8987734163391113,0.9941963790731085,0.09782366619120064,0.8935572761315119,1.0529647988722086,469.49699999999984
126,226755,220381.6,38966.97,38790.26,191984.,30816.908002958575,202987.68000000002,31877.84023836076,10260.82,0.9695464594140346,0.08249538566536878,0.9124110141032876,0.9922161602780464,0.0818532548055488,0.9053089530089624,0.9416031274067327,493.9480999999996
127,245322,243133.5,48505.99,48481.75,875133.,42934.36787516868,882086.3500000001,43021.87269287593,8650.737,0.9386086244799667,0.12322208980827597,0.8718579150519481,0.9877000273435206,0.12170646147295992,0.8611340865364739,1.2156060142292267,882.3042999999998
128,115925,111898.7,36047.3,35953.04,620859.,37106.085451592066,645794.77,37394.54040683358,5791.163,0.9573900322345121,0.11050954838162888,0.8841647938402792,0.9972128872813375,0.11020154581380079,0.8817005268979734,0.8580030163510628,781.5032000000001
