vector_number,hat_w,hatL,hatR,hatv,diag_hat_λ,diag_hat_λ_adj,diag_hat_pi,hatP,hatQ,real_v,var_hatB,L,R,A,w,non_demean_shock
1001,1.0013733087771817,0.9911297217605054,1.0100336119635123,1.0050774032811947,0.9670093953586216,0.9574030745676269,0.9892878428664176,1.0007526190632574,1.0151619599390127,1.0043215317507592,0.006966518661633669,19141,34240.34,0.8644279062575674,33467.38,1.0132589762400377
1003,1.0009903405014038,0.9908453649350327,0.9975321375967824,1.004250298335171,0.9820977657111869,0.9845269514125751,0.9913852991902317,1.0011721283132726,1.0017719467804898,1.0030745662357625,-0.0016353339297427993,92474,104695.4,0.8597576628290992,31443.09,1.0046571236486612
1005,1.001257926575624,0.9994602684768855,0.998547856655099,1.0026348310443682,0.984746059843614,0.9861780910108169,0.997659101203278,1.0006560959346724,1.0011788615471013,1.0019774377208461,-0.0021603138416350642,14328,13461.86,0.8567939793410605,32658.99,1.004132143736769
1007,1.0012737233023135,0.9858945658241273,1.0074199531640544,1.0074242829772295,0.9669455804106432,0.9598236215116661,0.9844741022367538,1.0007926182817573,1.0148993239732518,1.0066264124797983,0.006118469575888019,6685,11974.73,0.8403719251931413,32004.64,1.012410927154292
1009,1.001383960063674,0.9825469749374193,1.0046804426966678,1.0115542362040557,0.9655702604300664,0.9610718712196095,0.980772175751545,1.0007806550282552,1.0162887578411803,1.0107651772860222,0.005809852797939996,19296,34892.78,0.5905177725361546,25252.64,1.012102310376344
1011,1.0012546775440776,0.9957380347773173,1.0045394357289321,1.0056023116267698,0.9731936107810168,0.968795731097575,0.9938864684607553,1.0006336843188997,1.0101671786892652,1.0049654807605763,0.003226159810850504,4243,5443.616,0.7667328134053039,30309.92,1.0095186173892545
1013,1.0011874835216072,0.9919335102079809,0.9986967705006319,1.0043035875898356,0.9819183719974889,0.983199338067853,0.9907189070666693,1.0007786717987763,1.0029947495281673,1.0035221731741382,-0.0012483317283715767,10091,11225.07,0.77301203117905,29931.52,1.0050441258500324
1015,1.0013737329518357,1.0016942912094924,0.9980034724891602,1.001052419682156,0.9880802927349266,0.9900569945189227,0.9992647738341586,1.0005634975843056,0.9990537909864678,1.000488646746589,-0.0033367838581619402,66547,59988.89,1.0041100271132672,38750.28,1.002955673720242
1017,1.0014395126992095,1.000930714624454,1.0076804728379893,1.0038534885344315,0.9721733345252189,0.9647633037864877,0.9982613540282034,1.000548480971743,1.011563557986441,1.0033031958226337,0.004473279840849109,14425,18379.5,0.7795469927313503,31488.6,1.0107657374192531
1019,1.0014420066321712,0.9905906677995787,1.0070950421272953,1.0053371604296852,0.9710427717522236,0.9642015897067718,0.9879202693517289,1.0005413130962981,1.0124700699350693,1.004793252682936,0.004647068476619776,8769,13494.39,0.6616735861127534,28277.11,1.0109395260550238
1021,1.0013838435218878,0.980031341050921,1.004973209177659,1.008060287960279,0.9695694237489998,0.9647713525978212,0.9783531464520466,1.0008119308243018,1.0130735826359967,1.007242476745863,0.004523390417800366,13529,23021.21,0.8034645574493046,31051.37,1.0108158479962044
1023,1.0011682431291167,1.0007595681683057,1.000973103060684,0.9989828941727603,0.9857656701054686,0.9848073708743514,0.9996596329047134,1.0008013138527525,0.9999550074846509,0.998183036278208,-0.001746409664914017,5543,5484.59,1.3438837217053214,44881.47,1.00454604791349
1025,1.0011482913864533,1.0038881388969774,0.9960243169501346,1.0033983616643296,0.9863876268135527,0.9903248633410803,1.0028845206060741,1.0008145537524678,0.9994091678055981,1.0025817049743873,-0.003412426527169554,13726,11772.39,0.874358654962667,32499.2,1.0028800310512345
1027,1.0014066493599327,0.9921395378321909,1.0015027672661974,1.0050570297415629,0.9783996944570377,0.9769316411808977,0.9896856306326355,1.0005803584166735,1.00656739654652,1.0044740747579468,0.0006676989083922447,6945,8244.683,0.7220737938977586,29671.27,1.0069601564867963
1029,1.001484770078592,0.9962045386214967,1.0101792514762267,1.0041015034937426,0.9690141538693198,0.9592496713907208,0.9931100534132513,1.000446732172138,1.0143225052054627,1.0036531393467292,0.006199669426855348,4670,7366.398,0.7932940228188455,32368.31,1.0124921270052594
1031,1.001220695124168,0.9946812928891667,0.999945521359037,1.0084100708042922,0.9750956315350274,0.9751486181093544,0.9934015478214568,1.000791124649883,1.0083551339941015,1.007612923383063,0.0012248745540550665,22782,26092.58,0.7532100738627158,29491.22,1.007517332132459
1033,1.0012891913509814,1.0080186815682168,1.0061568020166527,0.9977642660744781,0.9812552779364627,0.9752507502387759,1.0061852101702853,1.0006817458371426,1.0039073031199894,0.9970845078619638,0.0011794031736851451,29775,28109.06,1.0674837715672645,39405.81,1.0074718607520892
1035,1.0011579927399115,0.9987749103046031,1.0034946925970318,1.0026374905024618,0.9776381558191201,0.9742334620490478,0.9978261630717495,1.0008408886621685,1.0061414003180273,1.0017950923674739,0.0015039832773804385,5824,6684.222,0.8609950238122929,32227.68,1.0077964408557845
1037,1.001386766456131,1.0018296101178634,1.0146015187619537,1.003730816851916,0.9631991095861085,0.9493374274408624,0.9996148216048942,1.000648285491391,1.0183868112061303,1.003080534294836,0.009452028301514925,2581,5139.4,0.7996576150251983,31740.41,1.015744485879919
1039,1.0011508816114392,0.9948484050957946,0.996903171458518,1.0019931488235236,0.9869994069483923,0.9900654021385724,0.9939607450809217,1.0008530318607742,0.9988901478418776,1.0011391452355693,-0.003338610362143557,19389,19669.86,0.8107295329380899,30873.33,1.0029538472162605
1041,1.0011915575225938,0.9958631623030819,1.003428958415884,1.0041959767088091,0.9760255719417388,0.9726901906340376,0.9945045687606682,1.0007360627463773,1.0076393229543417,1.0034573691218207,0.0019998001482939287,6229,7582.802,0.8562121400927813,32497.19,1.008292257726698
1043,1.0012905017390548,0.9905613691426678,0.9986707545170287,1.0050411374841883,0.9812440891180281,0.9825501657070712,0.9891775211746137,1.0008240054572712,1.0037051910919872,1.0042136599481248,-0.001035304179273,42907,48670.2,0.797761990773283,31460.74,1.005257153399131
1045,1.0012056483213685,1.0090459323451029,1.0085284708140858,0.9948347198491545,0.9818285081644333,0.9735257093369996,1.007334589354564,1.0006393127452249,1.0033191387222273,0.994199115683207,0.0017339227781678623,28601,27658.99,1.6132838793221829,52548.93,1.0080263803565719
1047,1.0012239580804754,0.9959129417866411,0.9963352325742203,1.0020812924500715,0.9880273011570679,0.9916612881061877,0.9945643124915541,1.0007718134992982,0.9984088975715173,1.0013084690566918,-0.003812429264496764,21121,20560.31,0.9018205427823668,33819.28,1.0024800283139073
1049,1.0013780911323773,0.993649191991857,0.9998113542659349,1.0025448256927878,0.9836569665257455,0.9838425262650451,0.9914240677254054,1.0006300551686984,1.002355699888212,1.0019135648726507,-0.0014449917912486843,36498,39879.15,0.741042324697561,30713.85,1.0048474657871553
1051,1.0014012427496288,0.9939455861743889,1.0088487629129868,1.0066853926345076,0.966693706982514,0.9582146940922569,0.9918002226731214,1.000680238412521,1.0155933130018973,1.0060010720622534,0.006732316591946619,27555,46354.68,0.7741845894772422,31136.35,1.0130247741703506
1053,1.0011233419608256,1.0009998794179065,0.9983296091075656,1.0014804424505317,0.9855953466872569,0.9872446140726867,1.0003659364195476,1.0009119569343454,0.9998075786405112,1.0005679675542367,-0.0024705456594431574,17497,16607.42,0.9487685307189168,34823.23,1.0038219119189609
1055,1.001364702897558,0.9944710731984957,1.000134993379548,1.0019640828022138,0.9838397956989707,0.983706886318729,0.9924466684232454,1.0006847620258592,1.002099341319937,1.00127844534553,-0.001408056099424737,49698,53860.16,0.8437745936412385,34001.25,1.0048844014789793
1057,1.0012267460169666,0.9932467254294488,1.0029742222925357,1.0053660089742216,0.975191308653393,0.9722994228009282,0.9918317374753588,1.000751067940002,1.0083561909702703,1.0046114775013122,0.0021102605129954544,7581,9425.252,0.6733986744000021,27618.39,1.0084027180913995
1059,1.0012796467869394,0.9969621149321549,1.0029897100667102,1.0032570647689456,0.9781313520553674,0.9752157728711643,0.9952707602867974,1.0007130998239486,1.0062565125149834,1.002542152136756,0.0011937558236803092,15082,17020.97,0.7658319709486362,30511.4,1.0074862134020843
1061,1.0012074843063026,0.9865818410075794,1.0045771965258448,1.0062330935685504,0.9717728240543451,0.9673448846973692,0.9855188074299611,1.0008477575463715,1.0108388201886225,1.0053807744300505,0.00367575727700431,10140,15110.85,0.7325786060086612,28683.33,1.0099682148554083
1063,1.0012087518995902,0.9995014376299016,1.0030251524411304,1.0042128189172823,0.9764936823421699,0.9735486531504881,0.9982193017899141,1.0007804600663772,1.0072507157778443,1.0034296821209694,0.0017266297997651225,3519,3925.201,0.8629950637897992,32605.0,1.0080190873781691
1065,1.0012272952736638,0.9876055938019384,1.0050065267186261,1.0043899499927114,0.9737681010862149,0.968917245637894,0.9862985064032832,1.000785395065307,1.0094184551132694,1.00360172614946,0.0031823276828260028,5637,8214.945,0.8468705466944016,32284.19,1.00947478526123
1067,1.0012350119292521,0.9946117655604662,1.006825943263009,1.0046905929791519,0.971252333583399,0.9646676348784344,0.9930041680521619,1.000695286802714,1.0115485539637064,1.0039925302228645,0.004534235612793092,6517,9365.866,0.8327556913761958,31808.65,1.0108266931911971
1069,1.0011254150608382,1.002793293815714,0.9965073034682734,1.0021488541153964,0.9874853690005856,0.9909464501241526,1.0015872104494525,1.000723894922253,0.9986486522883539,1.0014239284185915,-0.0036113528669869943,64815,55596.41,1.0436431367383,37917.27,1.002681104711417
1071,1.0013344949092942,0.9914289426368351,1.0001508646864463,1.004399617215944,0.9806565697251193,0.9805086937488632,0.9893585799530624,1.0006369931400498,1.004551145649262,1.0037602288359206,-0.00041611890180370814,25841,30069.15,0.7803195452711115,31813.67,1.0058763386766003
