vector_number,hat_w,hatL,hatR,hatv,diag_hat_λ,diag_hat_λ_adj,diag_hat_pi,hatP,hatQ,real_v,var_hatB,L,R,A,w,non_demean_shock
1073,1.0010017969889997,1.003326011115472,0.9967262030553165,0.9999245443371892,0.9900873809422597,0.9933393316295557,1.0019018389772867,1.0005279483732425,0.996650994419024,0.9993969143620282,-0.0043503846590742246,480773,396507.9,1.5045735616936868,52415.49,1.0019420729193298
1075,1.0012331603469362,0.993962460288762,1.0041602855593936,1.0032943215043932,0.9763376342099712,0.9722925803166177,0.992546615861612,1.000757534062189,1.0074683123819697,1.0025348671939616,0.002109097938021609,5960,7470.531,0.7784531826219289,30563.59,1.0084015555164256
1077,1.0013053660527684,0.9951383155836104,1.0000478987732377,1.004725523373984,0.9800721889516197,0.9800251127899743,0.9934567472901018,1.0007410516524053,1.0047736484939942,1.003981521208708,-0.0002834415986776584,45562,49863.16,0.7502676825394522,30353.28,1.0060090159797264
1079,1.0013205903659905,0.9912938163156518,1.0083923760292652,1.0051993403481627,0.9688343259822119,0.960771136643501,0.9895078111523958,1.0007188720803717,1.0136353511967338,1.0044772496979864,0.005760958644974279,12211,19818.07,0.7884903546478237,31556.22,1.0120534162233783
1081,1.0013808079664903,0.9929759499674194,1.0009623141196513,1.003617897031994,0.9806680956359228,0.9797252385993012,0.9909122160469235,1.0006865928049682,1.0045836927050427,1.0029292929955314,-0.00016714509299275981,68359,77290.41,0.868927619108613,34315.6,1.0061253124854113
1083,1.001310564315377,0.9981545532656938,1.003125042148626,1.0067597005960494,0.9736098925812036,0.9705768108610796,0.9962816648459007,1.0006839021374743,1.00990586709395,1.0060716460468657,0.0027148462067574375,41310,48983.85,0.8960989829228813,35416.34,1.0090073037851615
1085,1.0012198752276609,1.0106547892970863,1.0093625264468065,1.003807185973584,0.9691252512986626,0.9601359116836254,1.009029564468656,1.000682903081894,1.0132053572997561,1.0031221507653103,0.006012069227323336,5342,6352.999,1.0084515666264788,37024.15,1.0123045268057274
1087,1.0013187789202913,1.0033796335510106,1.0068257055910215,1.0034548844191729,0.9732377153423257,0.9666399546214474,1.00130193626522,1.0006271580288133,1.0103041720340906,1.002825954070575,0.0038911425102181596,8712,10214.58,0.8385152998618097,32726.01,1.0101836000886222
1089,1.0010747672014961,1.0035990975922813,0.9953078586991486,1.0000568703534658,0.9919723448705642,0.9966489720469653,1.0020304992142184,1.0005529442693957,0.9953644622088801,0.9995042002337097,-0.005312744357512056,222080,185260.6,1.4510513385553596,52085.09,1.000979713220892
1091,1.0011916715942855,0.9986424410062961,1.001531244886471,1.0010642074342442,0.9824296719702365,0.9809278797041286,0.997434761248497,1.0007879212634996,1.002597081882907,1.0002760686503849,-0.0005601389054634698,10383,10729.17,0.9981664843652084,36060.39,1.0057323186729406
1093,1.001255181738203,1.001278785501617,1.0021203980241251,1.0009844695843266,0.9821021977351028,0.980023984739294,0.9996815463794284,1.000722497902277,1.0031069550758132,1.0002617825447102,-0.0002865017950390847,15975,15746.17,0.8089303644494793,31640.63,1.006005955783365
1095,1.0013252179018266,0.999804261884895,0.9991319296141097,1.0057282241807393,0.980170541040883,0.9810220038713785,0.9978411625428061,1.0006694265977283,1.004855181293074,1.0050554133548488,-0.0005577149506508228,46986,46779.61,0.7936534744167317,32403.95,1.0057347426277532
1097,1.0008396236412445,0.996600845937513,0.9948138996536667,1.000728086925987,0.9897678879398699,0.9949277094150283,0.9975752722771075,1.0011657076560943,0.9955382106477946,0.999562888813749,-0.004804169812578474,234725,225085.1,1.1668483215579322,40311.37,1.0014882877658255
1099,1.0011465153246664,0.9967448672980728,0.9979561431147019,1.0001975825322975,0.9879840857043705,0.9900074300784133,0.9958166474489286,1.0008356458424512,0.9981533218165803,0.9993624694396085,-0.0033184152190777194,11800,11829.54,1.0564734789602306,37531.19,1.0029740423593263
1101,1.001065445127624,1.005429271812301,0.9962242655808999,0.9997672848966631,0.9912258318546378,0.9949822451411738,1.0037143816560825,1.000495972207048,0.9959924291479886,0.999271673919109,-0.004826161628444847,181231,138011.2,1.2645209664337635,45330.4,1.0014662959499592
1103,1.0012835387983996,1.0006995365351758,1.002070359030228,1.0030800605128316,0.9796028740577267,0.9775789229254224,0.9989260091758875,1.0006916682125242,1.0051567963741561,1.002386741467103,0.000501089049421477,65170,65652.36,1.0384716969816523,39746.94,1.0067935466278255
1105,1.0012483210854546,0.9959621813165753,1.0043184968072143,1.0050313302015659,0.9739366704515772,0.9697488722407746,0.9945181960036905,1.00076420392358,1.0093715547921918,1.0042638678134732,0.0029077005136817213,3807,4685.584,0.705188313435277,28193.33,1.0092001580920857
1107,1.0012060308692077,0.9841202063895573,1.0050489369647384,1.0056173294144228,0.972070045731332,0.9671864983938417,0.9828833846476808,1.0007864234189237,1.0106946279212847,1.0048271098432726,0.003722478048225897,6386,10035.94,0.8110108420801758,31380.21,1.01001493562663
1109,1.0011962799893812,1.0012437192893509,0.9979698394550984,1.0023338268123927,0.9856412964519206,0.9876466380723962,0.9997021234423035,1.0006821751113233,1.000298928224378,1.0016505257534798,-0.0026024479204074247,18378,16908.27,0.9497176904881084,35347.15,1.0036900096579966
1111,1.0014761798838006,0.9874801049904733,1.0040985718430129,1.0047163298592794,0.9758985365535482,0.9719153639772892,0.9845512748496714,1.0004850853899878,1.008834231919056,1.0042291929495804,0.002202103299632885,8279,11328.42,0.7459582756580676,30599.11,1.008494560878037
1113,1.001370347701248,1.0046327765672347,1.0103926152554077,1.0051789511551552,0.966799070732159,0.9568549432588969,1.0021741825845627,1.0005528104360901,1.015625389257345,1.0046235847531615,0.007077462587279371,17482,25517.49,0.8654012975265722,33643.23,1.0133699201656834
1115,1.0014549534389263,0.991465455472147,1.0078176542571893,1.0085739389560928,0.9656966179881372,0.9582057844526773,0.9892885331473517,1.0007214643859221,1.016458621303663,1.0078468133737786,0.006775913325502314,26014,45880.23,0.7699480376979081,30929.42,1.0130683709039063
1117,1.0013934382207053,1.0044558006034743,1.0082148809784914,1.0027623236427372,0.9726450073714786,0.9647201093730314,1.0020676743521921,1.0005991933116103,1.0109998967811777,1.0021618349740697,0.004672542536957591,97423,122081.3,1.330646968914973,47006.17,1.0109650001153616
1119,1.001192904183983,0.991608864355241,0.9998067578275323,1.0036045231377486,0.9813780247411632,0.9815676799850761,0.9904077678623739,1.000788505776011,1.003410584419399,1.0028137986652375,-0.0007550025741713817,5708,6609.476,0.8263191361514736,31357.57,1.0055374550042326
1121,1.001389668231473,1.0018319364991704,1.0045604897216462,1.000929240662012,0.9796845110269328,0.975236955159799,0.9994718738432328,1.000602709687908,1.0054939681761463,1.0003263342892665,0.001209128423882433,38182,39812.74,1.1080884796454604,41224.74,1.0075015860022865
1123,1.0013856858033956,0.992249867944615,1.0016748597197909,1.0028013936243922,0.980905618435796,0.9792653029969078,0.9900376578004995,1.0006409392777087,1.004480945285524,1.002159070513588,-4.661002784378532e-5,18907,21613.07,0.8044056553179952,31973.61,1.0062458475505602
1125,1.0011396363882221,0.9973656075231926,0.9955722544281252,1.0017282077096,0.9891989472222551,0.9935982595669052,0.9962923890177671,1.0007804143228851,0.9972928100736917,1.0009470542919807,-0.004389179609856075,111473,105417.1,1.1656278620356229,42219.6,1.001903277968548
1127,1.0011916489950714,0.9916201468662331,0.9966524110603688,1.010747632462337,0.9763127577865034,0.9795920326770869,0.9903685839315316,1.0007702571584236,1.0073640648671478,1.0099696960741449,-0.00011919181723452077,34403,38587.0,0.6474025596556262,26627.62,1.0061732657611695
1129,1.001128540105734,1.0032845830447348,1.0086907827320575,0.9965740867130138,0.9786964148725663,0.9702640399862645,1.0024412140046233,1.0008479425824728,1.0052350955770353,0.9957297650445969,0.0027660571947110135,6382,7625.044,1.3879041242192829,46013.16,1.009058514773115
1131,1.0011872790194687,1.0052575371688497,1.0013938550828383,0.9992379568260371,0.9849895737412124,0.9836184432395574,1.0040287371320467,1.0007791711336484,1.000630749731124,0.9984599856271335,-0.0013844809982257456,4240,3935.302,1.1431802926337225,39933.25,1.0049079765801783
1133,1.0012745317864318,1.0051074955899861,1.0045625453407276,1.0016586754082366,0.978163853685374,0.9737210102520243,1.003397002590096,1.0007062192601122,1.00622878853072,1.0009517839799464,0.001674217441753001,11829,11870.99,0.7675025470719385,30776.31,1.007966675020157
2013,1.0005617185372948,0.9916877504562984,0.9916877504562984,1.000561718537295,0.9916877850751767,1.0000000000000002,0.9957840461561409,1.0019374762846045,0.9922447998489381,0.9986269025963466,-0.00629245757840402,3094,3094.0,2.1421567093584755,29097.93,1.0
2016,1.0004016241980425,0.9912298178476666,0.9912298178476666,1.0004016241980425,0.9912298125828434,1.0,0.9969394059803633,1.0023187541737564,0.9916279197283354,0.9980873050935835,-0.00629245757840402,4796,4796.0,4.025737353399175,47204.34,1.0
2020,1.0004937653286712,0.9926801692772632,0.9909522203962983,1.0004554911791679,0.9908512294258174,0.9998980598386377,0.9996105990028205,1.0028166946859005,0.9914035903916656,0.9976454286020117,-0.006262764369976415,198167,192694.7,2.2925459843217793,59126.29,1.0000296932084276
2050,1.0005367420829674,0.9915063290505703,0.9915063290505703,1.0005367420829674,0.9915063350249376,0.9999999999999999,0.996241566129608,1.0021270013546564,0.9920385122229003,0.9984131160326593,-0.00629245757840402,8651,8651.0,3.076649346534383,41154.2,1.0
2060,1.0004507414392645,0.9910626688621842,0.991324616463897,1.0004572335724404,0.9910626691341992,0.999735997973566,0.9968216045325956,1.0023848295295623,0.9917778833597309,0.9980769900936883,-0.0062150729468648525,1833,1839.474,3.0955741688760834,45468.09,1.0000773846315392
2068,1.0006815323119191,0.9913447367614909,0.9913447367614909,1.0006815323119191,0.9913447598150875,1.0000000000000002,0.9966492626590036,1.002463186826941,0.9920203702318449,0.9982227232496576,-0.00629245757840402,2165,2165.0,3.5784647080179144,52608.31,1.0
2070,1.000528575231236,0.9914761327069077,0.9914761327069077,1.000528575231236,0.991476188878032,1.0,0.996317662289657,1.0021545095488362,0.9920002024330183,0.9983775612421959,-0.00629245757840402,4005,4005.0,2.4032651364506807,34828.21,1.0
2090,1.0005041063867581,0.9909427503096411,0.9909427503096411,1.0005041063867581,0.9909428031966578,1.0,0.9976645043249942,1.0027612140961693,0.9914422908789838,0.9977491074867255,-0.00629245757840402,59033,59033.0,2.942244178101714,51725.56,1.0
2100,1.000531112287434,0.9921275261390822,0.9916669971713149,1.000596737034904,0.9914595593389712,0.9997907317015046,0.9964830276138529,1.0019931062019851,0.9922587615948191,0.9986064084089621,-0.006230879456520011,2343,2328.313,1.7315584792461949,28768.25,1.000061578121884
2110,1.0003833315943806,0.9911524666829473,0.9911489606748182,1.000383512659696,0.9911490766230349,1.0,0.9971465738913404,1.0023959238746012,0.9915290788488815,0.9979923988446336,-0.00629245757840402,20611,20610.07,3.4721465243150327,55249.87,1.0
2122,1.0005290552754191,0.9912126990008251,0.9912126990008251,1.0005290552754191,0.9912127645912774,1.0,0.9969825230636666,1.002466652003047,0.991737105308294,0.99806717088917,-0.00629245757840402,30200,30200.0,2.2731964163659253,39412.55,1.0
2130,1.0004971863413465,0.9916825101106762,0.9917907944807464,1.0004151415265379,0.991453307577052,0.9996601435742172,0.9960908962591605,1.0019775184871644,0.9922025280251733,0.9984407065709563,-0.006192607499735825,10450,10464.87,2.9770905297274552,45144.3,1.0000998500786682
2150,1.0004715047236803,0.9913319571606214,0.9913319571606214,1.0004715047236805,0.9913319611269145,1.0,0.9966815465306451,1.0022679137975246,0.9917993748611581,0.9982076558082783,-0.00629245757840402,9243,9243.0,3.200040456567696,45945.26,1.0
2164,1.0005576504777203,0.9920780140371468,0.9915649265257424,1.0005576504777203,0.9915649944544653,1.0,0.9966091101390585,1.0020786122571061,0.9921178731807101,0.9984821931525312,-0.00629245757840402,932,925.5256,3.573901612038456,46513.95,1.0
2170,1.0007305198677356,0.9823439481848849,0.9931407049213998,1.0060605293024016,0.9816295591120319,0.9884093009599241,0.988224085822611,1.002723281172782,0.9991596632649838,1.0033281845473025,-0.002799165053283703,30607,36079.29,1.899277758607776,36829.09,1.0034932925251203
2180,1.0005361333191884,0.9915623734205982,0.9915623734205982,1.0005361333191884,0.9915623515654655,1.0,0.9961002541704523,1.00206012720169,0.9920939830470425,0.9984791392840294,-0.00629245757840402,4459,4459.0,3.864154875347407,46549.0,1.0
2185,1.0005081237087368,0.9915032435434608,0.9915032435434608,1.0005081237087368,0.9915032713895724,1.0000000000000002,0.9962493159599424,1.002101975445435,0.9920070498487946,0.9984094914731709,-0.00629245757840402,12523,12523.0,9.805262688011322,96456.68,1.0
2188,1.0005446117962327,0.9915689170372671,0.9915689170372671,1.0005446117962327,0.9915689428977108,1.0000000000000002,0.9960836793928705,1.0020608562374844,0.9921089371662632,0.9984868738941216,-0.00629245757840402,3411,3411.0,5.148205402968804,58348.29,1.0
2201,1.0005798097974037,0.9912489276374065,0.992013764559719,1.0008354911013815,0.9911185152904982,0.9990976335747824,0.9950437776314436,1.0018550411333615,0.9928425832324566,0.9989823377733104,-0.006025386769093366,2660,2688.002,2.249757084419674,35017.67,1.0002670708093107
2220,1.0004754602682207,0.9914942729245563,0.9914942729245563,1.0004754602682207,0.9914942663637327,1.0,0.9962719965618181,1.0020798863919758,0.9919656890575003,0.9983989039740815,-0.00629245757840402,6664,6664.0,2.663389414777454,41016.51,1.0
2232,1.0005844139562141,0.9916067391325807,0.9920592208213781,1.000475072087303,0.9914422026504551,0.9993778710780863,0.9955470185115453,1.0019079801622102,0.9925305204661419,0.998569820678866,-0.0061086371871497125,2521,2536.621,2.3310999060751154,34932.17,1.0001838203912543
2240,1.0005987062045685,0.991499194452983,0.991499194452983,1.0005987062045685,0.9914991856808146,1.0,0.9962595852820639,1.0021975100163913,0.9920928111725266,0.998404701871793,-0.00629245757840402,3776,3776.0,4.347945072997488,58163.4,1.0
2261,1.0006281481693793,0.9915066019032368,0.9915066019032368,1.0006281481693793,0.9915065883535727,1.0,0.9962409075037936,1.0022182399298456,0.9921294149601498,0.9984134276376994,-0.00629245757840402,7138,7138.0,3.323245251800749,49111.52,1.0
2270,1.0005540569737241,0.9915903041556928,0.9915903041556928,1.0005540569737241,0.9915903552767908,1.0,0.9960297074794561,1.0020450123296087,0.9921397016787875,0.9985120874436385,-0.00629245757840402,2836,2836.0,2.1424278561077195,30098.73,1.0
2280,1.0005544280738352,0.9924486706087688,0.9917479945826817,1.0005544280738352,0.9917480025126845,1.0,0.9963356587951046,1.0018589714108976,0.9922978475130481,0.9986978772718627,-0.00629245757840402,4523,4480.123,2.152860895344036,34110.99,1.0
2282,1.0006433505635337,0.9918113670799754,0.9918113670799754,1.0006433505635337,0.9918113956789308,1.0,0.9954725089083273,1.0018730866456342,0.9924494494819055,0.9987725630137269,-0.00629245757840402,670,670.0,1.9216492865940764,29656.72,1.0
2290,1.0006119463123266,0.9915237802341338,0.9915237802341338,1.0006119463123266,0.9915238632241408,0.9999999999999999,0.9961974311516621,1.0021816455550978,0.9921305395550323,0.9984337178297635,-0.00629245757840402,2936,2936.0,2.8125035855122484,40162.13,1.0
4001,1.0004965031820316,0.9936998920640074,0.9935932030647346,1.0007924315771053,0.9889209735531701,0.9952975319443979,0.9975943799155091,1.0018018410426097,0.9943805576936403,0.9989924060586134,-0.004899848487662561,31331,31328.87,1.016195024010144,31511.06,1.0013926090907415
4003,1.0004470852849296,0.9916653902886268,0.9916718739168578,1.0004310035776265,0.9915112370793236,0.9998380836592281,0.9960933309009505,1.0019339252351285,0.9920992880423476,0.9984999792704401,-0.0062446932517470355,60632,60630.79,1.540420029519346,42393.72,1.000047764326657
4005,1.0003514138038598,0.991475382797532,0.991475382797532,1.0003514138038598,0.991475383289135,1.0,0.9963196385945966,1.001977975348247,0.9918238009332343,0.9983766494030751,-0.00629245757840402,86445,86445.0,1.2147621034681966,36787.56,1.0
4007,1.0003096400775684,0.9918735275840436,0.9914783510038636,1.0004407164521514,0.9910191735748045,0.9995370005360501,0.9971455405228303,1.0020787935050943,0.991915311825103,0.9983653211069229,-0.0061552828151811845,23224,23027.54,1.041568214051939,33027.9,1.0001371747632228
4009,1.0004368130688561,0.9868601429785033,0.9931269348042513,1.003697977253052,0.9852618574431526,0.9920800996137671,0.9913428031813544,1.0019493020044592,0.9967994956185507,1.0017452731840768,-0.0039454655181014875,11486,12599.64,1.198702925707497,35423.47,1.0023469920603025
4011,1.0004768543606235,1.0072802279297268,0.9936135481144441,0.9994825098543036,0.9905560528005746,0.9969228255765465,1.01127238539259,1.0017968432635302,0.9930993628946645,0.997689817626409,-0.005381582500915583,5503,4341.532,2.0750825625984173,53023.99,1.0009108750774884
4012,1.0000779401501632,0.9911361356826993,0.9910988765760921,1.000113755125944,0.9908930085041282,0.9997921635177694,0.9975491114933402,1.002230248828164,0.99121161915362,0.9978882161013453,-0.006231313255238957,8173,8168.869,1.0811855724293942,35535.3,1.000061144323165
4013,0.9998853564971553,0.9914284168807997,0.990764328450779,0.9998775419577861,0.9907048127723279,0.9999397246649809,0.9988909426578312,1.0023878154326873,0.9906430013908215,0.997495706316205,-0.006274962501754411,2357515,2.329531e6,1.477943073640656,49048.46,1.0000174950766496
4015,1.0001745466393432,0.9911598292709806,0.9911598292709806,1.0001745466393432,0.991159843647851,1.0,0.9971161123962862,1.002174032142351,0.9913328328882318,0.9980048520128452,-0.00629245757840402,75033,75033.0,1.045066766977848,34337.8,1.0
4017,1.0004379034743351,0.9930104951148091,0.992728542098013,1.0002544243905382,0.9904200175538689,0.9976746071975863,0.9973127726792204,1.001880640979406,0.9929811164523061,0.998376835999867,-0.005607859228588419,43346,43131.95,1.1255358731246965,34329.84,1.0006845983498156
4019,1.0000248748597036,0.9913237703713768,0.9909460560999768,1.0000279531090601,0.9907490569176507,0.9998011100635829,0.9983301157926973,1.002375293508799,0.9909737561231556,0.997658222010319,-0.006234623833085928,523739,519993.1,1.3474326942667827,40912.16,1.000057833745318
4021,1.000196187827041,0.9794923145172264,1.0006656943864838,1.0020021511643467,0.976089162173454,0.9754399127654348,0.9858170549879234,1.0023443802759244,1.0026691783716215,0.9996585713270687,0.0012266527178117492,69719,101925.9,1.35358114796135,42524.11,1.0075191102962158
