A_i,state_county_work
0.8644277044661813,1001
0.8597570832957733,1003
0.8567939753195389,1005
0.8403718484117394,1007
0.5905176053118993,1009
0.766732747326798,1011
0.7730120740995178,1013
1.0041096609661946,1015
0.7795468251840478,1017
0.661673436331411,1019
0.8034644435000491,1021
1.3438839531500313,1023
0.8743587927372002,1025
0.7220736995333632,1027
0.7932938486397706,1029
0.7532099883925052,1031
1.0674836298173613,1033
0.8609951027366908,1035
0.799657523621303,1037
0.810729548986579,1039
0.8562121214420698,1041
0.7977617973544701,1043
1.613283527988936,1045
0.9018205834188623,1047
0.7410421665265193,1049
0.7741843284655153,1051
0.9487684861113056,1053
0.843774285206921,1055
0.6733986672278439,1057
0.7658319501781915,1059
0.732578556056919,1061
0.8629951784563396,1063
0.8468706164947123,1065
0.8327556602835515,1067
1.0436428117077294,1069
0.7803194177014376,1071
1.5045724510148883,1073
0.7784532233377439,1075
0.750267565201723,1077
0.7884902597425474,1079
0.8689272371652887,1081
0.8960986450384644,1083
1.0084515057722228,1085
0.8385151691485662,1087
1.4510503288004868,1089
0.9981666548208656,1091
0.8089303855395175,1093
0.7936532037955432,1095
1.166847213549184,1097
1.05647360594149,1099
1.2645202018899757,1101
1.0384712206447018,1103
0.705188365781891,1105
0.8110108834028504,1107
0.949717599067168,1109
0.7459581640915335,1111
0.8654010992067894,1113
0.7699477793273268,1115
1.3306462307160298,1117
0.8263192743079991,1119
1.1080881748018951,1121
0.804405532624393,1123
1.1656275495897692,1125
0.6474024539864623,1127
1.3879042639813013,1129
1.1431804755076005,1131
0.7675024992877377,1133
2.1421572222269343,2013
4.0257312948597415,2016
2.2925356010104583,2020
3.0766482721386716,2050
3.095568204128592,2060
3.578460213231389,2068
2.4032639364284503,2070
2.9422362429218945,2090
1.731558134750135,2100
3.4721398927945053,2110
2.2731920914279717,2122
2.977089535038268,2130
3.200036394036747,2150
3.573900837834068,2164
1.8992735060857067,2170
3.864154544720339,2180
9.80526021196232,2185
5.148205307664208,2188
2.2497578643938683,2201
2.6633877065211595,2220
2.331100572286941,2232
4.347942198733929,2240
3.3232423145986263,2261
2.142427853754657,2270
2.1528613697798544,2280
1.9216501731577296,2282
2.812502543225637,2290
1.0161956160810952,4001
1.5404205906153592,4003
1.214762704165751,4005
1.0415685492395261,4007
1.1987035782924047,4009
2.075083865574003,4011
1.0811857435723848,4012
1.4779417793334502,4013
1.0450669782120143,4015
1.1255364398551218,4017
1.347432261634814,4019
1.3535808032536636,4021
1.4338136462159157,4023
0.9788340391989515,4025
1.3519228190856123,4027
1.0429762681558334,5001
1.242253190290539,5003
0.7507695279125592,5005
1.230291576339399,5007
0.9044017846026071,5009
0.8772447871139172,5011
1.3239391263082294,5013
0.6989514419298749,5015
1.0276374435501026,5017
0.8347856067610943,5019
0.8298325170502457,5021
0.6436143631865036,5023
0.9347118718613701,5025
1.0477783606716664,5027
0.7939520804403946,5029
0.9774556575201507,5031
0.8297576934235241,5033
0.9553436322909267,5035
0.7499907080047435,5037
0.8684649272250137,5039
1.007905050288331,5041
0.9087502812802101,5043
0.9095147339809133,5045
0.8952861278446556,5047
0.5625499800340238,5049
0.7548590197666231,5051
0.699079719422254,5053
0.8973661581923019,5055
0.8349539691815796,5057
0.8039369921084014,5059
0.995921007568124,5061
0.8985577112617271,5063
0.6438699781080697,5065
0.8770935703601876,5067
1.149647637968172,5069
0.8419301127517035,5071
0.9961237882434553,5073
0.7127747432067385,5075
1.1845189395795008,5077
0.9177361630688783,5079
1.225537060618205,5081
0.7867494742293974,5083
0.7246374997245691,5085
0.6655498607955763,5087
0.6108362869866952,5089
1.0319494713437503,5091
1.182676970043601,5093
0.7324529058448759,5095
0.5885177930847647,5097
0.854481615616863,5099
0.44463490585639176,5101
0.8489776162056454,5103
0.5941884860377025,5105
1.012415854956625,5107
0.9640957536803656,5109
0.8906840923710728,5111
0.6531013189090842,5113
0.9293689338591401,5115
0.8581604228388272,5117
1.3982800110747153,5119
0.6904980565377513,5121
0.9905986889295172,5123
0.823241717848201,5125
0.6781750688338207,5127
0.46170159916785775,5129
1.1776794644392587,5131
0.9084419681945735,5133
0.6186458409969966,5135
0.5449242292702027,5137
1.2119120328383455,5139
0.6451936538158024,5141
1.113991206759014,5143
0.828407495334573,5145
0.7977068479137588,5147
0.7497324358684195,5149
1.7033640565186465,6001
1.0186741952057183,6003
1.1006940648567973,6005
1.164262813421857,6007
0.8288106441466855,6009
1.517526371902558,6011
1.575017193037733,6013
1.4364494526719622,6015
1.093622284063685,6017
1.336864663937455,6019
1.4573139983804126,6021
1.2125000967912263,6023
1.3953185936097237,6025
1.230792368386626,6027
1.4536961714645422,6029
1.7106766805242277,6031
1.023048157078399,6033
1.531112083987453,6035
1.366222719936652,6037
1.3340627645952725,6039
1.6198806276123825,6041
0.9010782341765298,6043
1.0674711339478604,6045
1.3942843929648219,6047
1.1403037556445228,6049
1.1985424292158924,6051
1.6500692636756,6053
1.5056664017026336,6055
1.0268360189894639,6057
1.3777078457578293,6059
1.5000978390395039,6061
1.2384896109245545,6063
1.1856536142530167,6065
1.6403271770925816,6067
1.1865736001057146,6069
1.345702457755733,6071
1.5779086498408545,6073
2.371412915609745,6075
1.2644506168734668,6077
1.2613661050937717,6079
2.211405470085049,6081
1.4400696995140583,6083
2.604119250729302,6085
1.2425729598066613,6087
1.3432622222901525,6089
0.9798268104379029,6091
1.137046247857792,6093
1.3990024144867184,6095
1.3977236968291162,6097
1.2769107923163212,6099
1.1309115098821703,6101
1.1706217582577922,6103
1.0280080175991235,6105
1.3060586043661448,6107
1.1347736098276344,6109
1.4421094617682215,6111
1.6930008529926746,6113
1.583304446338153,6115
1.2253606655627158,8001
1.1228769039488011,8003
1.6380871180368055,8005
0.5989028149753833,8007
0.8686308486171826,8009
1.0521921287490825,8011
1.5741146933499204,8013
1.9861978145401598,8014
0.749007851811488,8015
1.327374828763418,8017
0.8116298016067659,8019
0.6430771023428865,8021
0.678344541681231,8023
0.9916850465729973,8025
0.5741100175827969,8027
0.758878524475682,8029
1.9483601869397345,8031
0.6299422046334412,8033
1.3823356395801927,8035
1.4625276872769832,8037
0.5354662084226746,8039
1.3759055331739884,8041
1.020014120594842,8043
1.4430787042210915,8045
1.3335899385181338,8047
0.9331334844399607,8049
0.9848432240911302,8051
0.4912819163770185,8053
0.7077522937101896,8055
0.8471163242417474,8057
1.5004976582271499,8059
1.182889015502777,8061
1.3470575321942408,8063
0.8377478499284222,8065
1.197734812227056,8067
1.2185304595080082,8069
1.0003041751126194,8071
0.9289781447931139,8073
1.1883644641857887,8075
1.1974074769776228,8077
0.5652292774213565,8079
1.4641128621798651,8081
0.8402338855489202,8083
1.0620409383902458,8085
1.1120091163345853,8087
0.9042657220156208,8089
0.7818040789108042,8091
0.576960483371401,8093
1.1484559319830785,8095
1.699850082194609,8097
1.0880545228347924,8099
1.141549128195256,8101
2.127555038405143,8103
1.1292426039704122,8105
1.3109163792022913,8107
0.9224556985204041,8109
0.5268656174729758,8111
1.140269225860415,8113
1.3903832329440327,8115
1.0020371396102032,8117
0.7887033189478289,8119
0.7989134649385911,8121
1.2698591804851604,8123
1.480023266019562,8125
2.472512654791009,9001
1.9117739984291169,9003
1.1494039059951056,9005
1.5275083535546152,9007
1.4279359092827457,9009
1.7145366716273043,9011
1.119245567093169,9013
1.0844909308368877,9015
1.1893274120128376,10001
1.7139036162913057,10003
1.0845776530992288,10005
2.6570151915662334,11001
1.145841836514408,12001
0.907393234409846,12003
1.1475686078619538,12005
0.832819868726022,12007
1.1899647088827197,12009
1.0225121925582388,12011
0.8070789810958525,12013
0.8180661888561496,12015
0.7934034299107497,12017
0.8382291330979115,12019
1.188276599874249,12021
1.0682099108975305,12023
0.8457414372011479,12027
0.8036920594936547,12029
1.3231423128994018,12031
1.1566065839149007,12033
0.9836986611861539,12035
0.7565909590037969,12037
0.9828290008157102,12039
0.72566001275736,12041
0.5944995677776865,12043
0.9935672763594205,12045
1.2194887495151316,12047
0.8576076168234827,12049
0.9329781084385066,12051
0.7166032690479506,12053
0.7988171571380668,12055
1.245192846634085,12057
0.6057486110095686,12059
1.073089920130477,12061
0.9877108204635642,12063
0.728083361985156,12065
0.9825044533177154,12067
0.8632138398303958,12069
1.088541877807269,12071
1.257235420772097,12073
0.7328033089212641,12075
1.1764315311142746,12077
0.800081214628895,12079
0.9907073536067635,12081
0.8784972000867787,12083
1.02191359837559,12085
1.1808567281656699,12086
1.0441739050435872,12087
0.9957791053320995,12089
1.3114234911762428,12091
1.0137830312970566,12093
1.229062145212196,12095
0.9770827733739527,12097
1.177861185635496,12099
0.8383062885901251,12101
0.9698521423734484,12103
1.056896022978762,12105
1.0291244007191396,12107
1.1263378859542397,12109
0.9431716574210969,12111
0.9354566117463913,12113
1.019992577619624,12115
1.0804558194644844,12117
1.010695567129422,12119
0.8940529232359279,12121
1.1247345221440601,12123
1.0901990740888186,12125
0.9530073004097634,12127
0.865843006586779,12129
0.957581144281262,12131
0.8644627056767553,12133
1.0503448753425522,13001
0.9473685317915369,13003
0.7126614215594471,13005
1.396857746574156,13007
0.8295832825681124,13009
0.5057239573585914,13011
0.6663358988805215,13013
0.8675767743229411,13015
0.8658428910907566,13017
0.923481263689311,13019
1.015392835445723,13021
0.8999354407065283,13023
0.5919168337003318,13025
0.8372214332877495,13027
0.8554209428067554,13029
0.7964866638199428,13031
1.1405385269566966,13033
0.6674480648281801,13035
0.8242899072438945,13037
1.2111448095992279,13039
0.7232049679141273,13043
0.9276999409054898,13045
0.6684796756989767,13047
0.7484086473859424,13049
1.1836763704083746,13051
2.135981382533201,13053
0.7676625780654082,13055
0.8121919482952257,13057
0.9589162814482531,13059
0.7185639177153597,13061
1.1075127991648992,13063
0.8967866001749437,13065
1.228666020443545,13067
0.8826489780592627,13069
0.839435422442144,13071
0.7439478729375171,13073
0.8774377466637692,13075
0.7503618002574317,13077
0.4174839796873426,13079
0.8384395087567974,13081
0.6248751182613039,13083
0.6387820237119652,13085
0.8658134382254749,13087
1.069999054937146,13089
0.7144593665783023,13091
0.8158346077767599,13093
1.2027192210709587,13095
0.6661309488307111,13097
1.1728296008559533,13099
0.40388835821296204,13101
0.8999426195099566,13103
0.8001895221354426,13105
0.6776378288924569,13107
0.8048354856113685,13109
0.5538371574807472,13111
0.7513527762482141,13113
0.947680125510961,13115
1.2695399701216443,13117
0.7122063164439312,13119
1.8549837575566073,13121
0.7168660618934369,13123
0.4404287643092643,13125
1.0660251641922183,13127
0.9185847319731576,13129
0.7408764889421434,13131
