36	0	0	0
268	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1409	0	0	0
103	0	0	0
373	0	0	0
0	0	0	0
131	0	0	0
202	0	0	0
0	0	0	0
166	0	0	0
210	0	0	0
30	0	0	0
0	0	0	0
41	0	0	0
7	0	0	0
143	0	0	0
45	0	0	0
97	0	0	0
49	0	0	0
31	0	0	0
0	0	0	0
34	0	0	0
579	0	0	0
107	0	0	0
0	0	0	0
125	0	0	0
0	0	0	0
16	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
212	0	0	0
0	0	0	0
238	0	0	0
0	0	0	0
93	0	0	0
77	0	0	0
0	0	0	0
41	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1032	0	0	0
0	0	0	0
0	0	0	0
632	0	0	0
1167	0	0	0
4235	0	0	27
0	0	0	0
0	0	0	0
27	0	0	0
0	0	0	0
145	0	0	0
0	0	0	0
43	0	0	0
16	0	0	0
32	0	0	0
50	0	0	0
0	0	0	0
12	0	0	0
0	0	0	0
78	0	0	0
80	0	0	0
0	0	0	0
14	0	0	0
217	0	0	0
15	0	0	0
61	0	0	0
0	0	0	0
49	0	0	0
836	0	0	0
50	0	0	0
0	0	0	0
23	0	0	0
11	0	0	0
18	0	0	0
4246	0	0	0
111	0	0	0
139	0	0	0
37	0	0	0
0	0	0	0
1207	0	0	7
87	0	0	0
71	0	0	0
200	0	0	0
0	0	0	0
201	0	0	0
0	0	0	0
140	0	0	0
110	0	0	0
479	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
92	0	0	0
0	0	0	0
118	0	0	3
0	0	0	0
0	0	0	0
45	0	0	0
15	0	0	0
17	0	0	0
0	0	0	0
2002	0	0	0
0	0	0	0
0	0	0	0
20	0	0	0
30	0	0	0
51	0	0	0
0	0	0	0
65	0	0	0
1225	87	0	0
274	0	0	0
445	5	0	0
332	0	0	0
0	0	0	0
503	0	0	0
106	0	0	0
21	0	0	0
313	0	0	0
37	0	0	0
309	0	0	0
1421	58	0	0
121	0	0	0
188	0	0	199
421	0	0	0
449	0	0	0
28	0	0	0
2957	7	0	0
144	0	0	0
46	0	0	0
267	0	0	0
746	110	0	0
39	0	0	0
122	0	0	0
260	0	0	0
73	0	0	0
99	0	0	0
2323	278	0	0
0	0	0	0
393	0	0	0
426	101	0	0
242	0	0	0
546	0	0	0
294	43	0	0
0	0	0	0
243	76	0	0
0	0	0	0
1614	198	0	0
299	0	0	0
65	4	0	0
2352	0	0	0
401	12	0	0
108	0	0	0
275	0	0	0
2140	0	0	0
146	0	0	0
86	0	0	0
1134	0	0	0
238	0	0	0
48	0	0	0
85	0	0	0
473	0	616	0
22	0	0	0
491	0	0	0
0	0	0	0
76	0	0	0
421	15	0	0
361	0	0	0
119	49	0	0
547	0	0	0
255	13	0	0
139	0	0	0
99	39	0	0
141	83	0	0
1046	21	0	0
74	0	0	0
455	0	0	0
0	0	0	0
0	0	0	0
490	5	0	0
464	37	0	0
746	0	0	0
997	24	0	0
368	0	0	0
1435	101	0	0
1718	61	59	0
38	0	0	0
0	0	0	0
509	20	0	0
150	28	0	0
1796	61	0	0
80	0	0	0
3	0	0	0
249	0	0	0
597	0	0	0
452	0	0	0
2773	8	0	0
74	107	0	0
653	0	0	0
0	0	0	0
895	13	0	0
2213	160	0	1
78	0	0	0
345	0	0	0
83	0	0	0
544	83	0	0
169	4	0	0
32	0	0	0
88	0	0	0
0	33	0	0
481	6	0	0
69	0	0	0
0	0	0	0
59	0	0	0
108	0	0	0
46	0	0	0
109	0	0	0
593	3	0	0
205	0	0	0
0	0	0	0
832	0	0	0
6	0	0	0
177	0	0	0
0	0	0	0
39	0	0	0
144	0	0	0
114	0	0	0
53	0	0	0
234	0	0	0
942	0	0	38
172	0	0	1
1581	0	0	0
277	0	0	0
36	0	0	0
3427	226	0	0
510	0	0	0
0	0	0	0
341	0	0	0
2215	0	0	0
4586	43	0	0
2512	0	0	325
128	0	0	0
377	0	0	0
459	0	0	0
693	7	0	0
0	0	0	0
1762	0	0	0
352	0	0	0
35	0	0	0
486	0	0	0
1052	28	0	0
47	0	0	0
89	0	0	5
2090	0	0	0
2684	22	0	0
199	0	0	4
1395	0	0	0
69	0	0	0
622	0	0	0
479	15	0	0
2555	0	0	0
234	0	0	0
234	0	0	0
25	0	0	0
663	0	0	0
114	0	0	0
1872	31	0	74
1017	0	0	0
205	0	0	1
1670	0	0	0
3808	0	0	259
392	0	0	0
363	0	0	0
2009	0	0	0
812	0	0	0
221	0	0	0
3336	237	0	62
212	0	0	0
107	0	0	0
75	0	0	0
425	0	0	0
59	0	0	2
597	18	0	0
553	0	0	626
159	0	0	0
317	0	0	0
3819	0	0	0
181	0	0	0
635	0	0	0
322	0	0	0
511	0	0	0
82	0	0	0
1657	0	0	0
7484	0	0	0
78	0	0	0
537	0	0	0
182	0	0	19
0	0	0	0
4167	0	0	32
13906	0	0	0
776	0	0	0
1004	0	0	0
166	0	0	0
2662	0	0	0
1106	2	0	0
182	0	0	0
82	5	0	0
910	0	0	0
146	0	0	0
292	0	0	0
0	0	0	0
34	0	0	0
745	0	0	0
5930	17	0	0
1108	0	0	0
0	0	0	1
71	0	0	0
1566	0	0	0
3124	0	0	0
4980	17	0	0
856	0	0	0
0	0	0	0
895	0	0	0
156	0	0	0
662	0	0	18
310	0	0	0
65	0	0	0
48	0	0	0
262	0	0	0
429	0	0	0
0	0	0	3
361	0	0	21
3207	0	0	0
283	0	0	0
29	0	0	0
10	0	0	0
646	0	0	0
2332	14	0	0
0	0	0	0
43	0	0	0
20	0	0	0
318	0	0	1
0	0	0	0
241	0	0	0
298	0	0	26
503	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
31	0	0	1
0	0	0	0
0	0	0	0
7	0	0	0
13	0	0	0
47	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2813	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
30	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
702	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
48	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
17	0	0	0
0	0	0	0
28	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
78	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
23	0	0	0
33	0	0	0
0	0	0	0
31	0	0	0
0	0	0	10
0	0	0	0
0	0	0	0
11	0	0	0
0	0	0	0
0	0	0	0
18	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
136	0	0	0
11	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
15	0	0	0
1378	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
49	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6	0	0	0
544	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
214	0	0	0
0	0	0	0
0	93	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
840	72	0	0
95	0	0	0
323	9	0	3
0	0	0	0
0	0	0	0
425	71	0	0
0	0	0	0
105	0	0	0
392	0	0	0
369	0	0	0
0	0	0	0
202	0	0	4
22	0	0	0
851	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
121	0	0	0
128	0	0	0
49	0	0	0
661	0	0	0
210	0	0	2
0	0	0	0
78	0	0	0
156	0	0	0
35	0	0	0
91	0	0	0
0	0	0	0
0	0	0	0
18	0	0	0
0	0	0	0
378	17	0	29
0	0	0	0
0	0	0	0
0	0	0	0
133	0	0	15
56	0	0	0
68	0	0	0
58	0	0	0
0	0	0	0
4	0	0	0
107	0	0	0
0	0	0	0
173	0	0	0
0	0	0	0
61	0	0	0
324	0	0	0
2516	0	0	0
1688	0	0	0
0	0	0	0
0	0	0	0
84	0	0	0
563	0	0	0
3179	34	0	0
36	0	0	0
794	0	0	0
0	0	0	0
146	0	0	0
113	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
8	0	0	0
98	0	0	0
0	0	0	0
57	0	0	0
196	0	0	0
93	0	0	0
187	0	0	0
0	0	0	0
1014	19	0	0
108	0	0	0
0	0	0	0
0	0	0	0
39	0	0	0
0	0	0	0
117	0	0	0
0	0	0	0
0	0	0	0
474	0	0	0
0	0	0	0
0	0	0	0
4749	0	0	0
0	0	0	0
179	0	0	0
105	0	0	0
0	0	0	0
590	0	0	0
0	0	0	0
95	0	0	2
1301	0	0	0
0	0	0	0
41	0	0	0
19	0	0	0
0	0	0	0
41	0	0	8
80	0	0	1
0	0	0	0
61	0	0	2
0	0	0	0
0	0	0	0
109	0	0	0
0	0	0	0
0	0	0	0
10	0	0	0
23	0	0	0
0	0	0	0
1468	0	0	0
5567	0	0	0
3587	0	0	0
196	0	0	3
0	0	0	0
0	0	0	0
561	0	0	0
475	0	0	0
0	0	0	0
0	177	0	0
119	0	0	0
0	162	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	646	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
8	0	0	0
522	0	0	0
15	0	0	0
0	0	0	0
0	0	0	0
145	0	0	0
0	0	0	0
0	0	0	0
0	58	0	0
0	0	0	0
0	0	0	0
1329	1115	0	0
0	0	0	0
0	89	0	0
152	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
439	0	0	0
98	0	0	0
0	0	0	0
134	257	0	0
0	0	0	0
0	0	0	0
0	0	0	0
65	0	0	0
0	99	0	0
0	214	0	0
539	536	50	0
247	0	0	0
0	0	0	0
0	0	0	0
61	0	0	0
0	0	0	0
0	0	0	0
2455	462	5399	0
0	0	0	0
53	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
84	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
170	0	0	0
0	0	0	0
49	0	0	0
0	0	0	0
0	0	0	0
204	18	0	0
221	0	0	0
70	60	0	0
92	34	0	0
71	0	0	0
