ALAND,GEOID
1319112546,18071
1449421191,18073
994310208,18075
934029272,18077
975346383,18079
829903198,18081
1336514262,18083
1376269814,18085
983222388,18087
1292303671,18089
1549587772,18091
1163339936,18093
1170454727,18095
1026408097,18097
1148992521,18099
869555038,18101
968246709,18103
1021773228,18105
1306941391,18107
1046274750,18109
1040550429,18111
1064077860,18113
223101869,18115
1031818152,18117
997892586,18119
1151671026,18121
988668708,18123
865673554,18125
1083011401,18127
1060783261,18129
1123145988,18131
1244562066,18133
1171656456,18135
1156236700,18137
1057035473,18139
1185826798,18141
493127224,18143
1064866098,18145
1027562733,18147
800653661,18149
800149001,18151
1158091682,18153
571436429,18155
1294491529,18157
674797764,18159
417568462,18161
604697995,18163
665311750,18165
1044574633,18167
1068200229,18169
944520687,18171
996667397,18173
1330542331,18175
1040502885,18177
953341217,18179
1308266686,18181
869120901,18183
1474404167,19001
1096700733,19003
1655214493,19005
1287981483,19007
1147264459,19009
1855117342,19011
1465333940,19013
1480356844,19015
1127880105,19017
1478934897,19019
1489022575,19021
1502533262,19023
1476209027,19025
1474835105,19027
1461450856,19029
1500731293,19031
1471923432,19033
1494180371,19035
1306338733,19037
1116716080,19039
1469139214,19041
2016405612,19043
1799821282,19045
1849742893,19047
1524070766,19049
1300661956,19051
1377566066,19053
1496381153,19055
1077754850,19057
985764366,19059
1575501687,19061
1025333118,19063
1892791345,19065
1296631086,19067
1507301318,19069
1323872918,19071
1475188829,19073
1299805924,19075
1529699184,19077
1493777716,19079
1478894985,19081
1474498672,19083
1804827800,19085
1124904348,19087
1225706425,19089
1124967281,19091
1117599646,19093
1518916014,19095
1647332960,19097
1891779160,19099
1127964789,19101
1590355537,19103
1490851138,19105
1500067240,19107
2519332852,19109
1340366450,19111
1856710588,19113
1040569636,19115
1115231642,19117
1522007130,19119
1452999410,19121
1478527687,19123
1436237259,19125
1482770678,19127
1132956394,19129
1215049026,19131
1797638295,19133
1123316981,19135
1098405666,19137
1133040484,19139
1484154091,19141
1032587437,19143
1385494422,19145
1460349241,19147
2234881736,19149
1495047042,19151
1486121332,19153
2461213949,19155
1514967877,19157
1386933932,19159
1489272900,19161
1186444226,19163
1530110414,19165
1989969635,19167
1483592867,19169
1867411117,19171
1377618597,19173
1097235730,19175
1255597645,19177
1118443326,19179
1475844938,19181
1473276393,19183
1360874542,19185
1853443769,19187
1037261544,19189
1786750121,19191
2260629616,19193
1036314948,19195
1503286817,19197
1295779123,20001
1501276302,20003
1116729659,20005
2937235546,20007
2319075093,20009
1645861744,20011
1478551884,20013
3703329246,20015
2002216830,20017
1654693205,20019
1521793550,20021
2641495949,20023
2524286181,20025
1671322093,20027
1852726587,20029
1623784229,20031
2041681413,20033
2915679697,20035
1527461827,20037
2314199313,20039
2193906542,20041
1018914848,20043
1180699859,20045
1610697086,20047
1668637984,20049
2330762469,20051
1854034693,20053
3372079580,20055
2844508251,20057
1480840246,20059
996156662,20061
2775599078,20063
2327160854,20065
1488724794,20067
2250356182,20069
2016176814,20071
2961132699,20073
2580942885,20075
2075276375,20077
1397957172,20079
1495773065,20081
2227369168,20083
1699594134,20085
1379359803,20087
2356321996,20089
1226034453,20091
2254697108,20093
2236099115,20095
1871626797,20097
1671305414,20099
1858200248,20101
1198726879,20103
1863226611,20105
1538604962,20107
2779042457,20109
2194947808,20111
2326520077,20113
2445700985,20115
2331463499,20117
2533234935,20119
1490955548,20121
1817632788,20123
1666728264,20125
1800763909,20127
1889993253,20129
1858126462,20131
1480106485,20133
2783590502,20135
2274357034,20137
1827283988,20139
2311573881,20141
1866689468,20143
1953531750,20145
2294410181,20147
2178235871,20149
1903757176,20151
2769775797,20153
3251332369,20155
1857981647,20157
1880944775,20159
1579300177,20161
2306470146,20163
1858997569,20165
2295402664,20167
1865373525,20169
1858430303,20171
2583543968,20173
1656290756,20175
1408995941,20177
2320518450,20179
2735199253,20181
2319243495,20183
2051389748,20185
1762086193,20187
1883679100,20189
3061212453,20191
2783425324,20193
2303736575,20195
2057231892,20197
2366348080,20199
2317406254,20201
1861082136,20203
1477377048,20205
1289347304,20207
392642353,20209
1049677374,21001
891830109,21003
522742422,21005
638843574,21007
1262724748,21009
722067811,21011
929806795,21013
638067340,21015
750369577,21017
414046208,21019
466634989,21021
532533237,21023
1275344480,21025
1468969244,21027
769288200,21029
1103562315,21031
893004660,21033
997200826,21035
391886628,21037
490632430,21039
332992509,21041
1060589533,21043
1150549958,21045
1858324233,21047
653877332,21049
1215344973,21051
510864195,21053
932270911,21055
790416904,21057
1187111257,21059
784464284,21061
606873739,21063
655468626,21065
734648526,21067
902720074,21069
1018758276,21071
538061269,21073
532251963,21075
262194985,21077
595897447,21079
668125059,21081
1429006936,21083
1286441869,21085
740825297,21087
891983450,21089
486017475,21091
1614282063,21093
1206487719,21095
793479419,21097
1067297497,21099
1130968068,21101
741450181,21103
627487774,21105
1403760753,21107
894065212,21109
985273984,21111
445777146,21113
678455744,21115
415044980,21117
910427420,21119
1000505156,21121
677331504,21123
1123932843,21125
1076386638,21127
540937729,21129
1038181523,21131
875192707,21133
1250540292,21135
865301109,21137
810995883,21139
1430013728,21141
553843392,21143
644243006,21145
1105414665,21147
653905327,21149
1132583005,21151
798865721,21153
888387260,21155
780240711,21157
594673664,21159
621927429,21161
791042872,21163
527282371,21165
644381848,21167
750178224,21169
853073262,21171
511174863,21173
987113548,21175
1209728681,21177
1081351761,21179
505489592,21181
1521032417,21183
484893493,21185
909351754,21187
511282528,21189
717833417,21191
879740535,21193
2037887589,21195
463554647,21197
1705268187,21199
258767993,21201
819847035,21203
724666477,21205
656969251,21207
729770453,21209
983253588,21211
606585453,21213
483492140,21215
689784222,21217
969940558,21219
1143307323,21221
392766226,21223
887974290,21225
1402737981,21227
769916143,21229
1186655607,21231
859728365,21233
1133973877,21235
575419453,21237
488948318,21239
1696750566,22001
1973174715,22003
751046853,22005
877120860,22007
2155994488,22009
2997501973,22011
2101174885,22013
2175737961,22015
2275405029,22017
2754864273,22019
1371203807,22021
3327842145,22023
1833789263,22025
1955125902,22027
1805014057,22029
2267739158,22031
1179412087,22033
1089619046,22035
1174325549,22037
1715550341,22039
1617667724,22041
1665428895,22043
1486940445,22045
1602236448,22047
1474178126,22049
765682649,22051
1686931782,22053
695980407,22055
2766662214,22057
1617923154,22059
1221806070,22061
1678749073,22063
1617283455,22065
2058870285,22067
3243311940,22069
438803381,22071
1580944616,22073
2019961046,22075
1443519892,22077
3413506392,22079
1007738674,22081
1447914686,22083
2244636736,22085
977764266,22087
722820579,22089
1057758275,22091
625577772,22093
551851752,22095
2392836670,22097
1910498478,22099
1438424557,22101
2189966775,22103
2049391733,22105
1561204557,22107
3190385866,22109
2271389460,22111
3038572441,22113
3439271369,22115
1734061145,22117
1535939758,22119
498298900,22121
931478647,22123
1044318335,22125
2460712069,22127
1211926439,23001
17278664655,23003
2163263369,23005
4394196449,23007
4110034060,23009
2246876912,23011
945691411,23013
1180563700,23015
5378990983,23017
8799125852,23019
10258570727,23021
657066836,23023
10164156961,23025
1890479704,23027
6637257545,23029
2565935077,23031
1098563627,24001
1074590684,24003
1549594703,24005
552061078,24009
827292416,24011
1159264845,24013
896842957,24015
1185563933,24017
1400575316,24019
1709964627,24021
1675989023,24023
1132055422,24025
649416399,24027
717505271,24029
1272343169,24031
1250163582,24033
963235987,24035
925092041,24037
828079452,24039
695511159,24041
1185644157,24043
969804281,24045
1212841011,24047
209643241,24510
1019738402,25001
2400465435,25003
1432510950,25005
267403794,25007
1275732137,25009
1811228845,25011
1598385896,25013
1365585170,25015
2118135038,25017
116471398,25019
1025908386,25021
1706996627,25023
150618894,25025
3912876833,25027
1747168145,26001
2370019042,26003
2137337922,26005
1481110566,26007
1232064018,26009
940660726,26011
2326474801,26013
1432500402,26015
1145557748,26017
828028289,26019
1470457874,26021
1311488743,26023
1829135298,26025
1269253670,26027
1078313350,26029
1852525483,26031
4036289692,26033
1461569881,26035
1466991079,26037
1440758147,26039
3033124287,26041
1972018016,26043
1489695507,26045
1210803605,26047
1649763682,26049
1299601369,26051
2853775286,26053
1202611911,26055
1472313856,26057
1549158422,26059
2613554735,26061
2164469622,26063
1440343968,26065
1479671240,26067
1422153154,26069
3020312287,26071
1483225590,26073
1817306121,26075
1454688724,26077
1450043265,26079
2193584722,26081
1398883200,26083
1469481397,26085
1665397257,26087
899168573,26089
1941337767,26091
1464001028,26093
2328602234,26095
2645851022,26097
1241183094,26099
1404159906,26101
4683737366,26103
1282232870,26105
1437626850,26107
2704152851,26109
1337087878,26111
1462634072,26113
1422924260,26115
1826976057,26117
1415851499,26119
1293040828,26121
2106188282,26123
2247237402,26125
1326257820,26127
1459425916,26129
3396056253,26131
1466946699,26133
1465236876,26135
1333769920,26137
1459373665,26139
1706074274,26141
1345849993,26143
2072284641,26145
1867822812,26147
1296524618,26149
2493035045,26151
3033804451,26153
1374422924,26155
2080088206,26157
1573351092,26159
1828442046,26161
1585280173,26163
1463347858,26165
4718084060,27001
1095590050,27003
3406359731,27005
6487764440,27007
1057494279,27009
1292461863,27011
1936906099,27013
1582716009,27015
2230967465,27017
917697893,27019
5235770376,27021
1505097828,27023
1074486739,27025
2707485607,27027
2587242195,27029
3761380730,27031
1653992908,27033
2587642841,27035
1456007312,27037
1137719781,27039
1650598293,27041
1845304181,27043
2230756787,27045
1831346129,27047
1960200576,27049
1419728446,27051
1433793826,27053
1429824576,27055
2397485927,27057
1128701342,27059
6909367239,27061
1820713972,27063
1350902712,27065
2063662339,27067
2845889450,27069
8039503592,27071
1981394636,27073
5463040779,27075
3361466280,27077
1162284309,27079
1390192941,27081
1850698900,27083
1272903896,27085
1444896195,27087
4597404993,27089
1844971122,27091
1575174983,27093
1482276069,27095
2913897170,27097
1842332613,27099
1825169529,27101
1161593168,27103
1852116504,27105
2260512228,27107
1692165422,27109
5107632889,27111
1596909321,27113
3655220961,27115
1204486122,27117
5105199042,27119
1734549440,27121
394228284,27123
1119929367,27125
2275491832,27127
2545715384,27129
1283814887,27131
1249552632,27133
4329428887,27135
16180692391,27137
923268376,27139
1121251072,27141
1524931233,27143
3478697697,27145
1112775578,27147
1459726518,27149
1921985452,27151
2447491054,27153
1486399478,27155
1354518312,27157
1388928925,27159
1096487773,27161
995285532,27163
1126508610,27165
1944970552,27167
1621864753,27169
1713164762,27171
1966062753,27173
1197628202,28001
1036092671,28003
1890950982,28005
1903594473,28007
1053131367,28009
2270314566,28011
1519218090,28013
1627140835,28015
1299602163,28017
1083074478,28019
1262375165,28021
1791117740,28023
1062093753,28025
1430818231,28027
2013052970,28029
1071716796,28031
1233210616,28033
1207748039,28035
1460181336,28037
1239849234,28039
1846027833,28041
1093251406,28043
1227002554,28045
1486637454,28047
2252618859,28049
1959840949,28051
1083886754,28053
1069781903,28055
1379911657,28057
1871923538,28059
1751461017,28061
1346620575,28063
1057862259,28065
1799510829,28067
1984403181,28069
1636116444,28071
1287367637,28073
1822402881,28075
1115424285,28077
1509963962,28079
1165367603,28081
1534668183,28083
1518030804,28085
1309262931,28087
1850562626,28089
1404766851,28091
1829030244,28093
1981584651,28095
1054074954,28097
1476657637,28099
1497282694,28101
1800400143,28103
1186733896,28105
1774515519,28107
2100125644,28109
1676373773,28111
1059342907,28113
1289009028,28115
1074793690,28117
1048977108,28119
2008496804,28121
1577781371,28123
1118149626,28125
1525925833,28127
1647885256,28129
1153800111,28131
1807175516,28133
1671287200,28135
1048320034,28137
1185734808,28139
1098813904,28141
1177584065,28143
1076394333,28145
1046210318,28147
1524210117,28149
1877071141,28151
2099832593,28153
1090230505,28155
1756287189,28157
1572757155,28159
1209858331,28161
2390421148,28163
1469361117,29001
1120694861,29003
1417505255,29005
1792879633,29007
2015660483,29009
1533067694,29011
2167014473,29013
1823507941,29015
1600368466,29017
1775212930,29019
1056784404,29021
1799185123,29023
1104352197,29025
2161538606,29027
1698831838,29029
1498398199,29031
1799061284,29033
1314058615,29035
1804797172,29037
1228906021,29039
1945550588,29041
1457243827,29043
1307146971,29045
1028998027,29047
1085089929,29049
1019808362,29051
1462735802,29053
1923109129,29055
1269124871,29057
1400586526,29059
1458784509,29061
1091307336,29063
1949717319,29065
2107296301,29067
1401361859,29069
2389732948,29071
1341103601,29073
1272776760,29075
1749030414,29077
1127360747,29079
1871276203,29081
1805085008,29083
1033641536,29085
1198369596,29087
1201362829,29089
2401562178,29091
1425165244,29093
1565549922,29095
1653674930,29097
1700660922,29099
2147829735,29101
1305381639,29103
1980608825,29105
1627634631,29107
1584390538,29109
1308052730,29111
1622772175,29113
1594303225,29115
1378726390,29117
1397247203,29119
2075167141,29121
1280463424,29123
1364869338,29125
1131627516,29127
1175427598,29129
1534813196,29131
1065995440,29133
1074910753,29135
1677414025,29137
1388874432,29139
1547855851,29141
1747828331,29143
1618133227,29145
2271326393,29147
2045561195,29149
1565248144,29151
1929467474,29153
1275682068,29155
1228570257,29157
1766947035,29159
1739911952,29161
1736425445,29163
1088286859,29165
1645996569,29167
1416979227,29169
1339845120,29171
1216726347,29173
1250145642,29175
1473198814,29177
2093947170,29179
1630492528,29181
1451520382,29183
1735247885,29185
1292799524,29186
1170380864,29187
1315195242,29189
1956746210,29195
795911533,29197
1130971492,29199
1087768829,29201
2599881132,29203
1297230497,29205
2132134868,29207
1201840755,29209
1678263572,29211
1638002904,29213
3049104495,29215
2140360166,29217
1110071693,29219
1968164689,29221
1966257806,29223
1534729111,29225
690523510,29227
1765779860,29229
160343174,29510
14352738393,30001
12938187715,30003
10949294445,30005
3088667752,30007
5306336324,30009
8652506323,30011
6988196577,30013
10288696814,30015
9798863306,30017
3693594413,30019
6143100615,30021
1907605107,30023
4197780621,30025
11240038932,30027
13176979222,30029
6740934490,30031
12109116880,30033
7759441299,30035
3044122460,30037
4473983997,30039
7508258549,30041
4289687010,30043
4842813779,30045
3859469950,30047
8958322731,30049
3703800609,30051
9357408916,30053
6845784269,30055
9291541248,30057
6195025766,30059
3158326912,30061
6716936093,30063
4838499504,30065
7259898824,30067
4286096708,30069
13312629334,30071
4203194623,30073
8539962788,30075
6025327864,30077
4498127620,30079
6192198176,30081
5397905671,30083
6098886500,30085
12976880880,30087
7149723773,30089
4343616730,30091
1860847940,30093
4649935552,30095
4804957748,30097
5885423184,30099
4961503682,30101
2531448178,30103
12757810954,30105
3686057039,30107
2303184548,30109
6820199333,30111
1458868867,31001
2220183930,31003
1852759801,31005
1932426927,31007
1841156202,31009
1778165884,31011
2784995043,31013
1398437421,31015
3163238171,31017
2507398525,31019
1273189665,31021
1514900899,31023
1443778631,31025
1917398625,31027
2316533574,31029
15437421571,31031
3098368319,31033
1482222817,31035
1066193904,31037
1477895767,31039
6670570294,31041
684416224,31043
3616823898,31045
2623905741,31047
1139208954,31049
1233434205,31051
1369341649,31053
850693384,31055
2381954077,31057
1490202759,31059
1491356076,31061
2524180489,31063
1862542551,31065
2205352156,31067
4414071674,31069
1475749482,31071
1186616260,31073
2010409972,31075
1475804031,31077
1414881257,31079
1406047715,31081
1433470225,31083
1846821508,31085
1838742700,31087
6248083787,31089
1867695559,31091
1474576349,31093
1476771431,31095
973968264,31097
1337065724,31099
2749531266,31101
2002246688,31103
2465269246,31105
2870614119,31107
2169240553,31109
6640905294,31111
1478003028,31113
1471864091,31115
2224737034,31117
1483396470,31119
1255835783,31121
3687723807,31123
1143824006,31125
1055115270,31127
1489645213,31129
1594475793,31131
1116478095,31133
2287828141,31135
1398048596,31137
1484707293,31139
1745805649,31141
1135308002,31143
1856983744,31145
1429258779,31147
2611532223,31149
1486698620,31151
618982000,31153
1943096642,31155
1915039277,31157
1479990428,31159
6321803579,31161
1465488702,31163
5352832471,31165
1108381561,31167
1486153333,31169
1847272741,31171
1019377309,31173
1471237329,31175
1009986004,31177
1147143891,31179
1489018081,31181
1489715284,31183
1482793088,31185
12769826211,32001
20438710673,32003
1838164305,32005
44469662857,32007
9277017113,32009
10814970882,32011
24969444419,32013
14219305794,32015
27539866410,32017
5183049296,32019
9719820866,32021
47090965923,32023
15634626982,32027
680960552,32029
16323051686,32031
22987820587,32033
374672985,32510
1036596332,33001
2411436914,33003
1830241632,33005
4648212655,33007
4425640635,33009
2269188527,33011
2419349805,33013
1799316831,33015
955640569,33017
1391635377,33019
1439267859,34001
603490137,34003
2068303255,34005
573067842,34007
651187425,34009
1252784157,34011
326888224,34013
833989655,34015
119634159,34017
1108046234,34019
581601212,34021
