D_n,state_county_res
-81.58302193828351,19087
-81.58302193828351,19089
-81.58302193828351,19091
-81.58302193828351,19093
-81.58302193828351,19095
-81.58302193828351,19097
-81.58302193828351,19099
-81.58302193828351,19101
-81.58302193828351,19103
-81.58302193828351,19105
-81.58302193828351,19107
-81.58302193828351,19109
-81.58302193828351,19111
-81.58302193828351,19113
-81.58302193828351,19115
-81.58302193828351,19117
-81.58302193828351,19119
-81.58302193828351,19121
-81.58302193828351,19123
-81.58302193828351,19125
-81.58302193828351,19127
-81.58302193828351,19129
-81.58302193828351,19131
-81.58302193828351,19133
-81.58302193828351,19135
-81.58302193828351,19137
-81.58302193828351,19139
-81.58302193828351,19141
-81.58302193828351,19143
-81.58302193828351,19145
-81.58302193828351,19147
-81.58302193828351,19149
-81.58302193828351,19151
-81.58302193828351,19153
-81.58302193828351,19155
-81.58302193828351,19157
-81.58302193828351,19159
-81.58302193828351,19161
-81.58302193828351,19163
-81.58302193828351,19165
-81.58302193828351,19167
-81.58302193828351,19169
-81.58302193828351,19171
-81.58302193828351,19173
-81.58302193828351,19175
-81.58302193828351,19177
-81.58302193828351,19179
-81.58302193828351,19181
-81.58302193828351,19183
-81.58302193828351,19185
-81.58302193828351,19187
-81.58302193828351,19189
-81.58302193828351,19191
-81.58302193828351,19193
-81.58302193828351,19195
-81.58302193828351,19197
-81.58302193828351,20001
-81.58302193828351,20003
-81.58302193828351,20005
-81.58302193828351,20007
-81.58302193828351,20009
-81.58302193828351,20011
-81.58302193828351,20013
-81.58302193828351,20015
-81.58302193828351,20017
-81.58302193828351,20019
-81.58302193828351,20021
-81.58302193828351,20023
-81.58302193828351,20025
-81.58302193828351,20027
-81.58302193828351,20029
-81.58302193828351,20031
-81.58302193828351,20033
-81.58302193828351,20035
-81.58302193828351,20037
-81.58302193828351,20039
-81.58302193828351,20041
-81.58302193828351,20043
-81.58302193828351,20045
-81.58302193828351,20047
-81.58302193828351,20049
-81.58302193828351,20051
-81.58302193828351,20053
-81.58302193828351,20055
-81.58302193828351,20057
-81.58302193828351,20059
-81.58302193828351,20061
-81.58302193828351,20063
-81.58302193828351,20065
-81.58302193828351,20067
-81.58302193828351,20069
-81.58302193828351,20071
-81.58302193828351,20073
-81.58302193828351,20075
-81.58302193828351,20077
-81.58302193828351,20079
-81.58302193828351,20081
-81.58302193828351,20083
-81.58302193828351,20085
-81.58302193828351,20087
-81.58302193828351,20089
-81.58302193828351,20091
-81.58302193828351,20093
-81.58302193828351,20095
-81.58302193828351,20097
-81.58302193828351,20099
-81.58302193828351,20101
-81.58302193828351,20103
-81.58302193828351,20105
-81.58302193828351,20107
-81.58302193828351,20109
-81.58302193828351,20111
-81.58302193828351,20113
-81.58302193828351,20115
-81.58302193828351,20117
-81.58302193828351,20119
-81.58302193828351,20121
-81.58302193828351,20123
-81.58302193828351,20125
-81.58302193828351,20127
-81.58302193828351,20129
-81.58302193828351,20131
-81.58302193828351,20133
-81.58302193828351,20135
-81.58302193828351,20137
-81.58302193828351,20139
-81.58302193828351,20141
-81.58302193828351,20143
-81.58302193828351,20145
-81.58302193828351,20147
-81.58302193828351,20149
-81.58302193828351,20151
-81.58302193828351,20153
-81.58302193828351,20155
-81.58302193828351,20157
-81.58302193828351,20159
-81.58302193828351,20161
-81.58302193828351,20163
-81.58302193828351,20165
-81.58302193828351,20167
-81.58302193828351,20169
-81.58302193828351,20171
-81.58302193828351,20173
-81.58302193828351,20175
-81.58302193828351,20177
-81.58302193828351,20179
-81.58302193828351,20181
-81.58302193828351,20183
-81.58302193828351,20185
-81.58302193828351,20187
-81.58302193828351,20189
-81.58302193828351,20191
-81.58302193828351,20193
-81.58302193828351,20195
-81.58302193828351,20197
-81.58302193828351,20199
-81.58302193828351,20201
-81.58302193828351,20203
-81.58302193828351,20205
-81.58302193828351,20207
-81.58302193828351,20209
-81.58302193828351,21001
-81.58302193828351,21003
-81.58302193828351,21005
-81.58302193828351,21007
-81.58302193828351,21009
-81.58302193828351,21011
-81.58302193828351,21013
-81.58302193828351,21015
-81.58302193828351,21017
-81.58302193828351,21019
-81.58302193828351,21021
-81.58302193828351,21023
-81.58302193828351,21025
-81.58302193828351,21027
-81.58302193828351,21029
-81.58302193828351,21031
-81.58302193828351,21033
-81.58302193828351,21035
-81.58302193828351,21037
-81.58302193828351,21039
-81.58302193828351,21041
-81.58302193828351,21043
-81.58302193828351,21045
-81.58302193828351,21047
-81.58302193828351,21049
-81.58302193828351,21051
-81.58302193828351,21053
-81.58302193828351,21055
-81.58302193828351,21057
-81.58302193828351,21059
-81.58302193828351,21061
-81.58302193828351,21063
-81.58302193828351,21065
-81.58302193828351,21067
-81.58302193828351,21069
-81.58302193828351,21071
-81.58302193828351,21073
-81.58302193828351,21075
-81.58302193828351,21077
-81.58302193828351,21079
-81.58302193828351,21081
-81.58302193828351,21083
-81.58302193828351,21085
-81.58302193828351,21087
-81.58302193828351,21089
-81.58302193828351,21091
-81.58302193828351,21093
-81.58302193828351,21095
-81.58302193828351,21097
-81.58302193828351,21099
-81.58302193828351,21101
-81.58302193828351,21103
-81.58302193828351,21105
-81.58302193828351,21107
-81.58302193828351,21109
-81.58302193828351,21111
-81.58302193828351,21113
-81.58302193828351,21115
-81.58302193828351,21117
-81.58302193828351,21119
-81.58302193828351,21121
-81.58302193828351,21123
-81.58302193828351,21125
-81.58302193828351,21127
-81.58302193828351,21129
-81.58302193828351,21131
-81.58302193828351,21133
-81.58302193828351,21135
-81.58302193828351,21137
-81.58302193828351,21139
-81.58302193828351,21141
-81.58302193828351,21143
-81.58302193828351,21145
-81.58302193828351,21147
-81.58302193828351,21149
-81.58302193828351,21151
-81.58302193828351,21153
-81.58302193828351,21155
-81.58302193828351,21157
-81.58302193828351,21159
-81.58302193828351,21161
-81.58302193828351,21163
-81.58302193828351,21165
-81.58302193828351,21167
-81.58302193828351,21169
-81.58302193828351,21171
-81.58302193828351,21173
-81.58302193828351,21175
-81.58302193828351,21177
-81.58302193828351,21179
-81.58302193828351,21181
-81.58302193828351,21183
-81.58302193828351,21185
-81.58302193828351,21187
-81.58302193828351,21189
-81.58302193828351,21191
-81.58302193828351,21193
-81.58302193828351,21195
-81.58302193828351,21197
-81.58302193828351,21199
-81.58302193828351,21201
-81.58302193828351,21203
-81.58302193828351,21205
-81.58302193828351,21207
-81.58302193828351,21209
-81.58302193828351,21211
-81.58302193828351,21213
-81.58302193828351,21215
-81.58302193828351,21217
-81.58302193828351,21219
-81.58302193828351,21221
-81.58302193828351,21223
-81.58302193828351,21225
-81.58302193828351,21227
-81.58302193828351,21229
-81.58302193828351,21231
-81.58302193828351,21233
-81.58302193828351,21235
-81.58302193828351,21237
-81.58302193828351,21239
-81.58302193828351,22001
-81.58302193828351,22003
-81.58302193828351,22005
-81.58302193828351,22007
-81.58302193828351,22009
-81.58302193828351,22011
-81.58302193828351,22013
-81.58302193828351,22015
-81.58302193828351,22017
-81.58302193828351,22019
-81.58302193828351,22021
-81.58302193828351,22023
-81.58302193828351,22025
-81.58302193828351,22027
-81.58302193828351,22029
-81.58302193828351,22031
-81.58302193828351,22033
-81.58302193828351,22035
-81.58302193828351,22037
-81.58302193828351,22039
-81.58302193828351,22041
-81.58302193828351,22043
-81.58302193828351,22045
-81.58302193828351,22047
-81.58302193828351,22049
-81.58302193828351,22051
-81.58302193828351,22053
-81.58302193828351,22055
-81.58302193828351,22057
-81.58302193828351,22059
-81.58302193828351,22061
-81.58302193828351,22063
-81.58302193828351,22065
-81.58302193828351,22067
-81.58302193828351,22069
-81.58302193828351,22071
-81.58302193828351,22073
-81.58302193828351,22075
-81.58302193828351,22077
-81.58302193828351,22079
-81.58302193828351,22081
-81.58302193828351,22083
-81.58302193828351,22085
-81.58302193828351,22087
-81.58302193828351,22089
-81.58302193828351,22091
-81.58302193828351,22093
-81.58302193828351,22095
-81.58302193828351,22097
-81.58302193828351,22099
-81.58302193828351,22101
-81.58302193828351,22103
-81.58302193828351,22105
-81.58302193828351,22107
