vector_number,cf_w,cf_hatL,cf_hatR,diag_cf_λ,real_v,shock
1001,0.137330877718167,-0.88702782394946,1.0033611963512268,-3.2990604641378374,0.4321531750759222,0.02365247870567333
1003,0.09903405014037858,-0.9154635064967276,-0.24678624032176133,-1.7902234288813101,0.30745662357625214,-0.005552228139847681
1005,0.12579265756240687,-0.05397315231144839,-0.1452143344900958,-1.5253940156386037,0.19774377208461313,-0.0073346214398655185
1007,0.12737233023134564,-1.4105434175872733,0.7419953164054416,-3.3054419589356843,0.6626412479798338,0.02077321232942375
1009,0.1383960063674028,-1.745302506258073,0.4680442696667786,-3.442973956993356,1.076517728602222,0.01972540751855978
1011,0.1254677544077598,-0.426196522268274,0.45394357289321174,-2.680638921898315,0.4965480760576346,0.010953344121144015
1013,0.11874835216072466,-0.8066489792019071,-0.13032294993681193,-1.8081628002511119,0.35221731741381657,-0.004238291901165869
1015,0.13737329518357377,0.16942912094923823,-0.1996527510839785,-1.191970726507341,0.04886467465889943,-0.011328930988912411
1017,0.14395126992094998,0.09307146244539322,0.7680472837989338,-2.7826665474781076,0.330319582263372,0.015187522106685503
1019,0.14420066321712,-0.9409332200421283,0.7095042127295281,-2.8957228247776357,0.47932526829359556,0.015777563159686148
1021,0.13838435218878065,-1.9968658949078955,0.4973209177659088,-3.0430576251000208,0.724247674586298,0.015357655771982115
1023,0.1168243129116675,0.0759568168305691,0.09731030606840996,-1.423432989453144,-0.18169637217919643,-0.005929348562324188
1025,0.11482913864533373,0.38881388969773667,-0.3975683049865397,-1.3612373186447257,0.25817049743872555,-0.011585750313574561
1027,0.14066493599327323,-0.7860462167809112,0.1502767266197358,-2.160030554296233,0.4474074757946811,0.002266947808453157
1029,0.1484770078592046,-0.3795461378503284,1.017925147622667,-3.098584613068023,0.3653139346729173,0.0210488992024791
1031,0.12206951241680031,-0.5318707110833265,-0.0054478640962973834,-2.490436846497257,0.7612923383063075,0.004158650929403596
1033,0.1289191350981378,0.8018681568216834,0.6156802016652696,-1.8744722063537278,-0.2915492138036213,0.004004268100883834
1035,0.1157992739911462,-0.12250896953969193,0.34946925970318343,-2.236184418087994,0.17950923674738828,0.005106271032881526
1037,0.13867664561308946,0.18296101178634228,1.4601518761953702,-3.680089041389145,0.30805342948359016,0.03209119346198386
1039,0.11508816114391696,-0.5151594904205359,-0.30968285414819663,-1.3000593051607723,0.11391452355693499,-0.011335132270876125
1041,0.11915575225938113,-0.4136837696918083,0.3428958415883976,-2.397442805826122,0.3457369121820708,0.006789651003681119
1043,0.12905017390547613,-0.9438630857332209,-0.13292454829713085,-1.8755910881971927,0.4213659948124837,-0.0035150282721563286
1045,0.1205648321368491,0.904593234510287,0.8528470814085809,-1.8171491835566655,-0.5800884316793042,0.005886953524399274
1047,0.12239580804753736,-0.4087058213358863,-0.36647674257797025,-1.1972698842932061,0.13084690566917967,-0.012943825513883622
1049,0.13780911323773015,-0.6350808008143027,-0.01886457340650738,-1.6343033474254476,0.19135648726507082,-0.004905985217638742
1051,0.14012427496288282,-0.6054413825611116,0.8848762912986752,-3.3306293017486,0.6001072062253421,0.022857324090412634
1053,0.11233419608256412,0.09998794179064685,-0.16703908924343702,-1.4404653312743099,0.05679675542367146,-0.008387909577159514
1055,0.13647028975580788,-0.5528926801504297,0.013499337954803181,-1.6160204301029268,0.12784453455298994,-0.004780582458129068
1057,0.12267460169665956,-0.6753274570551193,0.2974222292535744,-2.4808691346607015,0.4611477501312189,0.007164682142019041
1059,0.12796467869393702,-0.3037885067845081,0.2989710066710227,-2.1868647944632613,0.2542152136755904,0.004052997712454598
1061,0.12074843063025753,-1.3418158992420604,0.4577196525844762,-2.8227175945654936,0.5380774430050472,0.01247980159737172
1063,0.12087518995902435,-0.049856237009837656,0.3025152441130441,-2.3506317657830067,0.34296821209693906,0.005862192661083343
1065,0.1227295273663831,-1.2394406198061647,0.5006526718626114,-2.623189891378508,0.3601726149460083,0.010804526824431004
1067,0.12350119292521278,-0.5388234439533846,0.6825943263008893,-2.874766641660098,0.3992530222864499,0.015394476995909567
1069,0.11254150608381863,0.27932938157140264,-0.3492696531726569,-1.2514630999414411,0.14239284185915135,-0.01226113801366746
1071,0.13344949092941594,-0.857105736316488,0.015086468644631701,-1.9343430274880724,0.37602288359206426,-0.001412792234111837
1073,0.10017969889997147,0.33260111154720384,-0.3273796944683549,-0.9912619057740324,-0.06030856379718452,-0.014770272715541655
1075,0.12331603469362129,-0.6037539711237994,0.41602855593936283,-2.3662365790028783,0.2534867193961565,0.0071607350084295085
1077,0.13053660527684308,-0.48616844163895667,0.004789877323774228,-1.9927811048380262,0.3981521208707983,-0.0009623309292119409
1079,0.1320590365990526,-0.8706183684348168,0.8392376029265236,-3.1165674017788136,0.4477249697986352,0.019559403813118825
1081,0.1380807966490316,-0.7024050032580553,0.09623141196513085,-1.9331904364077168,0.2929292995531352,-0.0005674851306340933
1083,0.13105643153770163,-0.18454467343061998,0.3125042148625967,-2.639010741879644,0.607164604686572,0.009217350187854745
1085,0.12198752276608715,1.0654789297086298,0.9362526446806463,-3.087474870133744,0.31221507653103053,0.020411965614825167
1087,0.1318778920291308,0.33796335510105635,0.6825705591021469,-2.6762284657674273,0.2825954070575065,0.01321106995241883
1089,0.10747672014961296,0.3599097592281275,-0.46921413008513824,-0.8027655129435818,-0.049579976629032796,-0.018037642456451897
1091,0.11916715942854594,-0.13575589937039334,0.15312448864710504,-1.757032802976355,0.027606865038487527,-0.0019017638762177658
1093,0.12551817382029373,0.12787855016169747,0.2120398024125114,-1.7897802264897233,0.026178254471020956,-0.0009727208000773757
1095,0.1325217901826603,-0.019573811510498196,-0.08680703858903183,-1.982945895911703,0.5055413354848826,-0.00189353415024196
1097,0.0839623641244458,-0.3399154062487031,-0.5186100346333267,-1.0232112060130083,-0.043711118625100465,-0.01631094808031497
1099,0.1146515324666364,-0.32551327019272325,-0.20438568852980676,-1.2015914295629537,-0.06375305603915082,-0.011266566432682534
1101,0.10654451276239651,0.5429271812301018,-0.3775734419100063,-0.8774168145362249,-0.07283260808910175,-0.016385613918696862
1103,0.12835387983995972,0.06995365351758487,0.20703590302280084,-2.0397125942273275,0.23867414671030485,0.0017012798855133848
1105,0.12483210854545845,-0.40378186834246765,0.43184968072143004,-2.606332954842283,0.426386781347321,0.009872122335807365
1107,0.12060308692076749,-1.5879793610442672,0.5048936964738404,-2.7929954268667956,0.48271098432726145,0.012638426313689388
1109,0.11962799893812104,0.12437192893508531,-0.20301605449015714,-1.4358703548079443,0.16505257534797924,-0.00883573948621641
1111,0.14761798838005546,-1.251989500952666,0.4098571843012877,-2.410146344645181,0.42291929495803515,0.007476503535275514
1113,0.1370347701248109,0.4632776567234709,1.039261525540769,-3.3200929267841017,0.46235847531614915,0.024029151613091493
1115,0.14549534389263208,-0.8534544527852961,0.7817654257189277,-3.430338201186278,0.7846813373778572,0.023005342184119648
1117,0.13934382207052565,0.44558006034742803,0.8214880978491435,-2.735499262852137,0.2161834974069743,0.015864051791807388
1119,0.11929041839831012,-0.8391135644759018,-0.019324217246774467,-1.8621975258836798,0.28137986652374547,-0.0025633581385000603
1121,0.1389668231472907,0.18319364991703502,0.45604897216462437,-2.031548897306723,0.032633428926653885,0.004105190223030908
1123,0.13856858033955977,-0.7750132055384995,0.16748597197908666,-1.9094381564203955,0.21590705135881016,-0.00015824872430458825
1125,0.11396363882221205,-0.26343924768074123,-0.44277455718747527,-1.0801052777744902,0.09470542919807201,-0.014901987965557195
1127,0.11916489950714038,-0.8379853133766879,-0.3347588939631163,-2.3687242213496607,0.9969696074144885,-0.00040467585833847686
1129,0.11285401057339328,0.3284583044734779,0.8690782732057478,-2.130358512743369,-0.42702349554031294,0.009391219929816286
1131,0.118727901946869,0.5257537168849691,0.13938550828382912,-1.5010426258787568,-0.15400143728665494,-0.004700541105170375
1133,0.12745317864317762,0.5107495589986133,0.4562545340727642,-2.183614631462605,0.09517839799464411,0.00568424406982726
2013,0.05617185372948086,-0.8312249543701578,-0.8312249543701578,-0.8312214924823258,-0.13730974036534338,-0.02136393026537231
2016,0.04016241980424606,-0.8770182152333383,-0.8770182152333383,-0.8770187417156627,-0.19126949064165455,-0.02136393026537231
2020,0.04937653286711807,-0.7319830722736786,-0.9047779603701733,-0.9148770574182619,-0.23545713979883365,-0.02126311693031213
2050,0.05367420829673897,-0.8493670949429655,-0.8493670949429655,-0.8493664975062432,-0.15868839673407464,-0.02136393026537231
2060,0.04507414392644904,-0.8937331137815807,-0.8675383536102976,-0.8937330865800841,-0.1923009906311668,-0.02110119669089605
2068,0.06815323119191419,-0.865526323850907,-0.865526323850907,-0.8655240184912483,-0.17772767503424491,-0.02136393026537231
2070,0.05285752312360614,-0.8523867293092291,-0.8523867293092291,-0.8523811121967984,-0.1622438757804101,-0.02136393026537231
2090,0.05041063867581297,-0.9057249690358926,-0.9057249690358926,-0.905719680334216,-0.22508925132744828,-0.02136393026537231
2100,0.05311122874340768,-0.7872473860917828,-0.8333002828685099,-0.854044066102877,-0.13935915910379126,-0.021154862395559526
2110,0.03833315943806426,-0.884753331705268,-0.8851039325181831,-0.8850923376965136,-0.20076011553663564,-0.02136393026537231
2122,0.052905527541913244,-0.8787300999174907,-0.8787300999174907,-0.8787235408722616,-0.19328291108300366,-0.02136393026537231
2130,0.049718634134654494,-0.8317489889323793,-0.8209205519253637,-0.8546692422948032,-0.15592934290437066,-0.021024922796338164
2150,0.047150472368029384,-0.8668042839378609,-0.8668042839378609,-0.8668038873085537,-0.17923441917216953,-0.02136393026537231
2164,0.05576504777202729,-0.7921985962853206,-0.8435073474257648,-0.8435005545534668,-0.15178068474688278,-0.02136393026537231
2170,0.07305198677356461,-1.7656051815115092,-0.6859295078600169,-1.8370440887968131,0.33281845473025484,-0.009503626564739465
2180,0.053613331918844764,-0.8437626579401836,-0.8437626579401836,-0.8437648434534539,-0.15208607159705734,-0.02136393026537231
2185,0.050812370873676294,-0.8496756456539245,-0.8496756456539245,-0.8496728610427606,-0.15905085268290708,-0.02136393026537231
2188,0.054461179623266354,-0.8431082962732872,-0.8431082962732872,-0.8431057102289197,-0.1513126105878393,-0.02136393026537231
2201,0.05798097974036853,-0.8751072362593537,-0.7986235440280987,-0.8881484709501786,-0.10176622266896418,-0.0204571808634193
2220,0.0475460268220651,-0.8505727075443725,-0.8505727075443725,-0.8505733636267276,-0.16010960259185136,-0.02136393026537231
2232,0.058441395621411374,-0.8393260867419317,-0.7940779178621904,-0.8557797349544871,-0.14301793211339842,-0.020739829749606864
2240,0.05987062045684777,-0.8500805547017043,-0.8500805547017043,-0.8500814319185368,-0.15952981282070233,-0.02136393026537231
2261,0.06281481693792834,-0.8493398096763194,-0.8493398096763194,-0.8493411646427251,-0.15865723623006422,-0.02136393026537231
2270,0.05540569737241263,-0.8409695844307175,-0.8409695844307175,-0.8409644723209153,-0.14879125563614926,-0.02136393026537231
2280,0.05544280738352114,-0.7551329391231154,-0.8252005417318298,-0.8251997487315532,-0.1302122728137345,-0.02136393026537231
2282,0.06433505635337067,-0.8188632920024586,-0.8188632920024586,-0.818860432106916,-0.12274369862731449,-0.02136393026537231
2290,0.06119463123266389,-0.8476219765866211,-0.8476219765866211,-0.8476136775859233,-0.1566282170236466,-0.02136393026537231
4001,0.0496503182031649,-0.630010793599256,-0.6406796935265358,-1.1079026446829898,-0.10075939413866086,-0.016635792946873007
4003,0.044708528492964916,-0.8334609711373231,-0.8328126083142151,-0.8488762920676352,-0.15000207295599033,-0.021201762506407595
4005,0.03514138038598347,-0.8524617202467999,-0.8524617202467999,-0.8524616710865018,-0.16233505969248663,-0.02136393026537231
