,0
1682,0.8650304
1683,0.8310314
1684,0.85124844
1685,0.9141542
1686,0.8424152
1687,0.71936303
1688,0.88793
1689,0.836771
1690,0.8109739
1691,0.7351276
1692,0.8523062
1693,0.8377063
1694,0.7975771
1695,0.93909377
1696,0.83794034
1697,0.8609244
1698,0.8440144
1699,0.73395014
1700,0.7398417
1701,0.9029656
1702,0.96862334
1703,0.91280955
1704,0.8976502
1705,0.9149345
1706,0.9431595
1707,0.7229225
1708,0.977877
1709,0.9795393
1710,0.76720536
1711,0.8321324
1712,0.89701635
1713,0.8275005
1714,0.7085418
1715,0.8676091
1716,0.75803465
1717,0.85373515
1718,0.8219532
1719,0.76461965
1720,0.8438408
1721,0.78080523
1722,0.82026094
1723,0.8675099
1724,0.92408985
1725,0.9206486
1726,0.70812225
1727,0.58896613
1728,0.7620604
1729,0.9267386
1730,0.79070985
1731,0.9798563
1732,0.7964975
1733,0.82515264
1734,0.6437496
1735,0.79010415
1736,0.86879104
1737,0.7112061
1738,0.80138767
1739,0.6457138
1740,0.79505134
1741,0.86716634
1742,0.7519733
1743,0.8153887
1744,0.961808
1745,1.0
1746,0.69889057
1747,1.0
1748,0.98374254
1749,0.7720502
1750,0.9885094
1751,0.9978662
1752,1.0
1753,0.8762486
1754,0.985849
1755,0.99873924
1756,0.95949405
1757,0.7351907
1758,0.9992935
1759,1.0
1760,0.6721146
1761,0.7374843
1762,0.846883
1763,0.8493153
1764,0.903558
1765,0.6997657
1766,0.7709588
1767,0.67943764
1768,0.62291837
1769,0.7283041
1770,0.8373104
1771,0.79923147
1772,0.58590364
1773,0.6323317
1774,0.6280731
1775,0.8247312
1776,0.77020496
1777,0.5135219
1778,0.6324343
1779,0.5383495
1780,0.5196111
1781,0.5516525
1782,0.59103173
1783,0.71540415
1784,0.510727
1785,0.8863273
1786,0.58072174
1787,0.6275152
1788,0.4337702
1789,0.7630523
1790,0.52154815
1791,0.59323007
1792,0.87283087
1793,1.0
1794,0.9959455
1795,0.96942526
1796,0.9500845
1797,0.9189207
1798,0.94926566
1799,0.9264443
1800,0.9593038
1801,0.9919083
1802,0.96228254
1803,0.95685583
1804,0.90013444
1805,0.9698943
1806,0.99793774
1807,0.5056088
1808,0.96109736
1809,0.94829816
1810,0.8517093
1811,0.98755103
1812,0.96675384
1813,0.9771762
1814,0.8847201
1815,0.7655408
1816,0.987655
1817,0.9365452
1818,0.9020524
1819,0.9619553
1820,0.9683695
1821,0.97536826
1822,0.8576774
1823,0.9727338
1824,0.83728254
1825,0.57469666
1826,0.8797341
1827,0.64345753
1828,0.8413359
1829,0.79145765
1830,0.8377089
1831,0.9085346
1832,0.77476805
1833,0.81246686
1834,0.950622
1835,0.7997398
1836,0.7840971
1837,0.7560757
1838,0.8206216
1839,0.90727055
1840,0.83438367
1841,0.8366177
1842,0.7550885
1843,0.75549084
1844,0.748317
1845,0.7984136
1846,0.8410139
1847,0.9218836
1848,0.71457994
1849,0.8953582
1850,0.776078
1851,0.72428703
1852,0.87751
1853,0.6496797
1854,0.6918475
1855,0.31404594
1856,0.8605623
1857,0.83845204
1858,0.8311054
1859,0.68355566
1860,0.80724776
1861,0.7617626
1862,0.87564987
1863,0.8251111
1864,0.5702356
1865,0.66106635
1866,0.6609728
1867,0.80648005
1868,0.73593485
1869,0.96705085
1870,0.7486469
1871,0.6047358
1872,0.8075101
1873,0.67355186
1874,0.6999024
1875,0.8103308
1876,0.9253059
1877,0.8677525
1878,0.6434315
1879,0.7747298
1880,0.86052924
1881,0.6312808
1882,0.713283
1883,0.77491164
1884,0.66759557
1885,0.67118216
1886,0.79847807
1887,0.79031754
1888,0.74597526
1889,0.83726114
1890,0.77051955
1891,0.8851887
1892,0.6309387
1893,0.78535837
1894,0.6724008
1895,0.675436
1896,0.82265866
1897,0.8089352
1898,0.7862396
1899,0.6251588
1900,0.8245121
1901,0.5941209
1902,0.8946113
1903,0.6335314
1904,0.66368705
1905,0.6971077
1906,0.8321884
1907,0.72752833
1908,0.6655265
1909,0.7887425
1910,0.82335085
1911,0.7881045
1912,0.80822176
1913,0.6778048
1914,0.8700397
1915,0.7946324
1916,0.7290609
1917,0.7730514
1918,0.51096976
1919,0.6088555
1920,0.7098153
1921,0.69113076
1922,0.7469627
1923,0.82588005
1924,0.891511
1925,0.6237784
1926,0.6236766
1927,0.71021205
1928,0.75172657
1929,0.67052424
1930,0.87992316
1931,0.7791521
1932,0.644468
1933,0.6722148
1934,0.80321634
1935,0.73975194
1936,0.7721613
1937,0.75653213
1938,0.6083055
1939,0.6378196
1940,0.71538866
1941,0.66543967
1942,0.79869604
1943,0.89090663
1944,0.7234938
1945,0.79791814
1946,0.714468
1947,0.69733346
1948,0.7489969
1949,0.79337406
1950,0.6849821
1951,0.79505867
1952,0.6135883
1953,0.93086976
1954,0.53788346
1955,0.71871054
1956,0.72202694
1957,0.69896406
1958,0.7173715
1959,0.79550946
1960,0.8684367
1961,0.7212767
1962,0.7753379
1963,0.8448615
1964,0.8350547
1965,0.7618275
1966,0.76595825
1967,0.88049847
1968,0.82245106
1969,0.6570428
1970,0.84355164
1971,0.67067564
1972,0.74476033
1973,0.7003449
1974,0.852899
1975,0.67528296
1976,0.75459796
1977,0.68673396
1978,0.80025345
1979,0.7537343
1980,0.6795735
1981,0.8272944
1982,0.845109
1983,0.89380133
1984,0.7090757
1985,0.7127736
1986,0.86959046
1987,0.89516
1988,0.9021774
1989,0.8397771
1990,0.75464004
1991,0.9180781
1992,0.9044246
1993,0.8906713
1994,0.84241354
1995,0.8162961
1996,0.93549335
1997,0.8786946
1998,0.91256964
1999,0.8641039
2000,0.9069282
2001,0.92361856
2002,0.8187858
2003,0.89189386
2004,0.8786437
2005,0.9052398
2006,0.8885692
2007,0.8916451
2008,0.9544119
2009,0.8932979
2010,0.89092
2011,0.86880803
2012,0.9089569
2013,0.89488006
2014,0.91057086
2015,0.85167396
2016,0.70081323
2017,0.857582
2018,0.8534895
2019,0.59358513
2020,0.8168886
2021,0.8296721
2022,0.92133474
2023,0.81405234
2024,0.77016276
2025,0.7677552
2026,0.9563073
2027,0.61696756
2028,0.9171694
2029,0.6545839
2030,0.80595803
2031,0.94720966
2032,0.75766134
2033,0.9418654
2034,0.9181891
2035,0.8352447
2036,0.8752368
2037,0.9451843
2038,0.88453925
2039,0.9650388
2040,0.8380958
2041,0.7363116
2042,0.7582514
2043,0.8942552
2044,0.846599
2045,0.6767457
2046,0.750563
2047,0.7490927
2048,0.67728055
2049,0.72562754
2050,0.69670624
2051,0.7957532
2052,0.6546103
2053,0.5722558
2054,0.78839815
2055,0.86695975
2056,0.76213986
2057,0.76546234
2058,0.81344163
2059,0.69859856
2060,0.5047323
2061,0.71761805
2062,0.70700055
2063,0.6760739
2064,0.7756239
2065,0.6161126
2066,0.7284464
2067,0.5754732
2068,0.57294774
2069,0.78691274
2070,0.6373174
2071,0.70985
2072,0.80115014
2073,0.7032051
2074,0.7083548
2075,0.76508576
2076,0.7237625
2077,0.7148724
2078,0.71712106
2079,0.72935385
2080,0.7461314
2081,0.84593755
2082,0.743242
2083,0.7416661
2084,0.74447817
2085,0.7354214
2086,0.8236229
2087,0.78454685
2088,0.5323581
2089,0.74996215
2090,0.754915
2091,0.68743634
2092,0.8668968
2093,0.8291518
2094,0.7127979
2095,0.74031514
2096,0.7362105
2097,0.8695751
2098,0.6942379
2099,0.81035334
2100,0.6947457
2101,0.7308106
2102,0.7805686
2103,0.7574877
2104,0.58111584
2105,0.58008236
2106,0.6705271
2107,0.7828125
2108,0.8006515
2109,0.80271244
2110,0.77711666
2111,0.71824735
2112,0.83744586
2113,0.7791276
2114,0.6013416
2115,0.81398326
2116,0.7153871
2117,0.76587474
2118,0.8203171
2119,0.4411896
2120,0.7462198
2121,0.7772388
2122,0.5153811
2123,0.7353935
2124,0.7856596
2125,0.7628461
2126,0.5863836
2127,0.7390717
2128,0.83251864
2129,0.86550134
2130,0.8381529
2131,0.8723142
2132,0.8181494
2133,0.80884665
2134,0.8511788
2135,0.834832
2136,0.724665
2137,0.83000237
2138,0.8430416
2139,0.78505796
2140,0.9315185
2141,0.7727481
2142,0.6976609
2143,0.92376554
2144,0.72644967
2145,0.719733
2146,0.66350263
2147,0.859302
2148,0.8355437
2149,0.8039279
2150,0.8373624
2151,0.93185145
2152,0.8274896
2153,0.84747744
2154,0.8084885
2155,0.7627507
2156,0.9153528
2157,0.91425574
2158,0.8304278
2159,0.8243962
2160,0.9102616
2161,0.84236866
2162,0.7115134
2163,0.88808084
2164,0.81842285
2165,0.83666253
2166,0.757413
2167,0.87808913
2168,0.7848874
2169,0.7595411
2170,0.58968955
2171,0.5857141
2172,0.93255466
2173,0.8350474
2174,0.7711663
2175,0.8489044
2176,0.82017004
2177,0.8745385
2178,0.78496873
2179,0.70422965
2180,0.8583392
2181,0.8495316
2182,0.73198104
2183,0.8339845
2184,0.7909942
2185,0.7930867
2186,0.83216673
2187,0.8804057
2188,0.8791551
2189,0.8661547
2190,0.80131733
2191,0.8534357
2192,0.6927393
2193,0.63888794
2194,0.76192003
2195,0.88296664
2196,0.9063932
2197,0.92532355
2198,0.8945812
2199,0.77800816
2200,0.69991815
2201,0.8342077
2202,0.7789728
2203,0.89656585
2204,0.88364
2205,0.96391577
2206,0.80715793
2207,0.66341394
2208,0.90132457
2209,0.8312089
2210,0.9831186
2211,0.88334924
2212,0.96151096
2213,0.95917225
2214,0.97961396
2215,0.8487099
2216,0.99541235
2217,0.9996156
2218,0.836271
2219,0.96703255
2220,0.8884827
2221,0.9312332
2222,0.99713296
2223,0.9954184
2224,0.96900594
2225,0.9578724
2226,0.7968802
2227,0.8680989
2228,0.79486877
2229,0.76823884
2230,0.63632244
2231,0.74030715
2232,0.8072475
2233,0.945564
2234,0.910565
2235,0.98135674
2236,0.9905171
2237,0.86217445
2238,0.73487425
2239,0.9486644
2240,0.82680064
2241,0.7452624
2242,0.79881185
2243,0.7703941
2244,0.79014397
2245,0.86804163
2246,0.86621106
2247,0.8139222
2248,0.8324795
2249,0.7009348
2250,0.66762644
2251,0.82350904
2252,0.7800509
2253,0.77680415
2254,0.84975415
2255,0.6671833
2256,0.80605793
2257,0.78615236
2258,0.7847699
2259,0.77010536
2260,0.8499586
2261,0.64413947
2262,0.604004
2263,0.66927665
2264,0.9063982
2265,0.9425227
2266,0.83020544
2267,0.48707876
2268,0.83275926
2269,0.62954867
2270,0.67561007
2271,0.8201481
2272,0.7997658
2273,0.7795969
2274,0.82198155
2275,0.80560756
2276,0.89752394
2277,0.788558
2278,0.77954394
2279,0.6677836
2280,0.8592454
2281,0.8651079
2282,0.8775972
2283,0.7689435
2284,0.8586017
2285,0.7717474
2286,0.5650302
2287,0.3597371
2288,0.6732023
2289,0.729364
2290,0.77414745
2291,0.6622158
2292,0.78577757
2293,0.800319
2294,0.85585845
2295,0.66607034
2296,0.8621497
2297,0.79442346
2298,0.8435914
2299,0.90050876
2300,0.57584226
2301,0.84084404
2302,0.9042452
2303,0.7167212
2304,0.7604291
2305,0.7795259
2306,0.6067155
2307,0.8458039
2308,0.5942487
2309,0.5280763
2310,0.6843051
2311,0.7315767
2312,0.691323
2313,0.74070394
2314,0.7557803
2315,0.57005066
2316,0.8136259
2317,0.7050616
2318,0.7276223
2319,0.89429045
2320,0.67507863
2321,0.5917315
2322,0.697729
2323,0.7406664
2324,0.6672364
2325,0.7761961
2326,0.77074736
2327,0.8631612
2328,0.7344682
2329,0.8145057
2330,0.6572276
2331,0.6528416
2332,0.64399487
2333,0.7578653
2334,0.76665556
2335,0.7624939
2336,0.78739184
2337,0.7707958
2338,0.91083896
2339,0.6185296
2340,0.73092085
2341,0.7491116
2342,0.7699155
2343,0.6999337
2344,0.6803163
2345,0.6491838
2346,0.74303347
2347,0.7209761
2348,0.7494569
2349,0.8184152
2350,0.8315755
2351,0.72546685
2352,0.6885156
2353,0.7439216
2354,0.7711555
2355,0.8668671
2356,0.81570077
2357,0.69044757
2358,0.76833177
2359,0.8907956
2360,0.94258255
2361,0.9454021
2362,0.9075286
2363,0.8645185
2364,0.94219273
2365,0.8630254
2366,0.7700402
2367,0.8803931
2368,0.88447595
2369,0.899378
2370,0.90309703
2371,0.8406782
2372,0.8861724
2373,0.8838458
2374,0.8595169
2375,0.83512187
2376,0.9198822
2377,0.79800594
2378,0.84166867
2379,0.80716217
2380,0.87303877
2381,0.90689266
2382,0.9357936
2383,0.82046235
2384,0.9557999
2385,0.93309957
2386,0.86454475
2387,0.92440057
2388,0.85730094
2389,0.94045115
2390,0.8668673
2391,0.8246467
2392,0.7646811
2393,0.95251626
2394,0.69805706
2395,0.92290807
2396,0.8737847
2397,0.89226854
2398,0.84329677
2399,0.5379066
2400,0.892946
2401,0.81980485
2402,0.89611197
2403,0.902742
2404,0.73656327
2405,0.91308653
2406,0.90412515
2407,0.7931809
2408,0.7826633
2409,0.87125987
2410,0.9316514
2411,0.90766764
2412,0.8606029
2413,0.75956506
2414,0.8435503
2415,0.88755375
2416,0.53074926
2417,0.8323932
2418,0.8835704
2419,0.95614976
2420,0.76424915
2421,0.46672887
2422,0.9035496
2423,0.8005338
2424,0.8963389
2425,0.45161554
2426,0.7751297
2427,0.76765335
2428,0.6669245
2429,0.77306616
2430,0.8006912
2431,0.8188264
2432,0.74088776
2433,0.75182366
2434,0.8008235
2435,0.6173853
2436,0.78854406
2437,0.7791957
2438,0.8359478
2439,0.80041987
2440,0.6380181
2441,0.77078694
2442,0.88304114
2443,0.6387894
2444,0.7980043
2445,0.73245776
2446,0.73469555
2447,0.7872735
2448,0.6429932
2449,0.85061675
2450,0.782588
2451,0.7502693
2452,0.7968417
2453,0.71100575
2454,0.8554751
2455,0.8090118
2456,0.6657917
2457,0.75979054
2458,0.88460976
2459,0.74456644
2460,0.84199464
2461,0.7869964
2462,0.7439749
2463,0.796223
2464,0.8174379
2465,0.82584506
2466,0.7856979
2467,0.75238246
2468,0.80052644
2469,0.6758453
2470,0.87377876
2471,0.7659072
2472,0.5729399
2473,0.8201497
2474,0.87860304
2475,0.88667774
2476,0.8440832
2477,0.60903203
2478,0.77004474
2479,0.74636555
2480,0.8753886
2481,0.6915853
2482,0.7431763
2483,0.7457819
2484,0.7299217
2485,0.7080316
2486,0.77507085
2487,0.8752773
2488,0.44938117
2489,0.78407586
2490,0.69235104
2491,0.7659545
2492,0.81346923
2493,0.8125953
2494,0.7048708
2495,0.7152335
2496,0.7113875
2497,0.7108264
2498,0.71067613
2499,0.76427364
2500,0.86795825
2501,0.6694796
2502,0.78810966
2503,0.82728463
2504,0.8059592
2505,0.79881203
2506,0.64631194
2507,0.7652229
2508,0.7939713
2509,0.62402195
2510,0.66298693
2511,0.7394673
2512,0.763907
2513,0.8265545
2514,0.6417817
2515,0.8445285
2516,0.8448815
2517,0.8303064
2518,0.5102374
2519,0.6849632
2520,0.83828664
2521,0.8911797
2522,0.88645303
2523,0.8742452
2524,0.68398994
2525,0.8379011
2526,0.85376114
2527,0.7089838
2528,0.85008436
2529,0.9147374
2530,0.82192075
2531,0.90241754
2532,0.8587037
2533,0.8359369
2534,0.9131336
2535,0.77749884
2536,0.768217
2537,0.8246645
2538,0.7259378
2539,0.8323226
2540,0.9084808
2541,0.9907124
2542,0.9236739
2543,0.70293874
2544,0.89090365
2545,0.7865035
2546,0.8191311
2547,0.7490259
2548,0.66383183
2549,0.78628594
2550,0.9513541
2551,0.65897644
2552,0.68923575
2553,0.82775295
2554,0.88619125
2555,0.5419148
2556,0.8505719
2557,0.8766494
2558,0.8268191
2559,0.8244183
2560,0.8501216
2561,0.8972785
2562,0.66569537
2563,0.9270434
2564,0.7975863
2565,0.61959773
2566,0.8731651
2567,0.6583316
2568,0.7788567
2569,0.7349639
2570,0.9088032
2571,0.8048401
2572,0.94351166
2573,0.87658095
2574,0.94218576
2575,0.7375191
2576,0.6721663
2577,0.8752194
2578,0.8605265
2579,0.8204797
2580,0.7668936
2581,0.7843171
2582,0.88644654
2583,0.86024815
2584,0.9008661
2585,0.81007
2586,0.9127382
2587,0.88714397
2588,0.9037115
2589,0.7749261
2590,0.9719233
2591,0.8899525
2592,0.77623427
2593,0.84197015
2594,0.84173524
2595,0.8760032
2596,0.8820377
2597,0.8593512
2598,0.7079473
2599,0.5581823
2600,0.7265158
2601,0.87128437
2602,0.8953758
2603,0.8486474
2604,0.7957239
2605,0.88762397
2606,0.6506813
2607,0.8057831
2608,0.8647123
2609,0.8840274
2610,0.8405892
2611,0.6404005
2612,0.67755705
2613,0.6860033
2614,0.85593766
2615,0.8918747
2616,0.83373475
2617,0.88944656
2618,0.90401953
2619,0.77095133
2620,0.83729243
2621,0.73712
2622,0.62462664
2623,0.88670963
2624,0.69691426
2625,0.8127433
2626,0.8448011
2627,0.9734419
2628,0.8191623
2629,0.82828784
2630,0.8249809
2631,0.81346506
2632,0.91130406
2633,0.92646134
2634,0.811868
2635,0.7481929
2636,0.8804078
2637,0.76443964
2638,0.7289886
2639,0.6901897
2640,0.75497097
2641,0.8264211
2642,0.7813561
2643,0.87629485
2644,0.80945635
2645,0.74179095
2646,0.6623055
2647,0.7277892
2648,0.6446215
2649,0.62547284
2650,0.32183224
2651,0.76620245
2652,0.8986939
2653,0.95666265
2654,0.67122793
2655,0.8388034
2656,0.8249746
2657,0.80756557
2658,0.8652328
2659,0.8480492
2660,0.8557429
2661,0.8387803
2662,0.8398566
2663,0.8303911
2664,0.75260216
2665,0.7464233
2666,0.75281286
2667,0.80056226
2668,0.86328393
2669,0.7816213
2670,0.19046465
2671,0.9510592
2672,0.83159083
2673,0.9193009
2674,0.9081072
2675,0.72933996
2676,0.70307875
2677,0.65747786
2678,0.67155063
2679,0.9448363
2680,0.88768417
2681,0.992786
2682,0.85314584
2683,0.9189016
2684,0.863221
2685,0.8511402
2686,0.83639115
2687,0.80726147
2688,0.8924282
2689,0.7578563
2690,0.87651473
2691,0.5705876
2692,0.8681355
2693,0.8851459
2694,0.8669807
2695,0.782288
2696,0.8736497
2697,0.9010719
2698,0.8442849
2699,0.69711214
2700,0.7631573
2701,0.8066652
2702,0.74168897
2703,0.74185437
2704,0.7249918
2705,0.97169423
2706,0.83168405
2707,0.550861
2708,0.9703879
2709,0.77676564
2710,0.70356876
2711,0.90956503
2712,0.79896563
2713,0.86578876
2714,0.9551432
2715,0.8374892
2716,0.649332
2717,0.6907622
2718,0.541671
2719,0.86683786
2720,0.76754636
2721,0.79408973
2722,0.7790247
2723,0.82879007
2724,0.77027935
2725,0.8618588
2726,0.9024397
2727,0.87891275
2728,0.8031369
2729,0.83576095
2730,0.7834567
2731,0.8260514
2732,0.4753671
2733,0.92716426
2734,0.86141586
2735,0.7900219
2736,0.8927709
2737,0.7550161
2738,0.8941972
2739,0.8121758
2740,0.90169084
2741,0.98918897
2742,0.87079155
2743,0.8595745
2744,0.6877337
2745,0.96953064
2746,0.7620924
2747,0.6882394
2748,0.7976696
2749,0.7472047
2750,0.8140055
2751,0.9274425
2752,0.99574506
2753,0.8552171
2754,0.88055843
2755,0.73693675
2756,0.6043456
2757,0.8555455
2758,0.7984393
2759,0.99353486
2760,0.8723974
2761,0.8432953
2762,0.9073994
2763,0.8756019
2764,0.77326286
2765,0.720553
2766,0.835034
2767,0.85077256
2768,0.74910426
2769,0.7505444
2770,0.76379776
2771,0.90937024
2772,0.91839194
2773,0.8914386
2774,0.9665718
2775,0.893497
2776,0.9576632
2777,0.8947929
2778,0.9078946
2779,0.69781697
2780,0.8941169
2781,0.8755724
2782,0.9737356
2783,0.98430187
2784,0.96383184
2785,0.9262293
2786,0.9969883
2787,0.9827897
2788,0.7456627
2789,0.8260277
2790,0.8344352
2791,0.84772325
2792,0.99089146
2793,0.9645113
2794,0.94290066
2795,0.7060821
2796,0.9495064
2797,0.9470936
2798,0.94044733
2799,0.84590614
2800,0.9881247
2801,0.979531
2802,0.76970357
2803,0.8560986
2804,0.78194714
2805,0.83964515
2806,0.80793136
2807,0.61462635
2808,0.88130844
2809,0.78034264
2810,0.7588091
2811,0.70501137
2812,0.91742206
2813,0.8971442
2814,0.7702707
2815,0.7734848
2816,0.73829347
2817,0.9056721
2818,0.67280227
2819,0.66066045
2820,0.74466574
2821,0.23588455
2822,0.70344144
2823,0.66206986
2824,0.5808662
2825,0.73237276
2826,0.69188523
2827,0.55141836
2828,0.63529384
2829,0.5007032
2830,0.79156226
2831,0.6483727
2832,0.43955323
2833,0.85266674
2834,0.68644077
2835,0.64892143
2836,0.6856309
2837,0.6857807
2838,0.6368065
2839,0.85414726
2840,0.735456
2841,0.88259804
2842,0.6328357
2843,0.75332725
2844,0.27349204
2845,0.833448
2846,0.72625244
2847,0.8573503
2848,0.49098402
2849,0.52353257
2850,0.9776772
2851,0.5381442
2852,0.6510002
2853,0.5039577
2854,0.48856947
2855,0.65725374
2856,0.90559965
2857,0.5846032
2858,0.68614197
2859,0.7048038
2860,0.70773005
2861,0.8206567
2862,0.773744
2863,0.7367896
2864,0.72424036
2865,0.5061102
2866,0.7976165
2867,0.7810108
2868,0.6302244
2869,0.6462337
2870,0.87055844
2871,0.7476105
2872,0.5358713
2873,0.66630805
2874,0.62953925
2875,0.6297611
2876,0.43738344
2877,0.7408734
2878,0.6758346
2879,0.8116307
2880,0.79909736
2881,0.5556612
2882,0.44943818
2883,0.5639905
2884,0.7371047
2885,0.67421883
2886,0.7522888
2887,0.7543186
2888,0.24082106
2889,0.5026048
2890,0.47869918
2891,0.49922848
2892,0.42803246
2893,0.35250285
2894,0.34367466
2895,0.38565356
2896,0.5380711
2897,0.73648155
2898,0.70950603
2899,0.85505337
2900,0.89333755
2901,0.68511754
2902,0.66141766
2903,0.7392589
2904,0.5530699
2905,0.5641623
2906,0.6743398
2907,0.6494091
2908,0.82789487
2909,0.5720251
2910,0.7609191
2911,0.88611186
2912,0.49413788
2913,0.6658328
2914,0.5176169
2915,0.90323174
2916,0.82532257
2917,0.7356046
2918,0.6707729
2919,0.6890297
2920,0.7268921
2921,0.4281448
2922,0.8704743
2923,0.6866554
2924,0.8430243
2925,0.77045524
2926,0.976867
2927,0.8760317
2928,0.82369125
2929,0.8438408
2930,0.7426147
2931,0.87377435
2932,0.61202145
2933,0.887703
2934,0.95591336
2935,0.9346657
2936,0.92121255
2937,0.92250746
2938,0.8214109
2939,0.910667
2940,0.97163033
2941,0.9009502
2942,0.86843514
2943,0.8882423
2944,0.81750685
2945,0.9616196
2946,0.94172746
2947,0.8077033
2948,0.8495274
2949,0.9943383
2950,0.82141554
2951,0.80470634
2952,0.8477028
2953,0.94002724
2954,0.9401792
2955,0.8417074
2956,0.8290285
2957,0.83981925
2958,0.9618827
2959,0.83546025
2960,0.9817874
2961,0.8022268
2962,0.81338435
2963,0.5157914
2964,0.7995199
2965,0.52857006
2966,0.6181835
2967,0.8461198
2968,0.72403574
2969,0.780179
2970,0.7875486
2971,0.709442
2972,0.7412038
2973,0.821903
2974,0.85233337
2975,0.5573727
2976,0.6173611
2977,0.7093122
2978,0.7807147
2979,0.6521546
2980,0.75890064
2981,0.6702357
2982,0.77158886
2983,0.7349547
2984,0.7507389
2985,0.76222676
2986,0.60215217
2987,0.6749682
2988,0.81123596
2989,0.717671
2990,0.6567299
2991,0.71029055
2992,0.7796058
2993,0.85929036
2994,0.806639
2995,0.5205734
2996,0.90239406
2997,0.49767223
2998,0.8630563
2999,0.8623205
3000,0.58399796
3001,0.7972732
3002,0.8203069
3003,0.64469975
3004,0.79204416
3005,0.80202425
3006,0.80142456
3007,0.72253275
3008,0.6365529
3009,0.7845476
3010,0.65912104
3011,0.86357605
3012,0.6627761
3013,0.80190414
3014,0.7366041
3015,0.79289836
3016,0.805345
3017,0.72742087
3018,0.8610189
3019,0.86564386
3020,0.81302214
3021,0.780978
3022,0.8350101
3023,0.6580792
3024,0.7295731
3025,0.81371415
3026,0.6684439
3027,0.6722419
3028,0.8622924
3029,0.72008896
3030,0.9319607
3031,0.95344746
3032,0.80157346
3033,0.750725
3034,0.7360663
3035,0.7962069
3036,0.833111
3037,0.844261
3038,0.751118
3039,0.678451
3040,0.69384587
3041,0.6668625
3042,0.8325805
3043,0.72002214
3044,0.79244155
3045,0.75025505
3046,0.7560793
3047,0.81097156
3048,0.7940777
3049,0.88713366
3050,0.8308835
3051,0.9084877
3052,0.8600639
3053,0.73753124
3054,0.7093145
3055,0.491635
3056,0.7773971
3057,0.7863718
3058,0.83961815
3059,0.80843323
3060,0.65192527
3061,0.59164405
3062,0.78498286
3063,0.76721287
3064,0.81788564
3065,0.8284038
3066,0.8962146
3067,0.7824599
3068,0.82718086
3069,0.85463226
3070,0.83686644
3071,0.68192524
3072,0.75744087
3073,0.81770957
3074,0.83464867
3075,0.87265664
3076,0.82637554
3077,0.72165585
3078,0.8130545
3079,0.79022163
3080,0.77377695
3081,0.7415052
3082,0.69484794
3083,0.6128277
3084,0.7586019
3085,0.7891556
3086,0.6765329
3087,0.75412047
3088,0.9867556
3089,0.990916
3090,0.9551919
3091,0.99371415
3092,0.94967955
3093,0.91051525
3094,0.99500716
3095,0.93261933
3096,0.96855074
3097,0.9217349
3098,0.96877795
3099,0.9656351
3100,0.9862659
3101,0.95983106
3102,0.99849653
3103,0.9127509
3104,0.9815329
3105,0.9650954
3106,0.99948704
3107,0.88032746
3108,0.980899
3109,0.94981855
3110,0.96751684
