,0
564,0.7275207
565,0.89549714
566,0.96266407
567,0.9220298
568,0.87859297
569,0.8869001
570,0.8816592
571,0.8366081
572,0.9610924
573,0.74284095
574,0.6946108
575,0.90791506
576,0.90862757
577,0.99699855
578,0.67382467
579,0.7488922
580,0.7729105
581,0.8033437
582,0.7300844
583,0.96657914
584,0.9879753
585,0.81404567
586,0.77059865
587,0.87723434
588,0.8434871
589,0.89577913
590,0.92237115
591,0.8906439
592,0.86421764
593,0.53137434
594,0.80839646
595,0.54419535
596,0.5537635
597,0.80369097
598,0.8273256
599,0.83209765
600,0.67652375
601,0.87767756
602,0.79541475
603,0.7622904
604,0.7819053
605,0.7599147
606,0.78259313
607,0.82935023
608,0.80886316
609,0.69839233
610,0.7686444
611,0.73153204
612,0.69954014
613,0.5118396
614,0.786403
615,0.59639406
616,0.73457503
617,0.81242085
618,0.69092786
619,0.7724575
620,0.8877942
621,0.57886034
622,0.8796649
623,0.6343506
624,0.8550117
625,0.85785604
626,0.76135284
627,0.8163748
628,0.853294
629,0.8808864
630,0.7334076
631,0.8024917
632,0.68975276
633,0.72583187
634,0.7905784
635,0.66669184
636,0.64009076
637,0.85916084
638,0.5642507
639,0.8436234
640,0.7051456
641,0.82788897
642,0.7008991
643,0.70678693
644,0.77275926
645,0.8087149
646,0.84142315
647,0.78202075
648,0.87079686
649,0.8319135
650,0.81759393
651,0.7565892
652,0.7815781
653,0.6589113
654,0.77023745
655,0.63227534
656,0.81248844
657,0.83670825
658,0.6693827
659,0.748916
660,0.7535226
661,0.67173517
662,0.7388321
663,0.6728515
664,0.7257265
665,0.7649383
666,0.8908881
667,0.7158649
668,0.4896733
669,0.55528104
670,0.721706
671,0.8034365
672,0.65079254
673,0.75021315
674,0.72551733
675,0.8372953
676,0.74950397
677,0.7532645
678,0.82683665
679,0.70557934
680,0.8174429
681,0.6637654
682,0.77249694
683,0.8857308
684,0.8363342
685,0.7749222
686,0.65973574
687,0.85389405
688,0.79937774
689,0.82557154
690,0.68009067
691,0.7144631
692,0.82665783
693,0.7085309
694,0.75072545
695,0.84329486
696,0.72001696
697,0.65584725
698,0.67505974
699,0.5842984
700,0.7430003
701,0.7156487
702,0.78210837
703,0.57599604
704,0.7298558
705,0.7624462
706,0.682359
707,0.8188989
708,0.6395331
709,0.6692289
710,0.6075852
711,0.8239625
712,0.6898001
713,0.7216192
714,0.7954269
715,0.5014707
716,0.6607869
717,0.70038074
718,0.77160317
719,0.57309777
720,0.82984746
721,0.82695025
722,0.5895374
723,0.61970913
724,0.6790999
725,0.56748503
726,0.7694946
727,0.7310689
728,0.7789581
729,0.74403286
730,0.7579895
731,0.7375711
732,0.8232141
733,0.7991772
734,0.64886874
735,0.7874679
736,0.7865933
737,0.67953795
738,0.77351
739,0.80706674
740,0.8479049
741,0.79218405
742,0.653733
743,0.7126489
744,0.36187786
745,0.77510625
746,0.7946199
747,0.7898934
748,0.7478271
749,0.7028275
750,0.67701674
751,0.47599018
752,0.78836924
753,0.6835733
754,0.7733324
755,0.74892294
756,0.65843976
757,0.73058546
758,0.65109944
759,0.7205721
760,0.7391867
761,0.7743036
762,0.62447333
763,0.6680752
764,0.79637754
765,0.777126
766,0.68672603
767,0.6342144
768,0.81347185
769,0.7505408
770,0.72828853
771,0.68359387
772,0.81958
773,0.7059689
774,0.7802877
775,0.70130473
776,0.64908725
777,0.7621008
778,0.76825976
779,0.6495568
780,0.65046406
781,0.88158077
782,0.81343067
783,0.6723642
784,0.7381902
785,0.6254152
786,0.7630495
787,0.85303146
788,0.82327354
789,0.8394598
790,0.8822609
791,0.7993151
792,0.82335025
793,0.74251044
794,0.7025636
795,0.81230944
796,0.8470618
797,0.76761943
798,0.80419856
799,0.8156868
800,0.8567855
801,0.7726689
802,0.80402553
803,0.8367756
804,0.7929264
805,0.7396367
806,0.77504706
807,0.7979624
808,0.7886078
809,0.8722609
810,0.4947249
811,0.83343804
812,0.8851487
813,0.79914737
814,0.75850457
815,0.8004914
816,0.82359034
817,0.80620664
818,0.80593765
819,0.7873442
820,0.79695785
821,0.6585056
822,0.82131904
823,0.75894797
824,0.76133764
825,0.7486534
826,0.73650473
827,0.8197136
828,0.83429575
829,0.7019544
830,0.79527944
831,0.8098578
832,0.7205056
833,0.6682197
834,0.8438316
835,0.86828953
836,0.78073525
837,0.7912169
838,0.7907554
839,0.8139949
840,0.8794411
841,0.74386686
842,0.82738346
843,0.6982778
844,0.75821924
845,0.8278227
846,0.78612524
847,0.8040018
848,0.73722875
849,0.82213867
850,0.77957875
851,0.83579534
852,0.8374757
853,0.67731845
854,0.7626987
855,0.7466086
856,0.79936934
857,0.8360084
858,0.7560797
859,0.80503213
860,0.7849788
861,0.8480071
862,0.7932391
863,0.701599
864,0.74657136
865,0.8779669
866,0.8439987
867,0.7300156
868,0.77818435
869,0.8338882
870,0.80737185
871,0.8194216
872,0.79184306
873,0.78812236
874,0.75943613
875,0.8071611
876,0.780617
877,0.7900953
878,0.79461575
879,0.83609855
880,0.6211142
881,0.8157762
882,0.8007727
883,0.68932116
884,0.79381794
885,0.8308624
886,0.87241614
887,0.776527
888,0.90453666
889,0.9311596
890,0.8375093
891,0.7203005
892,0.81052476
893,0.9266911
894,0.90648067
895,0.7431654
896,0.939644
897,0.8734289
898,0.861687
899,0.885912
900,0.74418074
901,0.952126
902,0.88515097
903,0.8399514
904,0.898176
905,0.83665603
906,0.62846524
907,0.8383675
908,0.88981503
909,0.8614461
910,0.93082535
911,0.83773816
912,0.9483466
913,0.92096204
914,0.7821607
915,0.6031183
916,0.8005353
917,0.90033716
918,0.8588431
919,0.7972852
920,0.849482
921,0.88912606
922,0.89306855
923,0.9020388
924,0.78066134
925,0.7992343
926,0.88950586
927,0.7796427
928,0.80252314
929,0.8935614
930,0.6697445
931,0.87721884
932,0.7941201
933,0.84437764
934,0.84546745
935,0.9640514
936,0.7850013
937,0.87846357
938,0.7957691
939,0.8157498
940,0.9188066
941,0.8318399
942,0.91242456
943,0.8666301
944,0.93158567
945,0.7157218
946,0.845179
947,0.82833797
948,0.8329794
949,0.8175839
950,0.8169256
951,0.7546798
952,0.90536314
953,0.8797823
954,0.88996905
955,0.88736504
956,0.7888208
957,0.7908713
958,0.8758864
959,0.6227408
960,0.8777018
961,0.84404176
962,0.918001
963,0.8746631
964,0.81432784
965,0.7681416
966,0.8758378
967,0.81255496
968,0.85288465
969,0.8726796
970,0.88971925
971,0.8962827
972,0.83559644
973,0.83803004
974,0.9352526
975,0.92533696
976,0.9040983
977,0.8445425
978,0.855644
979,0.8656683
980,0.84849024
981,0.8799445
982,0.86147535
983,0.75235534
984,0.96796507
985,0.887982
986,0.8895085
987,0.76871765
988,0.7999921
989,0.40785488
990,0.82582206
991,0.7951618
992,0.6642092
993,0.56979275
994,0.75475246
995,0.7147056
996,0.6741583
997,0.44932896
998,0.6139495
999,0.5018668
1000,0.518547
1001,0.80234396
1002,0.7958197
1003,0.91444975
1004,0.60198915
1005,0.8543519
1006,0.67746335
1007,0.822319
1008,0.5507702
1009,0.7927112
1010,0.50212145
1011,0.804932
1012,0.88858956
1013,0.5422142
1014,0.6205662
1015,0.8021826
1016,0.73503596
1017,0.80244946
1018,0.8811855
1019,0.8473459
1020,0.77833897
1021,0.7901351
1022,0.8252346
1023,0.72110265
1024,0.80965847
1025,0.7027961
1026,0.587486
1027,0.54303366
1028,0.5083507
1029,0.689271
1030,0.66865987
1031,0.83873016
1032,0.8486554
1033,0.8584756
1034,0.6125984
1035,0.4703509
1036,0.75268275
1037,0.8503395
1038,0.79526055
1039,0.72423106
1040,0.74224406
1041,0.69184494
1042,0.70292586
1043,0.8000189
1044,0.9111565
1045,0.7624509
1046,0.59002626
1047,0.76578075
1048,0.4931307
1049,0.6893074
1050,0.66878396
1051,0.73761755
1052,0.74041504
1053,0.7405685
1054,0.6686761
1055,0.800716
1056,0.8340078
1057,0.8879377
1058,0.7335812
1059,0.5745
1060,0.7909697
1061,0.6126011
1062,0.6366317
1063,0.8054181
1064,0.8086627
1065,0.7972293
1066,0.86407655
1067,0.7402009
1068,0.67118233
1069,0.64773965
1070,0.60837287
1071,0.77664894
1072,0.74120563
1073,0.6410682
1074,0.7757471
1075,0.8697304
1076,0.6384897
1077,0.81909263
1078,0.82538897
1079,0.80567884
1080,0.8538941
1081,0.81857806
1082,0.58061177
1083,0.7925542
1084,0.6713205
1085,0.7581365
1086,0.6316979
1087,0.7893369
1088,0.78491545
1089,0.8506885
1090,0.7539503
1091,0.75424343
1092,0.7093211
1093,0.7301253
1094,0.5236398
1095,0.6457347
1096,0.6074836
1097,0.71767503
1098,0.7296665
1099,0.84553826
1100,0.76823866
1101,0.5619717
1102,0.7748975
1103,0.7936021
1104,0.70227283
1105,0.8516675
1106,0.61699694
1107,0.70745206
1108,0.73645043
1109,0.5639131
1110,0.81401086
1111,0.7057186
1112,0.685328
1113,0.835666
1114,0.9054695
1115,0.82295465
1116,0.5487913
1117,0.6485289
1118,0.7383629
1119,0.88940656
1120,0.8500929
1121,0.5069549
1122,0.8522352
1123,0.7656065
1124,0.718311
1125,0.7288753
1126,0.74459374
1127,0.82700545
1128,0.6236318
1129,0.85343134
1130,0.87935394
1131,0.7636088
1132,0.7419781
1133,0.43606228
1134,0.771557
1135,0.7643586
1136,0.7497587
1137,0.72553974
1138,0.84077036
1139,0.8350595
1140,0.73843116
1141,0.7858875
1142,0.7840595
1143,0.85044837
1144,0.87310404
1145,0.56222105
1146,0.8531422
1147,0.5737318
1148,0.82803285
1149,0.840012
1150,0.7756973
1151,0.7308202
1152,0.9273792
1153,0.61386263
1154,0.47781083
1155,0.726092
1156,0.5957317
1157,0.6096924
1158,0.75144935
1159,0.7164788
1160,0.7935778
1161,0.843665
1162,0.8092641
1163,0.83571845
1164,0.8094207
1165,0.7479718
1166,0.8321778
1167,0.83875406
1168,0.8540053
1169,0.74911076
1170,0.38452864
1171,0.83585435
1172,0.5075144
1173,0.77576876
1174,0.7630338
1175,0.99945253
1176,0.7660581
1177,0.86132157
1178,0.9252966
1179,0.8631547
1180,0.82767224
1181,0.82859033
1182,0.8796064
1183,0.9345088
1184,0.87358147
1185,0.5193131
1186,0.94680846
1187,0.88821495
1188,0.9809514
1189,0.8426128
1190,0.77238363
1191,0.6385144
1192,0.58858365
1193,0.80007637
1194,0.6856509
1195,0.70845246
1196,0.7286006
1197,0.70997864
1198,0.77850944
1199,0.6963347
1200,0.80567086
1201,0.748656
1202,0.4210861
1203,0.7105238
1204,0.65798587
1205,0.5627866
1206,0.6770275
1207,0.8386972
1208,0.68679214
1209,0.6328129
1210,0.69928205
1211,0.7642874
1212,0.6826422
1213,0.4518927
1214,0.93351287
1215,0.91664195
1216,0.76887304
1217,0.9557717
1218,0.76702625
1219,0.80941147
1220,0.8221629
1221,0.7170858
1222,0.6490565
1223,0.9500373
1224,0.4799815
1225,0.7282004
1226,0.43139115
1227,0.85638386
1228,0.8503005
1229,0.9389978
1230,0.6796688
1231,0.8770327
1232,0.7970516
1233,0.73770386
1234,0.8011115
1235,0.8221668
1236,0.7862698
1237,0.81645596
1238,0.85079336
1239,0.77536523
1240,0.7800969
1241,0.70377916
1242,0.8003935
1243,0.86987287
1244,0.96767485
1245,0.7464421
1246,0.62451804
1247,0.70842654
1248,0.94852555
1249,0.8138875
1250,0.55416363
1251,0.74115914
1252,0.8379626
1253,0.7952297
1254,0.82608265
1255,0.7676581
1256,0.7494884
1257,0.8205736
1258,0.94548774
1259,0.89664286
1260,0.66316587
1261,0.72663957
1262,0.8459302
1263,0.9338404
1264,0.7803221
1265,0.83741105
1266,0.82052565
1267,0.7320391
1268,0.8251037
1269,0.821704
1270,0.7655956
1271,0.73493403
1272,0.79000324
1273,0.8641376
1274,0.707458
1275,0.88950473
1276,0.86080384
1277,0.707164
1278,0.8413227
1279,0.9818765
1280,0.8913838
1281,0.7527925
1282,0.71697783
1283,0.6792504
1284,0.78640115
1285,0.74164546
1286,0.7172635
1287,0.72930485
1288,0.8446708
1289,0.8317099
1290,0.6229727
1291,0.8430799
1292,0.7753444
1293,0.92682374
1294,0.7025636
1295,0.8954122
1296,0.7738751
1297,0.74080145
1298,0.89500564
1299,0.7590927
1300,0.7224157
1301,0.8557763
1302,0.7698665
1303,0.8392009
1304,0.9321513
1305,0.76921123
1306,0.79206145
1307,0.7500324
1308,0.66267794
1309,0.7253257
1310,0.67170346
1311,0.8744827
1312,0.6128924
1313,0.8425957
1314,0.89110535
1315,0.4977772
1316,0.781611
1317,0.7154105
1318,0.79539037
1319,0.85244
1320,0.5387996
1321,0.74972844
1322,0.74728775
1323,0.6475742
1324,0.6947255
1325,0.83721155
1326,0.9465942
1327,0.7743003
1328,0.8291565
1329,0.6127592
1330,0.68288255
1331,0.83818597
1332,0.8378063
1333,0.8405484
1334,0.8713955
1335,0.70059687
1336,0.7649968
1337,0.6169901
1338,0.80043757
1339,0.78800476
1340,0.6508848
1341,0.9522712
1342,0.7670322
1343,0.8463903
1344,0.8733698
1345,0.86278015
1346,0.9793819
1347,0.8727455
1348,0.85758597
1349,0.9581546
1350,0.6677655
1351,0.8140534
1352,0.8112439
1353,0.7424907
1354,0.6321062
1355,0.8597217
1356,0.8696685
1357,0.7741689
1358,0.6534537
1359,0.803579
1360,0.85086167
1361,0.85367054
1362,0.5442269
1363,0.8149426
1364,0.894347
1365,0.794743
1366,0.9099368
1367,0.71625566
1368,0.84686893
1369,0.8062289
1370,0.81592476
1371,0.78640556
1372,0.46063608
1373,0.7742126
1374,0.81040025
1375,0.79301536
1376,0.7904437
1377,0.82408947
1378,0.91204745
1379,0.9589977
1380,0.5533338
1381,0.6066709
1382,0.7624584
1383,0.76209533
1384,0.75268567
1385,0.8074852
1386,0.78105587
1387,0.83317626
1388,0.8084629
1389,0.7804448
1390,0.64886093
1391,0.77044976
1392,0.52198017
1393,0.84831727
1394,0.64513487
1395,0.84983015
1396,0.6941696
1397,0.73379284
1398,0.78964347
1399,0.78675014
1400,0.7313548
1401,0.8221019
1402,0.6122687
1403,0.88270015
1404,0.89204085
1405,0.7041817
1406,0.6548004
1407,0.71249944
1408,0.57554644
1409,0.83314484
1410,0.71440154
1411,0.79272
1412,0.7593342
1413,0.7247923
1414,0.6486093
1415,0.5551637
1416,0.80736405
1417,0.78081465
1418,0.78528744
1419,0.70707613
1420,0.5857779
1421,0.7639562
1422,0.64134884
1423,0.7832794
1424,0.8183958
1425,0.9229883
1426,0.77653
1427,0.77234864
1428,0.6093948
1429,0.70256025
1430,0.76180786
1431,0.75034505
1432,0.7439795
1433,0.80144024
1434,0.58783054
1435,0.8063649
1436,0.7763316
1437,0.6665494
1438,0.6296515
1439,0.69051015
1440,0.761663
1441,0.8025793
1442,0.53349924
1443,0.79570985
1444,0.7439168
1445,0.8219581
1446,0.75356436
1447,0.73867226
1448,0.74384505
1449,0.76045424
1450,0.79839087
1451,0.7373671
1452,0.8716713
1453,0.61159676
1454,0.7397535
1455,0.66096884
1456,0.7519273
1457,0.7211005
1458,0.6173562
1459,0.68703043
1460,0.77208704
1461,0.73036075
1462,0.70550156
1463,0.7458057
1464,0.70135003
1465,0.7616683
1466,0.7685585
1467,0.7457316
1468,0.71641976
1469,0.33630154
1470,0.6502318
1471,0.7885428
1472,0.80038977
1473,0.9022002
1474,0.8596923
1475,0.6617289
1476,0.68623257
1477,0.87172085
1478,0.6831676
1479,0.8451434
1480,0.8307934
1481,0.7212852
1482,0.8959575
1483,0.76715297
1484,0.6658914
1485,0.8058041
1486,0.87647575
1487,0.9007138
1488,0.8339897
1489,0.8753753
1490,0.74209493
1491,0.78382397
1492,0.74674296
1493,0.74804825
1494,0.76780635
1495,0.7704789
1496,0.90117085
1497,0.83020794
1498,0.7327884
1499,0.822028
1500,0.85917765
1501,0.703079
1502,0.8698886
1503,0.5815791
1504,0.6144091
1505,0.6623535
1506,0.74300545
1507,0.8062389
1508,0.7269766
1509,0.83432657
1510,0.76886857
1511,0.4842921
1512,0.8832621
1513,0.8150522
1514,0.79157
1515,0.8022592
1516,0.7321198
1517,0.803275
1518,0.75591534
1519,0.82726574
1520,0.8298408
1521,0.7716741
1522,0.8100865
1523,0.8219189
1524,0.7478389
1525,0.84960335
1526,0.6066892
1527,0.6394496
1528,0.7515014
1529,0.7548389
1530,0.82732195
1531,0.7859084
1532,0.8371297
1533,0.7953003
1534,0.75768787
1535,0.7664153
1536,0.78794956
1537,0.82272476
1538,0.76548976
1539,0.69440573
1540,0.8296634
1541,0.8078095
1542,0.7506605
1543,0.69953865
1544,0.6461383
1545,0.6987715
1546,0.78136325
1547,0.7755854
1548,0.77948475
1549,0.80109596
1550,0.8212029
1551,0.64428866
1552,0.61033624
1553,0.8845451
1554,0.82413876
1555,0.75509274
1556,0.87812257
1557,0.74125373
1558,0.75124496
1559,0.7903456
1560,0.79806715
1561,0.7930367
1562,0.44684002
1563,0.806665
1564,0.85856175
1565,0.8213377
1566,0.54838055
1567,0.7294914
1568,0.79566073
1569,0.6980685
1570,0.9018628
1571,0.70367
1572,0.79523456
1573,0.76619244
1574,0.77748907
1575,0.60603756
1576,0.86990154
1577,0.7217847
1578,0.85955083
1579,0.67539084
1580,0.88566417
1581,0.87856257
1582,0.7760212
1583,0.729783
1584,0.76185817
1585,0.72826153
1586,0.8210415
1587,0.8073362
1588,0.66788226
1589,0.79706645
1590,0.9098715
1591,0.7784733
1592,0.8406075
1593,0.7472811
1594,0.32701632
1595,0.96156687
1596,0.8723503
1597,0.9258547
1598,0.8990921
1599,0.95150316
1600,0.9919058
1601,0.9822785
1602,0.949431
1603,0.9870955
1604,0.98054236
1605,0.9689311
1606,0.8679183
1607,0.9439328
1608,0.98822004
1609,0.978862
1610,0.9691735
1611,0.99684507
1612,0.96500474
1613,0.70704496
1614,0.9166773
1615,0.94669086
1616,0.8936104
1617,0.9018957
1618,0.9381484
1619,0.95294446
1620,0.92739975
1621,0.9879244
1622,0.9191117
1623,0.8660394
1624,0.9152006
1625,0.8940574
1626,0.95516515
1627,0.89258295
1628,0.92389405
1629,0.72128916
1630,0.98442364
1631,0.9370669
1632,0.97601324
1633,0.83677524
1634,0.94205046
1635,0.98590404
1636,0.9371287
1637,0.955143
1638,0.9226405
1639,0.98072034
1640,0.9560882
1641,0.9335137
1642,0.83468556
1643,0.8454604
1644,0.9190337
1645,0.892969
1646,0.9166193
1647,0.9865788
1648,0.87786835
1649,0.912304
1650,0.97027504
1651,0.8568361
1652,0.89329296
1653,0.9537743
1654,0.7831621
1655,0.83187693
1656,0.8740976
1657,0.9364852
1658,0.9526986
1659,0.8992097
1660,0.8767023
1661,0.8337176
1662,0.815256
1663,0.73478377
1664,0.8744062
1665,0.8673867
1666,0.95325756
1667,0.8585931
1668,0.78627
1669,0.70701945
1670,0.8457301
1671,0.95427
1672,0.51212764
1673,0.9476473
1674,0.8963471
1675,0.7842137
1676,0.7529351
1677,0.797378
1678,0.7420799
1679,0.91141653
1680,0.849433
1681,0.8180852
