state_county_res,residence_emp
18083,21027.303
18085,45762.047
18087,20231.705
18089,270116.72
18091,63039.14
18093,25355.729
18095,69619.195
18097,532862.1
18099,27345.326
18101,5415.461
18103,19757.023
18105,74628.44
18107,21785.955
18109,39944.84
18111,8421.374
18113,28920.715
18115,4060.633
18117,10903.53
18119,11851.089
18121,8451.759
18123,10390.655
18125,6913.67
18127,98473.28
18129,16391.205
18131,7412.9766
18133,19417.488
18135,14686.167
18137,16971.338
18139,10471.102
18141,150474.36
18143,13337.119
18145,27263.145
18147,13040.057
18149,11525.478
18151,21263.86
18153,10257.488
18155,5927.919
18157,90004.67
18159,9633.107
18161,5140.3325
18163,100972.81
18165,8606.936
18167,53335.125
18169,19807.877
18171,5057.4785
18173,34814.652
18175,16674.424
18177,37195.395
18179,17166.715
18181,13094.593
18183,20476.715
19001,5737.0083
19003,3168.5168
19005,10679.457
19007,7393.3174
19009,4751.607
19011,19267.691
19013,79109.555
19015,17775.088
19017,16011.735
19019,13979.741
19021,12901.381
19023,10421.681
19025,6781.223
19027,14567.533
19029,9023.731
19031,14539.549
19033,29971.668
19035,7990.562
19037,8462.967
19039,6356.204
19041,11563.396
19043,13231.512
19045,30933.35
19047,11099.879
19049,45434.727
19051,5109.285
19053,5110.5103
19055,13107.424
19057,24165.744
19059,12573.546
19061,58945.516
19063,7210.726
19065,12826.027
19067,10551.626
19069,7739.5063
19071,5482.0005
19073,6195.146
19075,8469.486
19077,7546.284
19079,10930.259
19081,9836.286
19083,10831.783
19085,9996.19
19087,12845.212
19089,7093.9536
19091,7217.068
19093,4687.5244
19095,12760.942
19097,13466.822
19099,23515.436
19101,10933.832
19103,91796.35
19105,13108.614
19107,7348.363
19109,11063.404
19111,19559.516
19113,136136.55
19115,7513.5776
19117,5268.398
19119,8359.71
19121,11474.822
19123,14427.281
19125,21590.918
19127,23177.068
19129,9964.354
19131,6630.7646
19133,5906.4814
19135,5229.0454
19137,6647.8823
19139,26640.172
19141,10065.397
19143,4551.0044
19145,8873.015
19147,6054.447
19149,18125.264
19151,5164.5967
19153,288445.94
19155,60284.598
19157,12390.211
19159,3321.3398
19161,7179.5425
19163,103329.71
19165,7734.151
19167,22537.104
19169,56817.445
19171,11372.743
19173,3903.5015
19175,7541.5137
19177,4513.6333
19179,19723.348
19181,31812.469
19183,14137.566
19185,3954.5781
19187,23992.012
19189,5740.699
19191,15074.201
19193,63495.05
19195,5449.014
19197,8408.406
20001,9179.757
20003,5364.7925
20005,10970.606
20007,3517.6301
20009,20414.559
20011,9883.313
20013,6934.3853
20015,44057.184
20017,3391.195
20019,2950.0408
20021,14577.964
20023,1805.4957
20025,1783.6296
20027,7249.215
20029,6082.2812
20031,5971.9897
20033,1279.6895
20035,21850.443
20037,21283.102
20039,2038.255
20041,12424.462
20043,5382.545
20045,72945.49
20047,2271.5715
20049,1897.8197
20051,22754.117
20053,4227.7256
20055,22530.64
20057,19835.129
20059,17416.709
20061,23078.771
20063,1994.5692
20065,2952.3645
20067,4827.864
20069,4372.9067
20071,1019.4971
20073,4065.5857
20075,1756.3427
20077,4398.955
20079,25419.303
20081,2509.5242
20083,1392.5286
20085,11158.796
20087,12962.215
20089,2436.9487
20091,375055.94
20093,2589.1294
20095,6065.66
20097,1821.897
20099,14334.27
20101,1545.4161
20103,43686.45
20105,2579.8328
20107,5761.892
20109,2172.3152
20111,21488.572
20113,22089.406
20115,7961.759
20117,7321.976
20119,3071.1733
20121,20601.256
20123,4024.7136
20125,20347.951
20127,3360.229
20129,2173.5117
20131,6890.636
20133,9845.071
20135,2539.4973
20137,3482.7324
20139,10660.516
20141,2875.6746
20143,3930.349
20145,4333.5254
20147,4145.12
20149,15015.417
20151,6553.608
20153,2483.3882
20155,38213.477
20157,3700.2803
20159,5804.4795
20161,40108.562
20163,3326.517
20165,2433.8923
20167,4382.103
20169,36504.387
20171,2918.2893
20173,298364.47
20175,13717.086
20177,105260.32
20179,1932.5627
20181,4066.103
20183,2506.0046
20185,2800.8552
20187,1514.8474
20189,3566.3623
20191,14518.715
20193,5095.7026
20195,1882.1428
20197,5009.348
20199,1162.2141
20201,3956.7341
20203,1578.7831
20205,5775.6255
20207,1905.6552
20209,84258.93
21001,9565.527
21003,10731.571
21005,14433.813
21007,4846.709
21009,25157.953
21011,5671.3447
21013,10596.452
21015,75351.92
21017,11484.622
21019,23487.732
21021,15233.841
21023,5213.7783
21025,5586.741
21027,10580.761
21029,45601.473
21031,6905.8955
21033,7060.165
21035,22336.588
21037,56951.965
21039,3061.3748
21041,5788.299
21043,13278.641
21045,8874.879
21047,41770.887
21049,22338.72
21051,6219.032
21053,4586.5474
21055,5240.3677
21057,3420.0366
21059,54425.707
21061,6314.2534
21063,2486.7395
21065,6480.0894
21067,183943.17
21069,7909.037
21071,15444.268
21073,28892.45
21075,3149.1445
21077,4461.9365
21079,9845.42
21081,13976.58
21083,21539.805
21085,13358.537
21087,7115.735
21089,18068.451
21091,4334.6226
21093,56426.07
21095,9854.55
21097,11474.354
21099,9628.692
21101,24898.57
21103,9899.736
21105,2208.3477
21107,23439.47
21109,6327.0103
21111,439693.9
21113,27859.605
21115,10350.074
21117,99758.76
21119,6572.5605
21121,14126.956
21123,8068.2466
21125,28967.084
21127,5836.454
21129,2800.8315
21131,3874.532
21133,9595.422
21135,6521.6094
21137,13089.812
21139,5778.9067
21141,14530.926
21143,3822.589
21145,36312.777
21147,5652.3228
21149,5429.5044
21151,45712.434
21153,4537.8857
21155,10501.091
21157,18022.523
21159,3640.4539
21161,10068.712
21163,15793.992
21165,3189.8103
21167,12523.437
21169,5774.1895
21171,6198.5
21173,13600.764
21175,5489.5234
21177,14228.786
21179,25409.816
21181,4214.5884
21183,12138.087
21185,34578.266
21187,6326.4985
21189,1499.3499
21191,8422.869
21193,11768.156
21195,27650.281
21197,6712.313
21199,32122.14
21201,1317.5317
21203,7382.0347
21205,11217.309
21207,8131.9507
21209,26815.445
21211,25900.73
21213,9795.934
21215,10542.212
21217,13273.47
21219,7093.6367
21221,7475.4014
21223,4815.9224
21225,8029.6694
21227,63493.023
21229,7523.6406
21231,9077.16
21233,6467.214
21235,15703.204
21237,2562.984
21239,16924.34
22001,34824.23
22003,12318.571
22005,77607.35
22007,14119.795
22009,19892.846
22011,17927.574
22013,6699.217
22015,71078.3
22017,139548.47
22019,101208.24
22021,5208.949
22023,4192.236
22025,5087.317
22027,7987.6753
22029,9105.042
22031,14555.26
22033,252333.2
22035,3149.478
22037,10550.621
22039,16269.625
22041,10363.7
22043,10832.729
22045,40809.91
22047,14577.459
22049,8186.347
22051,278628.16
22053,15132.15
22055,137383.66
22057,65268.348
22059,6096.1704
22061,21850.248
22063,74378.65
22065,4849.328
22067,13477.369
22069,19112.592
22071,162926.58
22073,82864.29
22075,14279.818
22077,12663.793
22079,69449.27
22081,3962.4417
22083,9568.247
22085,9796.043
22087,16007.802
22089,31921.61
22091,6773.7456
22093,11261.048
22095,25104.682
22097,39365.21
22099,28111.502
22101,31061.281
22103,132943.03
22105,61919.082
22107,2458.1787
22109,60013.875
22111,11130.211
22113,29508.154
22115,25171.61
22117,20102.094
22119,20655.385
22121,13305.919
22123,5363.183
22125,6015.528
22127,6435.1655
23001,67203.92
23003,41408.395
23005,194556.3
23007,17424.898
23009,37482.383
23011,78556.48
23013,26219.662
23015,23555.46
23017,32651.273
23019,91206.78
23021,9290.15
23023,24496.71
23025,26405.457
23027,22828.592
23029,17931.486
23031,129275.21
24001,34151.375
24003,372748.12
24005,536361.75
24009,60985.117
24011,21813.387
24013,120908.55
24015,61573.324
24017,99716.086
24019,19786.229
24021,154693.88
24023,20144.78
24025,161632.14
24027,193586.56
24029,12844.178
24031,667252.94
24033,565110.0
24035,32861.566
24037,67309.14
24039,12465.261
24041,24221.19
24043,82337.63
24045,59354.01
24047,30922.863
24510,321928.4
25001,146108.66
25003,81790.6
25005,335880.8
25007,14382.498
25009,466262.44
25011,48346.86
25013,250500.36
25015,97464.83
25017,992800.56
25019,10452.434
25021,431313.6
25023,325083.8
25025,444303.66
25027,487772.53
26001,4713.1577
26003,4198.8486
26005,66365.76
26007,15491.702
26009,13594.428
26011,9223.807
26013,4053.9485
26015,40090.188
26017,61133.91
26019,11323.114
26021,88993.41
26023,22987.332
26025,65840.336
26027,30829.041
26029,15808.278
26031,14870.1455
26033,18619.377
26035,14241.02
26037,47106.64
26039,6635.167
26041,20728.064
26043,15620.933
26045,58414.87
26047,20126.074
26049,219890.95
26051,10208.444
26053,8341.152
26055,55226.34
26057,21073.691
26059,25164.305
26061,17230.871
26063,18308.96
26065,158897.5
26067,32841.547
26069,10209.976
26071,5807.167
26073,37965.605
26075,79576.57
26077,141171.66
26079,8791.524
26081,369449.6
26083,1120.405
26085,4569.9917
26087,50331.176
26089,13056.574
26091,55248.53
26093,113122.81
26095,2495.4846
26097,6648.0337
26099,487398.9
26101,12084.446
26103,36211.24
26105,15618.763
26107,19037.4
26109,14061.48
26111,43777.72
26113,8109.527
26115,85996.56
26117,29728.053
26119,3835.5076
26121,87566.23
26123,23748.621
26125,769340.1
26127,14273.968
26129,9030.041
26131,3388.5273
26133,9991.59
26135,4247.5537
26137,13062.368
26139,152498.33
26141,5787.747
26143,8350.448
26145,97846.03
26147,88359.63
26149,32662.473
26151,22488.717
26153,3525.7832
26155,37597.273
26157,26550.059
26159,39799.074
26161,202312.83
26163,910756.44
26165,15980.822
27001,8708.216
27003,233732.84
27005,22408.348
27007,25194.244
27009,27592.797
27011,3324.5723
27013,44804.793
27015,17723.19
27017,19336.857
27019,62925.992
27021,20897.408
27023,9140.264
27025,34122.758
27027,38784.395
27029,5218.5166
27031,4111.943
27033,7703.2725
27035,33514.74
27037,283184.7
27039,14321.322
27041,24991.154
27043,9934.232
27045,15534.131
27047,20161.078
27049,30439.041
27051,4278.7563
27053,793411.8
27055,13549.996
27057,10299.401
27059,28431.127
27061,24271.424
27063,7724.118
27065,10549.319
27067,29223.941
27069,3162.7747
27071,6947.8496
27073,5407.532
27075,7220.4165
27077,3000.0093
27079,20424.102
27081,4341.904
27083,17278.45
27085,24602.734
27087,2587.824
27089,7083.0386
27091,13805.177
27093,16531.574
27095,14048.516
27097,20123.072
27099,24298.664
27101,6269.3535
27103,21275.33
27105,13922.133
27107,4681.6055
27109,94070.414
27111,37332.31
27113,9267.297
27115,14285.321
27117,6514.4175
27119,19689.559
27121,7829.853
27123,328862.56
27125,2690.9058
27127,9957.142
27129,9654.696
27131,37830.082
27133,6846.0684
27135,11478.375
27137,120498.15
27139,89383.68
27141,58367.633
27143,9602.349
27145,95883.305
27147,23729.93
27149,5901.7437
27151,6116.1147
27153,14839.35
27155,2274.8013
27157,14139.383
27159,6714.949
27161,11960.9795
27163,152798.62
27165,6925.7505
27167,4402.137
27169,32560.037
27171,84463.32
27173,7034.758
28001,16202.013
28003,16729.97
28005,7294.8228
28007,9649.341
28009,4764.205
28011,18169.324
28013,7979.0176
28015,6025.8896
28017,8889.869
28019,4542.7944
28021,4671.367
28023,8816.655
28025,10376.366
28027,11846.895
28029,15134.666
28031,10760.11
28033,105051.26
28035,39698.035
28037,3729.7903
28039,10329.627
28041,6030.414
28043,11233.362
28045,21344.559
28047,102714.91
28049,147917.73
28051,8184.2363
28053,4549.6484
28055,1101.2668
28057,13048.724
28059,71651.64
28061,8789.388
28063,2773.4731
28065,5943.2075
28067,35344.824
28069,5081.5327
28071,25367.904
28073,30156.889
28075,40418.21
28077,6322.901
28079,9779.955
28081,44607.29
28083,15321.263
28085,16702.482
28087,32020.66
28089,59781.13
28091,12254.117
28093,20214.719
28095,19280.785
28097,5599.9106
28099,16096.712
28101,11722.357
28103,5115.4307
28105,24851.082
28107,17429.928
28109,26892.988
28111,6252.718
28113,17516.64
28115,17552.465
28117,12862.03
28119,3706.0466
28121,91269.3
28123,14906.478
28125,2297.1704
28127,14488.045
28129,8046.3843
28131,7096.487
28133,12548.993
28135,6794.5605
28137,16038.884
28139,11279.205
28141,8457.3545
28143,6334.5425
28145,14357.944
28147,7270.0513
28149,26806.154
28151,25705.986
28153,9802.452
28155,4722.384
28157,4027.1714
28159,10008.084
28161,5962.491
28163,12623.815
29001,14203.791
29003,12478.176
29005,3966.2651
29007,14598.443
29009,20266.984
29011,8134.713
29013,11293.087
29015,9635.6875
29017,7976.579
29019,106174.336
29021,50830.453
29023,21520.176
29025,7227.2905
29027,28299.203
29029,26414.957
29031,47329.293
29033,7014.7505
29035,3275.2285
29037,65395.766
29039,7969.2466
29041,6356.577
29043,50715.41
29045,4836.917
29047,144848.58
29049,12573.925
29051,48783.934
29053,10889.109
29055,14217.157
29057,4591.887
29059,11357.321
29061,5441.31
29063,5827.553
29065,8313.212
29067,8740.993
29069,14885.483
29071,62188.39
29073,10000.466
29075,4216.9473
29077,167584.61
29079,5839.5747
29081,5384.1816
29083,12234.838
29085,4156.3926
29087,3144.1572
29089,6590.2188
29091,20867.188
29093,4498.778
29095,399702.9
29097,69506.414
29099,144223.1
29101,33333.39
29103,2900.0828
29105,18999.54
29107,20977.936
29109,20954.236
29111,6142.7573
29113,31328.736
29115,6886.6562
29117,8294.777
29119,13505.124
29121,9140.159
29123,6329.837
29125,7051.692
29127,16695.764
29129,1655.015
29131,14515.366
29133,6569.0054
29135,9558.561
29137,6624.109
29139,7750.475
29141,9474.518
29143,9611.464
29145,31526.623
29147,13558.872
29149,5290.812
29151,10086.265
29153,4819.8677
29155,8022.832
29157,11923.856
29159,23634.307
29161,22026.254
29163,9089.497
29165,57801.473
29167,15586.31
29169,27085.48
29171,2899.517
29173,6343.7095
29175,12713.159
29177,17238.557
29179,2403.1707
29181,6461.6377
29183,238278.28
29185,5406.269
29186,10643.715
29187,31601.904
29189,625206.7
29195,13062.218
29197,2557.7134
29199,2993.5176
29201,21494.934
29203,4138.5244
29205,4449.7817
29207,16030.597
29209,19376.525
29211,3604.6162
29213,28270.217
29215,10790.049
29217,10823.233
29219,18823.805
29221,10527.823
29223,5388.3716
29225,20474.88
29227,1531.3796
29229,7947.48
29510,173837.16
30001,5622.9565
30003,6138.0786
30005,2906.1458
30007,2695.4602
30009,6543.599
30011,865.7036
30013,50096.043
30015,3236.6228
30017,7354.8677
30019,1320.085
30021,5573.802
30023,5183.704
30025,2022.4708
30027,7620.951
30029,61368.37
30031,67492.97
30033,793.48865
30035,6279.441
30037,579.3063
30039,2101.9597
30041,9955.69
30043,7337.428
30045,986.7317
30047,15334.548
30049,43160.664
30051,1029.0846
30053,9779.137
30055,1254.438
30057,6153.625
30059,1100.9147
30061,2208.1135
30063,75020.48
30065,2568.401
30067,10958.195
30069,316.90344
30071,2669.5203
30073,3367.8765
30075,1087.6132
30077,3438.1316
30079,646.96906
30081,22142.46
30083,7030.4253
30085,5179.935
30087,5485.103
30089,6017.9507
30091,2394.64
30093,19555.51
30095,5589.247
30097,2674.177
30099,3848.641
30101,3118.2239
30103,449.3726
30105,4555.927
30107,984.4503
30109,739.6352
30111,99929.484
31001,20721.049
31003,5220.48
31005,362.735
31007,592.15326
31009,436.067
31011,3734.8406
31013,6991.0776
31015,1417.2297
31017,2021.3384
31019,32692.215
31021,4512.25
31023,5825.364
31025,18460.752
31027,6212.4277
31029,2392.1472
31031,3957.1357
31033,7023.2036
31035,4602.2227
31037,7055.7554
31039,6545.3154
31041,7431.486
31043,13093.681
31045,5497.9346
31047,14746.091
31049,1371.7095
31051,4172.7656
31053,22858.26
31055,335279.22
31057,1333.2214
31059,4191.8613
31061,1974.7257
31063,1895.1738
31065,2909.8677
31067,15657.771
31069,1346.6444
31071,1475.0974
31073,1377.1045
31075,440.97543
31077,1569.5566
31079,36500.215
31081,6205.3447
31083,2161.7566
31085,801.7114
31087,1911.6185
31089,7233.16
31091,582.3334
31093,4457.7397
31095,5227.376
31097,3217.9978
31099,4601.876
