state_county_res,residence_emp
31101,5592.2886
31103,614.1759
31105,2649.6003
31107,4902.4487
31109,196101.64
31111,22205.174
31113,530.9304
31115,447.9645
31117,421.6675
31119,23402.02
31121,5232.5938
31123,3446.3062
31125,2343.3545
31127,4425.387
31129,3134.5012
31131,10692.996
31133,1976.3402
31135,2094.5295
31137,5682.965
31139,5298.5
31141,20832.188
31143,3694.434
31145,6901.5947
31147,5556.302
31149,1152.549
31151,8450.596
31153,109337.83
31155,14373.168
31157,23101.518
31159,11513.512
31161,3525.1208
31163,2234.6492
31165,979.8501
31167,4462.3877
31169,3252.8772
31171,514.80414
31173,3264.8086
31175,2702.0178
31177,13239.801
31179,6481.794
31181,2080.8052
31183,571.62317
31185,9256.4375
32001,21793.326
32003,1172631.0
32005,31149.328
32007,25806.0
32009,464.12872
32011,4260.1733
32013,9906.754
32015,4558.7686
32017,2140.0
32019,25414.785
32021,2473.8528
32023,18553.871
32027,2429.745
32029,4011.405
32031,285308.03
32033,5214.0
32510,34027.21
33001,41413.594
33003,32526.48
33005,51227.605
33007,19982.562
33009,58162.055
33011,275996.4
33013,96641.96
33015,208025.33
33017,78633.6
33019,28654.91
34001,170740.97
34003,594486.94
34005,286812.03
34007,306865.94
34009,63512.69
34011,78146.95
34013,447112.9
34015,173590.08
34017,384736.0
34019,85376.984
34021,211997.92
34023,512954.25
34025,397091.4
34027,330482.12
34029,304900.97
34031,299921.8
34033,37630.297
34035,210613.52
34037,104070.24
34039,320996.5
34041,69468.23
35001,399175.47
35003,1706.7347
35005,31818.004
35006,11901.799
35007,8051.7754
35009,24047.553
35011,938.7735
35013,93179.55
35015,28279.684
35017,14927.89
35019,2162.4414
35021,743.8598
35023,2132.2654
35025,35144.008
35027,11778.715
35028,11566.036
35029,10413.6045
35031,30974.572
35033,2666.4263
35035,29793.137
35037,4410.316
35039,22174.803
35041,9329.24
35043,67469.67
35045,66350.414
35047,14200.446
35049,93573.11
35051,4746.259
35053,8829.579
35055,18805.318
35057,7692.721
35059,2455.0208
35061,37874.812
36001,187215.23
36003,25279.379
36005,574365.06
36007,108741.77
36009,44371.39
36011,46810.31
36013,71355.01
36015,46721.727
36017,27146.37
36019,44569.92
36021,38307.12
36023,27133.557
36025,27134.7
36027,173036.64
36029,522875.2
36031,22616.773
36033,23994.035
36035,30714.34
36037,36220.68
36039,25818.469
36041,3128.368
36043,35489.95
36045,66922.19
36047,1159121.9
36049,14722.866
36051,38022.047
36053,41611.367
36055,432669.44
36057,26815.238
36059,858767.94
36061,1012404.94
36063,114317.016
36065,125810.92
36067,268854.47
36069,65551.875
36071,213630.38
36073,22145.197
36075,64127.914
36077,31722.879
36079,63733.098
36081,1214123.1
36083,98184.27
36085,235696.39
36087,181645.89
36089,51751.543
36091,140243.73
36093,85799.1
36095,17195.629
36097,11528.801
36099,19417.68
36101,48781.57
36103,896962.3
36105,40670.258
36107,28171.625
36109,56617.74
36111,103905.516
36113,38040.336
36115,34916.33
36117,54742.145
36119,569719.4
36121,21809.395
36123,12260.045
37001,91311.016
37003,22735.924
37005,6031.9727
37007,12644.449
37009,15786.518
37011,10585.896
37013,24722.613
37015,9753.438
37017,18524.033
37019,53940.215
37021,142275.4
37023,55439.496
37025,104641.08
37027,45725.465
37029,6507.0054
37031,40689.973
37033,11806.488
37035,87605.25
37037,44912.387
37039,13854.745
37041,7661.8105
37043,4953.898
37045,53651.316
37047,28525.26
37049,57068.926
37051,177296.42
37053,15259.052
37055,27286.762
37057,104342.36
37059,24759.824
37061,28901.494
37063,162585.9
37065,28403.105
37067,203125.92
37069,35425.957
37071,118187.19
37073,6348.254
37075,4464.5923
37077,31706.324
37079,12352.7295
37081,285316.53
37083,26133.555
37085,64107.223
37087,32023.572
37089,56679.55
37091,10963.082
37093,23914.953
37095,2845.3992
37097,87026.9
37099,22132.182
37101,102657.945
37103,5438.7827
37105,32547.787
37107,31916.941
37109,42911.246
37111,23122.686
37113,18975.486
37115,11926.349
37117,14217.436
37119,561467.94
37121,7580.177
37123,14499.418
37125,44205.523
37127,54669.4
37129,116128.78
37131,10603.903
37133,102795.766
37135,77516.61
37137,6591.703
37139,22518.588
37141,26068.14
37143,7062.075
37145,21540.363
37147,90372.79
37149,10785.769
37151,85419.63
37153,20852.652
37155,59489.617
37157,49636.375
37159,70530.73
37161,32644.766
37163,33493.17
37165,15404.055
37167,35071.164
37169,26856.354
37171,42388.06
37173,6391.6357
37175,17315.53
37177,2070.0776
37179,112772.195
37181,20355.842
37183,551018.0
37185,8306.255
37187,5378.072
37189,29628.154
37191,63135.09
37193,36564.824
37195,42253.8
37197,21878.283
37199,9537.606
38001,1771.7797
38003,7893.8433
38005,3363.8943
38007,779.8307
38009,4714.0366
38011,2317.1958
38013,1636.7002
38015,58944.543
38017,105839.38
38019,3158.141
38021,3733.9807
38023,1569.9387
38025,2236.329
38027,1652.4248
38029,2328.1233
38031,2258.801
38033,1172.7842
38035,48205.492
38037,1745.5594
38039,1973.3599
38041,1850.7772
38043,2024.5779
38045,2749.3098
38047,1581.3785
38049,3837.2607
38051,1902.493
38053,4456.3525
38055,5881.9434
38057,5710.1055
38059,18679.209
38061,3344.7498
38063,2246.669
38065,1059.9857
38067,5253.5947
38069,2845.7178
38071,7983.45
38073,3856.5635
38075,1790.842
38077,10808.527
38079,6667.473
38081,2595.2224
38083,951.81335
38085,1393.0042
38087,584.173
38089,17018.87
38091,1398.1984
38093,13997.479
38095,1855.9072
38097,5307.5405
38099,7485.5186
38101,40246.273
38103,3054.7966
38105,14847.599
39001,15042.82
39003,59031.92
39005,30711.006
39007,56653.7
39009,29395.936
39011,29421.42
39013,38304.875
39015,28167.299
39017,217436.25
39019,18236.143
39021,23407.008
39023,77878.96
39025,126066.95
39027,26384.826
39029,60559.598
39031,22374.395
39033,24575.47
39035,763426.06
39037,33802.547
39039,23992.03
39041,117308.34
39043,46264.945
39045,90923.48
39047,17431.906
39049,730154.06
39051,27580.107
39053,15203.416
39055,61009.484
39057,97160.195
39059,21546.348
39061,480129.84
39063,46245.51
39065,17528.748
39067,7997.111
39069,18142.52
39071,22904.234
39073,16455.596
39075,23855.703
39077,33800.945
39079,15645.332
39081,34720.97
39083,35462.27
39085,151535.84
39087,31221.004
39089,98235.96
39091,26341.193
39093,169479.88
39095,249626.72
39097,24023.623
39099,131886.47
39101,34828.33
39103,112465.47
39105,11271.17
39107,26780.115
39109,61415.72
39111,7341.3535
39113,297625.38
39115,7864.335
39117,22127.75
39119,45911.61
39121,5855.2827
39123,25339.248
39125,12180.276
39127,19095.756
39129,29131.414
39131,12128.322
39133,98920.33
39135,24941.664
39137,22828.492
39139,66939.945
39141,37552.383
39143,35237.277
39145,34524.97
39147,33428.973
39149,29266.463
39151,215332.45
39153,323098.12
39155,112544.54
39157,50576.74
39159,28875.89
39161,17780.703
39163,6446.599
39165,124455.96
39167,34585.777
39169,65940.45
39171,22421.26
39173,76981.57
39175,13920.104
40001,11267.303
40003,3377.1543
40005,7747.857
40007,4485.0254
40009,12266.4
40011,6927.578
40013,23899.139
40015,13602.655
40017,71391.56
40019,28409.041
40021,23834.885
40023,7667.1035
40025,2057.2478
40027,161389.4
40029,2861.501
40031,62637.367
40033,3927.0962
40035,8684.77
40037,40995.402
40039,16250.3955
40041,20711.61
40043,3033.411
40045,2905.7288
40047,36326.86
40049,16166.981
40051,32215.102
40053,3271.327
40055,2645.5315
40057,1714.5367
40059,2389.17
40061,6814.3545
40063,6779.9204
40065,15200.403
40067,3367.5776
40069,5073.2505
40071,27183.854
40073,9810.228
40075,5000.9014
40077,6305.1973
40079,25553.611
40081,20041.277
40083,28423.031
40085,5431.404
40087,19795.623
40089,16117.157
40091,9979.319
40093,5343.888
40095,8050.2495
40097,21737.197
40099,8685.451
40101,36416.062
40103,7106.445
40105,6596.5117
40107,5969.896
40109,419199.12
40111,20368.982
40113,29737.72
40115,17248.082
40117,9596.627
40119,47213.816
40121,23489.945
40123,22973.877
40125,36089.52
40127,6023.555
40129,1975.0874
40131,56364.36
40133,12216.309
40135,21931.812
40137,24688.861
40139,12980.3125
40141,4471.9795
40143,369350.94
40145,40543.832
40147,27643.479
40149,6073.662
40151,5339.4795
40153,13541.325
41001,8721.981
41003,52692.465
41005,249242.16
41007,22843.295
41009,26411.242
41011,32973.895
41013,12184.141
41015,11808.559
41017,99059.88
41019,55686.117
41021,1237.914
41023,4175.1284
41025,4277.029
41027,14640.015
41029,118901.32
41031,10081.923
41033,40965.69
41035,34566.37
41037,4277.919
41039,202505.47
41041,26565.012
41043,61650.11
41045,15911.043
41047,170350.86
41049,6100.2856
41051,463322.72
41053,41688.613
41055,1222.178
41057,13885.67
41059,39654.367
41061,15588.122
41063,4809.225
41065,13606.323
41067,313154.3
41069,783.52936
41071,54629.098
42001,70058.17
42003,745395.9
42005,42417.01
42007,102147.22
42009,28036.893
42011,251611.12
42013,68723.25
42015,33119.926
42017,419627.88
42019,108182.74
42021,78018.48
42023,2993.043
42025,37228.133
42027,97538.59
42029,329923.38
42031,22840.664
42033,43137.355
42035,21810.055
42037,38021.934
42039,48141.6
42041,147053.56
42043,166756.98
42045,337541.3
42047,20158.76
42049,157390.58
42051,70472.62
42053,2458.1646
42055,86628.05
42057,8492.88
42059,19384.65
42061,23524.664
42063,48048.652
42065,25385.098
42067,15992.747
42069,123380.766
42071,313667.12
42073,49274.05
42075,79282.734
42077,200229.0
42079,173486.45
42081,66307.73
42083,23936.934
42085,61080.082
42087,24823.334
42089,89013.734
42091,519512.16
42093,11349.409
42095,166610.1
42097,52828.7
42099,29076.447
42101,688520.7
42103,29754.436
42105,9139.384
42107,80165.45
42109,22473.969
42111,42048.758
42113,3576.875
42115,24652.113
42117,21237.52
42119,19958.627
42121,28291.873
42123,23260.96
42125,120253.06
42127,24907.418
42129,209008.7
42131,14817.584
42133,268540.75
44001,32236.096
44003,108337.44
44005,52223.426
44007,359339.7
44009,84684.29
45001,14763.016
45003,84089.03
45005,4359.758
45007,100199.29
45009,7833.641
45011,10280.463
45013,93366.71
45015,98334.83
45017,10429.286
45019,217142.92
45021,26635.61
45023,16232.68
45025,22715.514
45027,14675.319
45029,19946.162
45031,33705.67
45033,14533.719
45035,71272.12
45037,13221.304
45039,11983.907
45041,73548.24
45043,35468.42
45045,266556.38
45047,34916.336
45049,10159.438
45051,148162.25
45053,13577.186
45055,34867.3
45057,34635.004
45059,35073.082
45061,8392.579
45063,158784.3
45065,3849.0425
45067,17444.03
45069,10701.153
45071,19612.758
45073,34168.13
45075,45451.484
45077,65139.61
45079,226743.47
45081,9872.046
45083,146718.7
45085,54970.63
45087,13656.841
45089,14297.131
45091,120717.57
46003,2057.3042
46005,11277.838
46007,1727.784
46009,4005.6777
46011,21457.043
46013,26707.633
46015,3341.866
46017,714.176
46019,6569.121
46021,1178.3765
46023,5329.817
46025,2559.2773
46027,12130.1875
46029,19706.117
46031,1757.6042
46033,6019.573
46035,13692.3545
46037,3827.462
46039,3441.814
46041,2507.574
46043,1808.3668
46045,2846.292
46047,3448.9631
46049,1425.6146
46051,5316.6265
46053,3003.7456
46055,1493.6703
46057,3642.4775
46059,2461.7563
46061,2324.6335
46063,1001.7298
46065,12578.15
46067,4632.4434
46069,906.3164
46071,1378.4528
46073,1680.5742
46075,844.29944
46077,3551.9612
46079,7761.399
46081,16093.869
46083,33748.887
46085,2492.0012
46087,3888.839
46089,1327.864
46091,2806.787
46093,20361.918
46095,1001.09125
46097,1741.7919
46099,121050.055
46101,4703.326
46103,59190.16
46105,2154.4053
46107,1480.0035
46109,5849.793
46111,1564.9991
46113,4124.024
46115,3677.2588
46117,2331.0947
46119,1156.9512
46121,3333.6106
46123,3809.6892
46125,6173.502
46127,10011.935
46129,3663.0789
46135,12907.711
46137,1035.1101
47001,38451.29
47003,28533.31
47005,8870.774
47007,5476.2925
47009,71256.99
47011,51725.137
47013,18429.07
47015,9234.81
47017,16776.947
47019,32584.496
47021,27416.426
47023,9764.301
47025,16098.23
47027,5657.487
47029,16838.953
47031,28681.072
47033,9081.796
47035,26704.445
47037,410871.06
47039,7180.8457
47041,9690.701
47043,30415.887
47045,22371.246
47047,29489.803
47049,9209.849
47051,21252.73
47053,26079.988
47055,16598.293
47057,13098.511
47059,37270.47
47061,6898.4604
47063,34097.16
47065,202458.02
47067,3013.3213
47069,12157.886
47071,13973.148
47073,29613.965
47075,9949.845
47077,15167.911
47079,17073.547
47081,13459.74
47083,4108.158
47085,9188.862
47087,8942.5
47089,29006.168
47091,8178.8545
47093,264926.62
47095,2043.5931
47097,12340.674
47099,21586.354
47101,6133.001
47103,19808.781
47105,23593.242
47107,28427.248
47109,11922.402
47111,13336.941
47113,53434.348
47115,14936.044
47117,16469.754
47119,48480.05
47121,7600.555
47123,21856.553
47125,91460.27
47127,3884.6401
47129,10922.409
47131,16747.193
47133,11641.592
47135,4052.3628
47137,2723.3455
47139,8002.2505
47141,35406.49
47143,14218.763
47145,29079.041
47147,42177.695
47149,160456.36
47151,9804.349
47153,6962.397
47155,53512.88
47157,559747.0
47159,11206.846
47161,5973.9272
47163,83437.69
47165,89877.25
47167,35947.625
47169,6438.135
47171,9233.092
47173,9422.857
47175,3010.7263
47177,20132.01
47179,66535.95
47181,7529.9277
47183,19941.771
47185,13721.34
47187,107910.875
47189,72872.93
48001,25858.434
48003,7499.8174
48005,47397.027
48007,12366.106
48009,5936.0176
48011,1552.3842
48013,26411.973
48015,19426.406
48017,4026.5693
48019,12615.352
48021,44201.37
48023,2265.5374
48025,12302.192
48027,165918.36
48029,926244.9
48031,8302.778
48033,529.2115
48035,10802.474
48037,47233.87
48039,174692.38
48041,99651.1
48043,6298.6025
48045,1144.4775
48047,3149.018
48049,20988.734
48051,10166.617
48053,27373.322
48055,20184.596
48057,10514.974
48059,8988.279
48061,165853.61
48063,6836.197
48065,6406.702
48067,16118.341
48069,4387.9336
48071,18695.355
48073,26121.318
48075,3344.833
48077,8926.52
48079,1759.0447
48081,2150.3408
48083,5451.3604
48085,487975.25
48087,1991.5654
48089,13288.784
48091,59794.8
48093,9035.223
48095,1671.4285
48097,28069.275
48099,37618.535
48101,1069.2051
48103,2306.7517
48105,2161.2954
48107,3217.7222
48109,1529.2573
48111,4553.7354
48113,1467486.0
48115,6106.5425
48117,9698.401
48119,3887.8213
48121,403808.1
48123,12155.698
48125,1427.8009
48127,4203.053
48129,2127.362
48131,6591.405
48133,10984.263
48135,79628.86
48137,1571.3682
48139,86322.64
48141,366842.8
48143,23070.455
48145,10000.964
48147,18686.887
48149,16778.525
48151,2651.6216
48153,4143.625
48155,916.9446
48157,353382.4
48159,6360.951
48161,11063.698
48163,6909.424
48165,8431.057
48167,168906.16
48169,2979.5642
48171,16578.086
48173,742.51135
48175,4995.9053
48177,11138.179
48179,12699.138
48181,63324.176
48183,72457.17
48185,12947.507
48187,69109.8
48189,17968.75
48191,1923.953
48193,4818.026
48195,3585.7427
48197,2564.4094
48199,32182.893
48201,2323286.5
48203,38069.52
48205,2462.6448
48207,3685.8179
48209,91995.32
48211,2875.8813
48213,38952.254
48215,298286.66
48217,20592.627
48219,13427.19
48221,26051.871
48223,19322.2
48225,11201.9795
48227,16408.688
48229,1466.1644
48231,48381.906
48233,11184.512
48235,1363.1979
48237,4996.206
48239,7629.6294
48241,18136.4
48243,1209.0715
48245,129086.04
48247,2652.3665
48249,22868.604
48251,90112.64
48253,9205.126
48255,6587.428
48257,61259.215
48259,17652.908
48261,166.2755
48263,619.3326
48265,28980.012
48267,3338.216
48269,184.67711
48271,1244.897
48273,16563.518
48275,2019.9714
48277,29043.88
48279,7162.088
48281,11605.403
48283,2966.679
48285,13080.608
48287,11002.118
48289,9345.661
48291,38861.32
48293,12026.723
48295,2165.1018
48297,5720.1396
48299,9016.322
48301,16.504229
48303,159153.83
48305,3241.4844
48307,4973.7407
48309,129612.41
48311,510.34457
48313,5652.485
48315,5363.212
48317,2885.31
48319,2828.5908
48321,18041.732
48323,20308.666
48325,23984.6
48327,1446.5713
48329,91355.82
48331,13876.214
48333,3295.3503
48335,3872.332
48337,12927.089
48339,237608.5
48341,11214.307
48343,6750.653
48345,880.34045
48347,30631.729
48349,27043.822
48351,6678.0166
48353,9003.324
48355,190284.53
48357,5968.1226
48359,1065.9242
48361,42652.08
48363,15723.101
48365,13114.246
48367,69520.71
48369,5390.459
48371,7172.9565
48373,17199.117
48375,70834.13
48377,2815.7822
48379,7234.3027
48381,74306.73
48383,2585.926
48385,1500.0326
48387,7214.881
48389,5164.294
48391,3827.4004
48393,640.62506
48395,8195.315
48397,46406.305
48399,6054.877
48401,27724.188
48403,3975.712
48405,3529.5632
48407,12253.296
48409,35285.695
48411,3682.4434
48413,2103.3616
48415,8650.022
48417,2276.7705
48419,12365.103
48421,1675.046
48423,115933.61
48425,4490.063
48427,21875.473
48429,5185.2876
48431,735.2836
48433,1351.1652
48435,2776.3445
48437,4051.2954
48439,1063320.0
48441,78629.95
48443,622.0283
48445,6782.59
48447,1245.8505
48449,17322.38
48451,64483.67
48453,633827.75
48455,6472.749
48457,8433.077
48459,21673.383
48461,1789.2063
48463,13101.453
48465,24559.447
48467,28698.234
48469,52549.26
48471,26291.81
48473,24470.871
48475,5420.841
48477,19912.129
48479,111954.18
48481,24688.613
48483,3445.9485
48485,76493.87
48487,8503.313
48489,6861.9565
48491,230758.44
48493,25512.666
48495,3549.4277
48497,36670.668
48499,19019.752
48501,4148.936
48503,11889.65
48505,5250.91
48507,5014.0977
49001,3489.9883
49003,27862.293
49005,64318.766
49007,11652.769
49009,640.3849
49011,189382.69
49013,11037.269
49015,6192.221
49017,3417.0273
49019,6620.836
49021,24442.49
49023,5585.321
49025,4608.9697
49027,6567.1157
49029,6031.4556
49031,758.9692
49033,1390.5997
49035,678928.7
49037,6482.621
49039,12659.152
49041,11223.55
49043,29100.861
49045,28388.52
49047,19439.383
49049,279799.78
49051,15213.948
49053,74806.34
49055,1681.7388
49057,139417.53
50001,28261.982
50003,23934.824
50005,20518.857
50007,106903.13
50009,3860.8892
50011,31757.713
50013,5058.3354
50015,17000.299
50017,21299.46
50019,16544.398
50021,41252.41
50023,40636.18
50025,30946.617
50027,38857.914
51001,19246.916
51007,8439.863
51009,19628.14
51011,8858.067
51013,152023.75
51017,3036.3567
51021,3560.2114
51023,23194.268
51025,8950.574
51027,9601.199
51029,6404.318
51033,17908.166
51036,4594.322
51037,7028.322
51041,209729.0
51043,9311.005
51045,3936.5483
51047,28146.992
51049,5759.425
51051,5968.082
51057,6601.729
51061,46097.363
51063,9564.694
51065,16094.843
51067,31887.705
51071,8468.742
51073,24374.66
51075,11350.971
51077,9337.027
51079,12724.9
51083,18036.322
51085,66910.61
51087,197942.77
51091,1558.6061
51093,22568.414
51097,4466.332
51099,13993.585
51101,9940.874
51103,5810.089
51105,12729.9795
51107,206318.14
51109,23785.229
51111,6385.3667
51113,9424.904
51115,6319.7246
51117,16728.676
51119,6474.8223
51125,9561.313
51127,11782.544
51131,6879.2954
51133,6380.853
51135,8693.843
51137,18998.342
51139,13127.97
51141,9883.26
51145,14920.0
51147,11185.886
51155,18194.53
51157,5055.567
51159,4460.768
51167,14728.631
51169,11769.995
51171,24909.242
51173,17419.04
51179,77625.25
51181,4061.4949
51183,5609.1865
51185,22328.92
51187,22725.848
51193,9676.864
51197,16198.435
51510,103094.32
51550,138662.62
51650,79447.516
51700,106062.945
51710,146852.73
51740,51626.793
51760,115700.56
51770,54325.684
51800,46359.188
51810,293263.2
53001,8647.524
53003,11986.577
53005,90833.57
53007,43310.49
53009,36744.156
53011,243165.12
53013,2253.7349
53015,50678.68
53017,21804.361
53019,2855.269
53021,32495.57
53023,1303.1692
53025,39941.062
53027,35131.797
53029,44386.734
53031,15280.025
53033,1321470.4
53035,139434.81
53037,21831.268
53039,10842.224
53041,38185.066
53043,5501.772
53045,27903.152
53047,23462.564
53049,10870.349
53051,5219.259
53053,451995.53
53055,11021.257
53057,66407.22
53059,5498.7905
53061,438058.7
53063,268478.47
53065,19891.404
53067,145028.92
53069,2029.6171
53071,30554.457
53073,115794.664
53075,21342.77
53077,118581.07
54001,8449.886
54003,58183.96
54005,9581.8545
54007,6554.8003
54009,13290.733
54011,50823.727
54013,3864.937
54015,4008.775
54017,4907.3057
54019,20996.26
54021,2830.779
54023,7354.3027
54025,17864.186
54027,12749.882
54029,16110.695
54031,6816.597
54033,36611.31
54035,15003.983
54037,30528.332
54039,111184.59
54041,7185.9087
54043,8984.818
54045,12719.578
54047,6090.2485
54049,31313.213
54051,18489.762
54053,12240.705
54055,28982.318
54057,13907.033
54059,10551.817
54061,49220.273
54063,7343.937
54065,8390.88
54067,11906.882
54069,24036.275
54071,4625.004
54073,3995.611
54075,4825.018
54077,17682.469
54079,32047.225
54081,37791.684
54083,14949.253
54085,5285.837
54087,7301.3423
54089,5310.6387
54091,8937.391
54093,3808.9336
54095,4372.488
54097,11790.016
54099,19188.662
54101,4093.634
54103,6911.0557
54105,2996.321
54107,45415.418
54109,8598.605
55001,12708.877
55003,9662.7295
55005,30245.094
55007,9824.477
55009,161590.28
55011,12205.367
55013,9472.466
55015,35480.77
55017,37157.92
55019,20742.354
55021,39368.2
55023,11386.972
55025,343394.72
55027,59865.2
55029,20148.87
55031,21812.314
55033,27195.47
55035,66263.164
55037,2710.7583
55039,66025.72
55041,5260.7847
55043,33418.914
55045,26256.736
55047,12693.906
55049,17414.121
55051,3991.3616
55053,13454.486
55055,59373.266
55057,15560.089
55059,100088.4
55061,13255.065
55063,74358.57
55065,11380.855
55067,11999.236
55069,18930.834
55071,50700.727
55073,89496.49
55075,24304.098
55077,8864.153
55078,1602.1628
55079,559524.3
55081,26291.396
55083,24297.484
55085,24938.16
55087,118159.36
55089,58637.438
55091,5028.009
55093,31204.258
55095,28224.566
55097,44418.785
55099,8972.955
55101,110850.73
55103,11356.311
55105,97122.53
55107,8506.967
55109,55409.527
55111,44375.38
55113,10100.04
55115,25651.95
55117,77807.14
55119,12615.761
55121,17916.008
55123,17716.814
55125,11794.44
55127,61999.2
55129,8131.603
55131,89641.12
55133,260265.08
55135,30556.375
55137,13128.488
55139,100235.34
55141,47236.258
56001,21679.965
56003,6795.805
56005,31001.1
56007,10999.346
56009,8109.459
56011,4541.048
56013,24224.07
56015,7977.9365
56017,3316.0154
56019,5909.4224
56021,60059.86
56023,11172.45
56025,53139.258
56027,1742.1638
56029,20335.805
56031,5413.6714
56033,20692.652
56035,7461.6626
56037,30729.467
56039,23802.766
56041,13208.847
56043,5422.832
56045,5695.854
