vector_number,hat_w,hatL,hatR,hatv,diag_hat_λ,hatP,hatQ,real_v,L,R
1001,1.0016137401242124,0.9871845746130502,1.0067853708457577,1.005642470795712,0.9686288296599819,1.0014402619745442,1.012466127898305,1.004196165243928,19141,34240.34
1003,1.0011618028070304,0.9919836624776421,0.9950789222629934,1.0034660330928047,0.9842339656460193,1.0018836016548356,0.9985278987375094,1.0015794563713343,92474,104695.4
1005,1.0014944312138412,0.9936079980374171,0.9955046473570612,1.0025108428628302,0.9870166491321708,1.0013646792378643,0.998004203095792,1.0011446016109118,14328,13461.86
1007,1.0015645331605023,0.976945748125852,1.005185980359145,1.0081091528372705,0.9671812075579468,1.0015382356266365,1.0133371871037589,1.006560825115701,6685,11974.73
1009,1.00167640842248,0.9764651279964113,1.0013261851523092,1.0124382299154868,0.9669331058192866,1.0015617406847224,1.013780910463631,1.010859529461787,19296,34892.78
1011,1.0014998904085473,0.987947110398032,1.0012073278081366,1.0057393589019925,0.9755292725718872,1.0013162633059345,1.0069536159977324,1.004417281290783,4243,5443.616
1013,1.0014184368229635,0.9883403422499616,0.9952904505979697,1.0041242349092987,0.9847205744955689,1.0014823948925076,0.9993952622192175,1.0026379295634795,10091,11225.07
1015,1.001650600995373,0.9963391171322163,0.9948817370377645,1.0015917391202087,0.9897861945008556,1.0012423768724539,0.9964653292185887,1.0003489287467497,66547,59988.89
1017,1.001720284053467,0.9923449032945628,1.0037920555729032,1.0034599355043086,0.9761091274507171,1.0011774445328154,1.0072651113449227,1.002279806625646,14425,18379.5
1019,1.0017299763611451,0.9888584303316676,0.9991898361865083,1.0042141730115628,0.9811721006503413,1.0011514671478003,1.0034005950275933,1.0030591833146765,8769,13494.39
1021,1.0016770271702147,0.9734874311288996,1.0038531424828254,1.0093171569815669,0.9676830369842302,1.0015504547710508,1.013206199797777,1.0077546789315688,13529,23021.21
1023,1.0013803825566163,0.9943365771956977,0.9960825995175094,1.0002672609029553,0.9884715541164568,1.0015402370476216,0.9963488134524745,0.9987289815250769,5543,5484.59
1025,1.0013663569800555,0.996983224682902,0.9934932078650411,1.0023384328801819,0.9891043269032302,1.0015510294070176,0.9958164250485502,1.0007861840785393,13726,11772.39
1027,1.001681208672196,0.9890866731339188,0.9966205715252737,1.0037978301915444,0.9847624942879767,1.0012242847810913,1.0004055672213268,1.0025703985106753,6945,8244.683
1029,1.0018084676590906,0.9882348335406317,1.0024681359618741,1.0036907002199713,0.9780880969325605,1.0010308330049558,1.0061679453317829,1.0026571281596102,4670,7366.398
1031,1.0014192759244387,0.9946638594637929,0.996119604998969,1.0061053346511861,0.9810404850212735,1.0014997815941205,1.002201248540095,1.0045986560773232,22782,26092.58
1033,1.0014788732076538,1.000483923287498,1.000370740867429,0.9993425382860524,0.9845630053292894,1.0014515585967125,0.9997130354055551,0.9978940366185904,29775,28109.06
1035,1.0013789612166781,0.9926082919484909,0.9965121994296785,1.0020782431202107,0.985502882112918,1.0015589067777142,0.9985831940523492,1.0005185280056739,5824,6684.222
1037,1.0016388311211775,0.9913465976829035,1.0041351678338346,1.0036693155200085,0.974897953460261,1.0013002566181102,1.0078196565893536,1.0023659825174716,2581,5139.4
1039,1.0013754461284845,0.9916769806286281,0.9944250325954098,1.0020414530247532,0.9882810303001208,1.0015579851045924,0.996455104586092,1.0004827158560474,19389,19669.86
1041,1.00142278339862,0.9878486970767093,0.9996028846988895,1.0046749048829922,0.9784865634239199,1.0014392828659668,1.0042759331056215,1.003230971734767,6229,7582.802
1043,1.0015794297032024,0.9867834100917156,0.9954701057699199,1.0056871957713656,0.9826884058872788,1.0016334447472193,1.0011315391459754,1.004047140244173,42907,48670.2
1045,1.0014084882762972,1.0020913121998234,1.0020056537021997,0.9972629828302543,0.9849664821065351,1.0014281792370208,0.9992631470238346,0.9958407437566417,28601,27658.99
1047,1.0014619228631088,0.991853259282569,0.9942642556123386,1.0023452708316962,0.9885384222976443,1.0014763658260513,0.9965960745700243,1.0008676240751107,21121,20560.31
1049,1.0016420554066505,0.9905939124220838,0.9957461728247915,1.002564502986736,0.9872796301503602,1.0012786836402388,0.9982997668590317,1.0012841772900054,36498,39879.15
1051,1.001648998015951,0.988927396168592,1.006462523900972,1.0069012396060344,0.9677095989101723,1.0013567105438677,1.0134083629329067,1.0055370169329123,27555,46354.68
1053,1.0013419923717637,0.993182520810293,0.9959171216982386,1.001649788893985,0.9865526154294945,1.0016448333362589,0.997560174704946,1.0000049474200448,17497,16607.42
1055,1.0016173433965405,0.9921906345011822,0.9959265229866496,1.0024121387541587,0.9870047958119079,1.0013584331787575,0.9983288359490402,1.001052276128595,49698,53860.16
1057,1.0014483198177688,0.9880699659614802,0.9967449685117146,1.0050983319771918,0.9816698215192672,1.001474395509925,1.001826705257783,1.003618601217879,7581,9425.252
1059,1.0014738391979945,0.9919444913397318,0.9970796555600413,1.002745826278467,0.9843721976236307,1.0014711585814604,0.9998174630800029,1.001272795213406,15082,17020.97
1061,1.0014052917407383,0.9839814027499088,0.9993036786082131,1.0046147434473083,0.9786401574222252,1.0015708452513794,1.0039152087109415,1.0030391242021077,10140,15110.85
1063,1.0014345006016356,0.9903548045220208,0.9988420152528328,1.0040914865680497,0.9801609795327555,1.0014929150714187,1.0029287639418434,1.0025946978331302,3519,3925.201
1065,1.001457001770227,0.9839386222127607,1.0001943479389646,1.0044944381819754,0.9779741098425514,1.0014854647955302,1.0046896596057373,1.0030045102921783,5637,8214.945
