vector_number,hat_w,hatL,hatR,hatv,diag_hat_λ,diag_hat_pi,hatP,hatQ,real_v,var_hatB,L,R,A,w,s_i,lambda_nn_given_n
18027,1.001546688103992,0.9899695840572549,0.9951742827238426,1.004781700322087,0.9845668555633986,0.9895815655810755,1.001415818964149,0.9999329079120758,1.0033611226167962,-0.001953251,17053,18998.51,0.7597036457476366,31289.92,0.12445732312446697,0.73504096
18029,1.0017342026673455,0.9875425941342435,1.0049196087686374,1.0090650315619254,0.9677690993903008,0.985546682,1.001058882747297,1.0140292367393229,1.0079976802090367,0.006463661,22885,32255.25,0.806999401,34358.27,0.1821684708199627,0.45374677
18031,1.0016519976198324,0.9939331690932404,0.9976611294653369,1.0040417439311269,0.9829608109516947,0.9927073809515095,1.0012400590486064,1.0016934202806747,1.0027982149307757,-0.000674945,16050,14945.7,0.921862755,37248.79,0.15359796179591143,0.71867645
18033,1.0014946808671987,1.0001753972618725,1.0003523056277668,1.001897823741724,0.9814236658566756,0.9998785246105767,1.0013955829811765,1.0022507979834754,1.0005015408187166,0.000640652,27808,26705.75,1.0049672961514555,39761.15,0.17290174125542226,0.6326626
18035,1.001599906885545,0.9950302737483224,0.9953933669914398,1.002776783222129,0.9871118300419399,0.9944030826795529,1.0013894186329073,0.9981573585923201,1.00138544,-0.00267525,63880,62403.61,0.8967600697402476,36816.05,0.2119894519950053,0.84345645
18037,1.0015150109804436,1.001085005542512,0.9941311485071774,1.0014806001118284,0.9902163616986939,1.0006661869529785,1.0013753253359152,0.9956030591968292,1.0001051301877024,-0.004015778,35109,26793,1.0722079063650922,40663.68,0.17646158251089558,0.90389997
18039,1.0014039128670713,1.0003245451446945,0.9947418400707501,1.0014510805885863,0.9890337451496553,1.000319958488315,1.001402382329578,0.9961852906455314,1.00004863,-0.003471357,155177,125264.5,1.1012923542826172,43319.04,0.18491663381099677,0.893938
18041,1.001659355635038,0.9887254097966013,0.9980021197310839,1.0023913303684329,0.9846204295271042,0.9875785394264833,1.0012719147663538,1.000388672507757,1.0011179936094985,-0.001096471,10909,12541.5,0.9066965058556444,36947.02,0.10187177257388799,0.6918882
18043,1.0015401493550957,0.9996371902685545,1.004699868900817,1.005206950303066,0.9718725258833396,0.998935084,1.001305613551302,1.0099312911876805,1.0038962497552841,0.005149963,41083,47865.75,0.8599581700129757,36769.69,0.20002727743927293,0.43041033
18045,1.001596472824144,0.9884939462340497,1.0012574079491123,1.0046028531252653,0.9771136053529785,0.9878546548952091,1.0013805045358757,1.005866048738486,1.0032179062552082,0.002274356,8268,10211.94,0.8234916762059229,33581.4,0.12560551868807612,0.5349998
