vbar_n,state_county_res
48680.98,32003
39597.52,32005
42922.0,32007
26358.57,32009
81790.32,32011
43658.32,32013
59824.46,32015
35479.91,32017
39126.18,32019
37076.59,32021
39783.73,32023
47105.73,32027
45340.42,32029
51028.59,32031
45958.96,32033
46273.03,32510
39006.8,33001
33248.46,33003
40110.3,33005
34542.53,33007
45525.1,33009
54239.24,33011
46908.24,33013
51023.54,33015
44704.07,33017
39309.76,33019
48043.46,34001
69241.19,34003
54113.75,34005
52606.88,34007
37303.91,34009
46948.97,34011
68616.96,34013
50419.14,34015
78071.74,34017
63288.52,34019
64177.58,34021
66196.97,34023
58072.55,34025
69704.9,34027
45971.16,34029
60019.64,34031
50950.62,34033
72864.95,34035
53926.59,34037
67529.69,34039
56444.69,34041
43120.81,35001
20107.27,35003
39626.7,35005
34645.24,35006
31793.77,35007
43385.71,35009
29712.22,35011
38149.89,35013
48411.41,35015
32313.46,35017
27366.41,35019
21986.35,35021
34446.76,35023
45542.75,35025
26036.71,35027
68376.41,35028
34586.44,35029
31275.22,35031
23478.52,35033
36900.37,35035
31216.37,35037
37264.98,35039
39382.98,35041
42330.23,35043
43076.39,35045
31939.98,35047
44479.96,35049
28460.98,35051
33683.57,35053
30705.57,35055
34466.91,35057
24776.86,35059
36545.18,35061
54066.36,36001
34948.69,36003
76496.64,36005
41378.44,36007
39269.05,36009
40307.31,36011
35243.54,36013
41083.54,36015
36831.25,36017
42994.14,36019
38491.23,36021
37692.03,36023
34146.36,36025
50996.49,36027
45641.79,36029
36054.46,36031
41333.09,36033
36563.21,36035
41172.25,36037
40444.13,36039
31102.48,36041
35514.81,36043
47278.21,36045
72324.75,36047
37764.47,36049
40185.79,36051
39312.11,36053
48775.56,36055
40594.32,36057
62810.63,36059
108065.4,36061
42777.07,36063
41310.89,36065
47324.42,36067
40558.45,36069
49606.29,36071
44571.32,36073
43075.09,36075
37267.16,36077
59631.91,36079
73239.02,36081
48151.52,36083
62967.66,36085
61534.71,36087
39557.63,36089
44223.1,36091
52871.68,36093
40523.24,36095
34666.59,36097
38354.25,36099
50536.49,36101
54091.65,36103
38305.69,36105
43592.91,36107
41378.98,36109
40629.67,36111
39458.85,36113
39702.87,36115
43979.7,36117
73275.47,36119
42330.65,36121
34758.68,36123
39689.71,37001
35087.84,37003
26894.76,37005
37741.13,37007
27978.03,37009
26992.53,37011
34486.66,37013
32724.08,37015
34290.5,37017
33797.85,37019
36086.18,37021
33939.89,37023
46741.42,37025
35567.5,37027
36919.39,37029
31177.29,37031
35429.95,37033
40509.11,37035
34146.0,37037
27400.7,37039
33363.55,37041
27029.61,37043
37009.58,37045
33487.97,37047
42314.83,37049
48223.82,37051
35904.03,37053
30222.82,37055
36128.29,37057
37858.85,37059
36457.05,37061
59110.55,37063
39113.8,37065
45739.91,37067
41273.79,37069
43280.64,37071
38099.48,37073
30765.49,37075
46384.3,37077
33274.38,37079
45055.61,37081
34689.05,37083
38548.11,37085
33258.71,37087
36013.52,37089
35229.83,37091
38647.7,37093
32220.15,37095
43322.11,37097
32387.48,37099
40186.57,37101
38377.14,37103
40351.21,37105
36392.63,37107
42630.2,37109
33372.76,37111
29566.76,37113
30032.18,37115
34386.29,37117
58524.67,37119
30610.52,37121
34668.68,37123
36997.59,37125
40044.66,37127
40270.43,37129
34168.16,37131
44286.65,37133
51668.51,37135
34882.51,37137
37885.82,37139
36002.28,37141
34163.64,37143
44618.58,37145
39474.38,37147
35483.62,37149
37921.57,37151
35221.34,37153
34504.5,37155
37888.54,37157
43230.0,37159
33077.81,37161
38428.73,37163
35699.63,37165
38315.28,37167
37523.51,37169
34412.29,37171
32885.1,37173
30307.71,37175
31136.95,37177
48222.04,37179
39281.14,37181
50493.18,37183
34807.09,37185
31064.37,37187
32449.41,37189
38354.9,37191
34481.0,37193
42612.9,37195
36372.89,37197
28029.97,37199
31573.35,38001
32470.08,38003
36923.21,38005
30071.81,38007
35148.55,38009
34202.29,38011
33128.64,38013
37001.43,38015
41090.26,38017
40333.36,38019
38715.02,38021
31719.42,38023
31147.27,38025
30270.75,38027
37707.12,38029
38128.7,38031
23767.99,38033
37318.04,38035
32080.51,38037
27528.33,38039
34311.24,38041
27500.29,38043
43839.48,38045
32037.93,38047
33411.7,38049
26997.77,38051
35150.7,38053
40527.7,38055
48553.74,38057
37497.0,38059
33462.39,38061
31821.46,38063
46304.77,38065
41723.61,38067
27354.96,38069
33963.03,38071
37675.92,38073
39864.21,38075
38189.77,38077
34037.57,38079
49800.98,38081
31385.41,38083
36292.46,38085
40533.51,38087
34746.65,38089
39212.41,38091
40915.23,38093
34361.37,38095
38302.74,38097
35097.38,38099
38647.85,38101
35110.87,38103
42175.0,38105
31489.93,39001
41265.3,39003
36094.26,39005
34736.99,39007
35316.52,39009
39936.71,39011
34243.34,39013
35443.93,39015
47116.49,39017
33197.98,39019
39543.63,39021
39436.59,39023
46369.66,39025
45773.62,39027
35440.69,39029
33180.75,39031
34923.56,39033
53115.9,39035
34540.64,39037
40077.25,39039
47073.48,39041
41857.58,39043
40778.75,39045
37492.88,39047
50755.54,39049
40817.94,39051
37585.58,39053
43215.37,39055
46257.19,39057
32859.74,39059
54236.37,39061
41857.77,39063
37157.13,39065
34364.76,39067
40033.89,39069
37717.81,39071
35683.85,39073
34535.57,39075
39569.76,39077
34219.04,39079
39581.64,39081
37088.94,39083
45885.99,39085
34791.59,39087
41582.02,39089
44419.15,39091
45172.55,39093
45772.46,39095
44864.63,39097
38774.6,39099
40358.33,39101
43030.55,39103
31756.49,39105
36084.92,39107
40792.44,39109
30753.37,39111
47361.52,39113
30359.34,39115
37598.57,39117
35962.27,39119
32565.69,39121
40238.22,39123
36226.46,39125
35963.77,39127
45297.98,39129
39153.84,39131
42454.77,39133
38876.98,39135
36860.78,39137
38840.69,39139
41363.11,39141
39368.2,39143
35879.25,39145
37567.5,39147
44589.11,39149
40045.93,39151
46055.82,39153
42406.07,39155
36496.78,39157
53038.86,39159
37132.72,39161
35868.14,39163
46872.5,39165
38363.72,39167
39194.26,39169
37610.14,39171
45438.44,39173
38252.03,39175
30110.24,40001
25996.82,40003
27087.14,40005
27822.85,40007
36558.1,40009
27082.15,40011
29863.88,40013
29823.21,40015
42788.44,40017
36743.87,40019
31059.96,40021
28070.91,40023
26028.42,40025
40808.93,40027
24333.89,40029
42548.34,40031
31807.26,40033
31121.98,40035
40455.73,40037
31489.27,40039
29739.26,40041
23222.83,40043
26716.82,40045
36408.31,40047
35610.85,40049
33755.38,40051
28678.84,40053
28529.56,40055
25408.07,40057
29607.19,40059
26043.42,40061
26095.57,40063
38198.05,40065
31451.34,40067
29766.83,40069
41794.79,40071
34663.17,40073
27626.99,40075
37395.81,40077
33028.57,40079
31798.58,40081
35081.69,40083
30117.77,40085
36578.09,40087
32635.29,40089
27654.12,40091
26646.13,40093
30789.17,40095
34843.23,40097
30083.79,40099
36342.11,40101
33700.65,40103
29166.24,40105
27402.36,40107
50470.96,40109
35049.03,40111
35100.74,40113
31565.29,40115
35322.64,40117
33242.14,40119
36204.04,40121
31181.38,40123
35090.64,40125
27583.33,40127
28488.97,40129
42435.36,40131
31046.48,40133
32272.75,40135
37974.34,40137
36525.81,40139
31752.2,40141
50489.4,40143
44056.34,40145
41118.74,40147
29913.7,40149
24508.22,40151
37048.31,40153
26735.91,41001
40137.73,41003
45150.27,41005
34408.44,41007
41384.33,41009
33638.57,41011
34203.14,41013
29380.0,41015
37780.19,41017
34525.67,41019
32973.45,41021
28001.6,41023
27408.67,41025
31594.78,41027
37824.55,41029
34755.23,41031
31890.97,41033
35641.16,41035
30390.95,41037
37953.85,41039
32495.99,41041
40311.36,41043
32530.92,41045
42039.07,41047
44806.68,41049
50514.59,41051
37062.74,41053
35534.87,41055
32629.03,41057
38647.44,41059
32483.11,41061
25167.52,41063
35367.19,41065
54287.26,41067
17092.37,41069
40806.25,41071
38299.0,42001
55512.82,42003
40672.38,42005
45473.46,42007
35554.85,42009
47511.51,42011
39053.95,42013
37892.09,42015
54404.68,42017
45784.75,42019
37275.21,42021
36830.22,42023
42019.0,42025
40194.66,42027
62130.01,42029
35254.09,42031
36810.89,42033
36601.46,42035
38389.49,42037
35018.96,42039
47351.66,42041
49810.64,42043
56886.51,42045
37078.25,42047
40323.03,42049
37192.61,42051
36731.47,42053
40442.5,42055
40149.77,42057
42022.37,42059
36714.06,42061
41357.63,42063
34540.55,42065
34916.56,42067
39724.85,42069
44000.96,42071
40798.63,42073
42377.92,42075
50670.02,42077
42622.91,42079
37858.27,42081
37590.14,42083
37771.97,42085
35378.11,42087
44339.81,42089
63829.27,42091
43081.2,42093
48563.13,42095
39375.97,42097
41601.8,42099
63166.57,42101
40623.81,42103
42115.95,42105
39587.29,42107
36547.02,42109
35492.88,42111
30844.69,42113
32664.93,42115
34862.78,42117
39850.58,42119
36881.19,42121
36924.09,42123
47137.53,42125
36815.63,42127
44653.57,42129
41152.24,42131
44588.87,42133
44685.81,44001
47352.32,44003
49228.94,44005
50675.07,44007
44884.84,44009
33477.24,45001
42083.15,45003
39256.39,45005
36978.35,45007
31413.53,45009
34856.55,45011
39621.88,45013
41713.54,45015
36383.98,45017
44008.15,45019
39438.66,45021
40231.2,45023
36627.13,45025
32752.59,45027
33681.61,45029
40897.73,45031
33073.95,45033
40941.94,45035
38013.96,45037
42719.43,45039
39884.34,45041
34020.24,45043
43753.11,45045
38766.32,45047
37802.55,45049
34617.05,45051
38636.07,45053
39884.42,45055
42589.82,45057
38700.77,45059
34349.53,45061
40531.63,45063
32429.83,45065
31484.24,45067
37984.12,45069
36580.49,45071
39880.57,45073
36244.5,45075
37909.58,45077
45530.8,45079
34441.87,45081
44086.84,45083
38902.07,45085
37633.18,45087
34907.82,45089
46496.45,45091
32433.68,46003
37190.63,46005
29272.61,46007
34555.32,46009
37647.23,46011
40189.59,46013
31720.79,46015
37523.68,46017
28618.4,46019
33508.33,46021
33148.28,46023
34332.2,46025
31187.79,46027
34266.93,46029
35349.8,46031
27455.5,46033
36204.21,46035
29549.97,46037
33611.47,46039
36184.74,46041
42508.97,46043
39875.55,46045
38413.12,46047
39566.13,46049
34531.82,46051
30477.37,46053
31130.29,46055
38430.58,46057
35772.13,46059
34662.82,46061
27601.5,46063
39311.37,46065
35970.34,46067
33573.32,46069
28714.33,46071
37013.05,46073
36649.82,46075
40324.39,46077
36525.32,46079
30566.69,46081
38686.46,46083
31945.43,46085
36064.24,46087
36287.89,46089
35390.6,46091
30526.94,46093
34152.89,46095
34942.88,46097
42184.97,46099
40691.94,46101
39149.74,46103
24193.89,46105
40108.71,46107
33027.78,46109
38238.78,46111
36956.57,46113
43121.11,46115
34311.48,46117
54872.31,46119
36171.24,46121
31648.83,46123
37494.55,46125
42436.01,46127
28823.26,46129
37054.29,46135
32844.65,46137
44038.96,47001
35163.46,47003
27772.59,47005
29499.73,47007
41959.42,47009
41553.32,47011
35947.86,47013
32880.44,47015
30326.96,47017
31844.78,47019
44360.95,47021
31922.71,47023
29806.0,47025
22611.29,47027
30283.9,47029
38933.37,47031
34345.82,47033
30546.85,47035
54140.41,47037
30083.46,47039
34361.36,47041
38021.94,47043
35070.95,47045
36105.53,47047
27557.2,47049
33500.53,47051
35503.63,47053
32388.72,47055
32386.26,47057
34459.02,47059
26433.22,47061
36581.4,47063
44855.25,47065
24242.14,47067
36243.48,47069
31121.72,47071
35642.64,47073
36404.11,47075
33545.79,47077
31285.51,47079
35276.96,47081
27227.64,47083
36661.72,47085
24001.32,47087
34941.43,47089
29947.99,47091
41851.91,47093
34348.02,47095
34763.83,47097
29837.96,47099
27924.74,47101
33199.2,47103
38767.34,47105
35744.13,47107
33801.3,47109
28250.77,47111
40674.15,47113
34805.9,47115
37306.28,47117
44148.97,47119
27981.51,47121
35499.22,47123
40954.58,47125
33431.45,47127
36067.82,47129
38027.89,47131
28999.36,47133
29041.26,47135
24832.59,47137
34310.22,47139
34881.36,47141
38658.51,47143
46510.34,47145
42332.34,47147
47584.34,47149
30639.32,47151
33687.59,47153
34628.67,47155
51863.21,47157
33804.69,47159
37730.57,47161
41254.13,47163
46929.82,47165
43799.58,47167
27410.78,47169
39189.16,47171
36310.49,47173
25463.7,47175
33202.97,47177
37564.61,47179
29758.57,47181
32967.32,47183
29443.87,47185
52575.05,47187
45972.54,47189
37348.8,48001
45282.44,48003
38191.94,48005
29844.73,48007
35385.57,48009
34153.48,48011
34295.5,48013
39982.68,48015
35877.35,48017
28605.71,48019
38270.17,48021
29747.44,48023
31704.23,48025
47679.09,48027
45049.99,48029
25635.54,48031
32556.09,48033
28394.57,48035
39489.17,48037
49837.94,48039
36138.39,48041
30726.06,48043
29455.3,48045
31133.71,48047
30463.02,48049
30024.64,48051
30033.71,48053
33859.94,48055
49165.52,48057
29592.63,48059
30433.76,48061
32551.43,48063
57965.02,48065
34383.33,48067
53951.44,48069
56937.7,48071
32358.92,48073
29914.5,48075
29544.69,48077
42379.27,48079
22485.88,48081
22966.36,48083
55203.0,48085
30666.38,48087
30615.84,48089
37627.2,48091
27299.84,48093
25486.99,48095
34512.41,48097
39608.54,48099
29671.77,48101
47948.32,48103
27737.64,48105
38712.33,48107
25619.28,48109
44146.86,48111
61181.23,48113
39433.3,48115
38475.16,48117
25203.66,48119
49931.23,48121
27512.95,48123
24644.21,48125
29754.35,48127
27612.55,48129
28877.62,48131
29402.88,48133
46128.54,48135
16138.97,48137
47587.59,48139
40040.96,48141
28198.0,48143
29806.12,48145
32636.8,48147
28433.27,48149
33279.96,48151
36815.29,48153
26052.25,48155
55774.44,48157
28588.54,48159
30626.8,48161
32158.64,48163
41603.53,48165
49683.9,48167
33607.95,48169
26516.72,48171
48640.3,48173
28131.5,48175
27742.04,48177
44779.14,48179
38627.25,48181
41815.26,48183
35795.72,48185
38108.28,48187
34690.55,48189
29243.88,48191
26718.77,48193
44633.18,48195
28891.57,48197
38918.35,48199
66726.8,48201
38930.82,48203
48539.96,48205
31195.86,48207
39724.45,48209
39732.46,48211
31430.96,48213
31332.67,48215
30780.91,48217
38314.18,48219
37054.41,48221
29649.99,48223
32044.8,48225
39520.3,48227
39324.34,48229
39752.16,48231
45250.82,48233
33650.48,48235
31708.21,48237
34757.45,48239
32491.78,48241
26366.78,48243
47465.99,48245
27261.22,48247
36406.55,48249
40543.99,48251
31976.59,48253
26488.36,48255
48208.87,48257
39267.25,48259
49578.01,48261
18782.82,48263
31472.76,48265
21697.0,48267
21961.96,48269
27578.46,48271
36679.32,48273
35135.64,48275
33150.62,48277
36694.33,48279
31896.34,48281
30765.19,48283
25525.04,48285
31041.58,48287
31177.97,48289
45059.38,48291
29708.6,48293
33822.54,48295
34437.29,48297
29394.29,48299
30593.54,48301
36990.91,48303
45640.48,48305
27504.93,48307
37050.7,48309
23554.5,48311
31805.56,48313
31478.16,48315
44071.65,48317
19435.67,48319
38742.82,48321
28324.67,48323
33097.21,48325
17257.56,48327
52972.86,48329
35230.64,48331
21559.19,48333
33982.01,48335
28196.97,48337
51320.64,48339
43677.68,48341
41054.04,48343
24372.25,48345
33672.52,48347
30660.13,48349
32038.96,48351
32212.69,48353
44432.82,48355
43001.02,48357
41772.91,48359
41845.73,48361
33166.56,48363
35579.64,48365
37301.63,48367
40097.99,48369
36731.8,48371
31451.8,48373
39317.46,48375
35151.7,48377
29507.98,48379
37895.88,48381
43225.45,48383
18409.63,48385
27502.31,48387
33680.81,48389
31218.64,48391
28327.18,48393
31145.04,48395
49828.75,48397
29545.08,48399
39070.34,48401
37318.0,48403
28512.81,48405
34622.39,48407
41441.24,48409
22046.43,48411
26855.18,48413
38947.5,48415
28999.07,48417
32476.37,48419
52126.43,48421
40028.64,48423
48310.26,48425
23414.84,48427
33105.45,48429
32900.69,48431
22630.58,48433
42550.23,48435
36852.36,48437
51857.93,48439
36899.04,48441
21389.53,48443
38856.86,48445
26721.38,48447
35149.51,48449
34853.03,48451
50397.67,48453
28032.37,48455
30256.21,48457
35850.55,48459
40539.55,48461
29114.06,48463
37158.11,48465
32264.63,48467
41000.93,48469
35093.29,48471
51899.32,48473
41875.08,48475
31843.02,48477
34700.23,48479
34288.57,48481
34467.83,48483
40781.81,48485
33880.93,48487
32793.53,48489
47957.17,48491
34484.36,48493
43702.2,48495
40268.73,48497
30688.77,48499
53572.23,48501
31385.58,48503
36862.5,48505
23963.79,48507
32844.65,49001
41558.37,49003
32125.48,49005
38290.09,49007
32409.64,49009
41424.13,49011
38685.94,49013
38681.61,49015
24869.32,49017
27559.56,49019
28933.48,49021
32232.72,49023
27915.18,49025
37583.7,49027
33970.74,49029
23674.83,49031
25150.82,49033
47383.22,49035
28075.12,49037
27402.28,49039
30111.78,49041
36119.89,49043
41333.03,49045
42988.13,49047
38757.2,49049
31921.25,49051
31986.49,49053
25696.95,49055
39007.04,49057
36044.4,50001
36117.93,50003
33803.66,50005
46690.67,50007
32860.05,50009
40639.16,50011
37351.41,50013
35049.71,50015
35861.61,50017
34156.63,50019
36109.24,50021
40054.69,50023
36049.7,50025
37804.9,50027
34282.04,51001
39191.13,51007
36735.01,51009
33414.77,51011
80288.42,51013
35770.63,51017
33741.0,51021
38309.93,51023
33253.03,51025
39895.14,51027
33514.07,51029
40698.94,51033
43095.96,51036
28546.38,51037
48441.36,51041
45034.34,51043
33669.17,51045
42472.27,51047
34916.34,51049
36020.64,51051
35866.08,51057
47629.04,51061
29386.26,51063
39943.63,51065
34320.43,51067
37053.46,51071
35997.77,51073
51264.91,51075
25669.07,51077
39741.18,51079
33683.28,51083
48872.62,51085
54219.11,51087
20107.63,51091
44044.29,51093
35340.97,51097
54741.93,51099
44521.4,51101
31476.17,51103
30148.77,51105
64713.07,51107
41322.81,51109
31033.55,51111
32244.85,51113
26902.46,51115
31451.44,51117
30346.87,51119
35622.61,51125
44107.66,51127
38483.75,51131
29333.62,51133
35841.66,51135
39152.45,51137
33760.64,51139
29591.94,51141
43535.63,51145
31284.01,51147
39231.05,51155
34903.8,51157
32760.85,51159
32417.61,51167
34018.93,51169
35248.3,51171
32791.2,51173
56186.8,51179
49234.12,51181
40631.4,51183
34329.91,51185
42519.14,51187
37665.07,51193
32661.16,51197
76834.25,51510
46202.91,51550
49259.32,51650
47540.2,51700
53892.0,51710
50530.1,51740
57192.86,51760
43950.59,51770
45541.46,51800
46508.14,51810
45091.35,51901
37057.9,51903
37463.82,51907
34986.93,51909
40201.44,51911
28368.01,51913
43346.93,51918
73278.84,51919
42212.8,51921
35321.41,51923
32754.55,51929
37729.57,51931
40821.02,51933
35283.79,51939
49331.83,51941
61306.79,51942
42490.17,51944
32485.99,51945
38639.56,51947
35417.88,51949
45991.85,51951
36156.14,51953
38291.91,51955
42659.55,51958
41575.56,53001
36801.17,53003
49346.43,53005
35772.51,53007
33805.44,53009
45454.61,53011
37291.0,53013
43428.61,53015
34869.55,53017
29715.21,53019
45403.46,53021
31726.91,53023
39896.63,53025
37590.32,53027
42428.3,53029
30391.73,53031
62992.57,53033
48039.92,53035
35994.56,53037
33209.81,53039
38265.86,53041
34640.35,53043
39495.31,53045
31714.76,53047
30523.01,53049
37499.71,53051
51958.26,53053
25570.46,53055
42216.25,53057
36963.71,53059
54673.49,53061
41092.07,53063
33547.38,53065
45987.75,53067
30107.02,53069
39974.29,53071
39937.37,53073
40430.3,53075
39007.69,53077
30379.34,54001
41696.68,54003
48738.97,54005
31532.63,54007
39990.3,54009
39720.71,54011
27053.35,54013
40891.21,54015
29752.92,54017
36430.49,54019
31421.65,54021
35381.33,54023
32961.34,54025
31512.56,54027
40706.99,54029
31008.41,54031
41034.78,54033
37424.68,54035
45026.22,54037
46956.77,54039
34939.31,54041
39220.37,54043
41162.63,54045
38847.0,54047
39332.14,54049
36045.95,54051
38615.45,54053
34509.29,54055
35883.86,54057
46337.17,54059
42290.01,54061
29779.76,54063
37823.09,54065
35080.51,54067
37686.79,54069
31673.48,54071
39202.27,54073
28731.52,54075
34150.66,54077
45261.68,54079
39195.91,54081
32579.53,54083
31705.5,54085
30448.33,54087
30106.86,54089
35001.29,54091
28243.78,54093
34159.36,54095
34344.76,54097
40693.7,54099
34774.87,54101
31996.28,54103
29966.34,54105
38152.0,54107
40670.54,54109
32982.02,55001
35823.12,55003
32386.49,55005
27875.14,55007
45785.72,55009
35278.91,55011
28254.86,55013
39739.2,55015
36509.88,55017
34409.23,55019
40951.69,55021
28336.74,55023
47639.01,55025
40318.22,55027
30944.25,55029
37666.27,55031
35996.0,55033
38694.42,55035
31276.82,55037
42634.48,55039
30859.0,55041
33468.41,55043
37816.54,55045
36671.36,55047
37916.45,55049
27005.14,55051
36679.43,55053
40912.1,55055
35707.63,55057
47557.0,55059
41533.19,55061
39293.55,55063
33566.21,55065
35015.46,55067
37748.61,55069
41740.8,55071
41761.71,55073
35865.55,55075
34000.44,55077
38625.79,55078
52564.64,55079
35549.63,55081
36893.09,55083
32907.99,55085
45552.52,55087
47304.94,55089
33354.97,55091
37295.11,55093
34778.41,55095
39636.96,55097
32824.87,55099
48970.84,55101
31675.59,55103
42891.72,55105
30284.69,55107
41379.11,55109
38201.5,55111
32969.34,55113
35150.27,55115
45583.44,55117
33918.46,55119
36655.18,55121
31520.58,55123
35242.3,55125
40237.94,55127
32054.15,55129
45566.96,55131
51546.84,55133
39075.52,55135
35613.75,55137
47212.41,55139
46100.71,55141
34988.05,56001
31507.81,56003
58705.79,56005
41397.27,56007
42495.74,56009
34786.57,56011
33873.44,56013
30353.83,56015
29628.57,56017
31079.19,56019
42871.95,56021
41631.75,56023
49862.34,56025
26234.66,56027
34359.79,56029
33809.83,56031
37914.37,56033
51137.58,56035
55826.07,56037
40951.32,56039
43817.65,56041
35297.18,56043
33358.82,56045
