vbar_n,state_county_res
40148.14,17107
37306.63,17109
49907.56,17111
48860.25,17113
49255.38,17115
37270.18,17117
44281.8,17119
35354.64,17121
40064.15,17123
40100.31,17125
39233.32,17127
39564.63,17129
39637.94,17131
41857.35,17133
35821.2,17135
38928.0,17137
38760.71,17139
42738.7,17141
49270.86,17143
33859.93,17145
40170.79,17147
31899.56,17149
31378.75,17151
35961.54,17153
42376.74,17155
38552.95,17157
32130.46,17159
50616.4,17161
46484.89,17163
36057.04,17165
45400.91,17167
37420.29,17169
36865.5,17171
36865.39,17173
41078.61,17175
39507.79,17177
52257.61,17179
33251.35,17181
39100.92,17183
36424.12,17185
35575.7,17187
37864.6,17189
30482.59,17191
34918.48,17193
39331.37,17195
52841.36,17197
36593.65,17199
43564.61,17201
42992.59,17203
32468.08,18001
43370.2,18003
46728.45,18005
36547.76,18007
34215.34,18009
46339.57,18011
31102.9,18013
34773.1,18015
36826.0,18017
42682.35,18019
32647.77,18021
41350.16,18023
31004.36,18025
35390.02,18027
43332.25,18029
39061.9,18031
39681.87,18033
37361.86,18035
40579.68,18037
43253.24,18039
37198.55,18041
41857.86,18043
36872.63,18045
37762.36,18047
34405.54,18049
46803.64,18051
38535.14,18053
34320.09,18055
49552.43,18057
43373.6,18059
37096.22,18061
45084.98,18063
36770.82,18065
52295.54,18067
35803.89,18069
40435.86,18071
39116.93,18073
34043.13,18075
36056.29,18077
37890.12,18079
42894.59,18081
36935.66,18083
45152.87,18085
37146.16,18087
47961.86,18089
38952.23,18091
36380.24,18093
41621.6,18095
54009.64,18097
37830.42,18099
52981.48,18101
38686.27,18103
37260.72,18105
40811.88,18107
42705.93,18109
39087.64,18111
36472.18,18113
37407.57,18115
33578.52,18117
35164.45,18119
33141.0,18121
36456.99,18123
41531.97,18125
43649.59,18127
46473.5,18129
36429.16,18131
36715.15,18133
34825.45,18135
41605.87,18137
39179.94,18139
44960.67,18141
36216.27,18143
42263.06,18145
38199.68,18147
34690.0,18149
34483.49,18151
35539.29,18153
35419.98,18155
43107.54,18157
42816.19,18159
35350.25,18161
45051.86,18163
41540.81,18165
39969.17,18167
35271.37,18169
37484.13,18171
42118.77,18173
33681.42,18175
36997.36,18177
36425.43,18179
39033.88,18181
40350.45,18183
31237.96,19001
28378.72,19003
31182.09,19005
28430.68,19007
36228.63,19009
38656.68,19011
41471.04,19013
40085.27,19015
35482.62,19017
36945.04,19019
35874.27,19021
35642.13,19023
35706.45,19025
33951.53,19027
33887.03,19029
35577.96,19031
36954.93,19033
36752.07,19035
33344.59,19037
35323.32,19039
36806.49,19041
29593.18,19043
37046.45,19045
37776.19,19047
47902.55,19049
29874.14,19051
25002.13,19053
33320.7,19055
43339.28,19057
32706.83,19059
39041.46,19061
35150.02,19063
32189.8,19065
39438.02,19067
38817.95,19069
37539.28,19071
35281.55,19073
39389.96,19075
39161.02,19077
39693.27,19079
39706.34,19081
40041.94,19083
36910.44,19085
37614.49,19087
33893.82,19089
35387.43,19091
39498.61,19093
38103.79,19095
31117.49,19097
41889.79,19099
30591.67,19101
42235.3,19103
36115.46,19105
30658.01,19107
46292.71,19109
38168.71,19111
46647.52,19113
37841.48,19115
31385.05,19117
36580.25,19119
43987.43,19121
35262.67,19123
40236.25,19125
43296.51,19127
40154.38,19129
36789.11,19131
33609.59,19133
36685.44,19135
34578.22,19137
43955.02,19139
33507.0,19141
40600.38,19143
34529.05,19145
39647.66,19147
37752.65,19149
36825.34,19151
50793.17,19153
43540.99,19155
37997.08,19157
24668.22,19159
36981.79,19161
43324.77,19163
34802.32,19165
36467.11,19167
46453.85,19169
37698.5,19171
33792.36,19173
32890.17,19175
31011.73,19177
35922.93,19179
42469.64,19181
35437.16,19183
25336.21,19185
40213.79,19187
38811.15,19189
37778.17,19191
39075.56,19193
33783.0,19195
42588.06,19197
29631.16,20001
26609.6,20003
32400.64,20005
29829.99,20007
33428.67,20009
28251.96,20011
32192.76,20013
38352.61,20015
20495.09,20017
22349.7,20019
30835.21,20021
28457.05,20023
25314.15,20025
29742.83,20027
28886.76,20029
38487.19,20031
30936.86,20033
34627.08,20035
31964.25,20037
29302.98,20039
36520.48,20041
37347.63,20043
36883.91,20045
37655.85,20047
27315.63,20049
31540.47,20051
30516.96,20053
36848.59,20055
35917.73,20057
35796.63,20059
51882.06,20061
27523.1,20063
27440.5,20065
40823.86,20067
33561.83,20069
37693.91,20071
32128.99,20073
36844.86,20075
32370.28,20077
34206.79,20079
44621.86,20081
26209.83,20083
28125.42,20085
34632.46,20087
26565.37,20089
51407.61,20091
36908.19,20093
30766.24,20095
33332.59,20097
30383.77,20099
26835.38,20101
45161.94,20103
26713.94,20105
32743.7,20107
31826.48,20109
33394.07,20111
35244.09,20113
30914.18,20115
34583.91,20117
36118.02,20119
42255.19,20121
32775.88,20123
35295.45,20125
34412.93,20127
40966.02,20129
31255.32,20131
32138.65,20133
33591.46,20135
33785.93,20137
31948.9,20139
28372.96,20141
30592.7,20143
31539.44,20145
30009.29,20147
31556.34,20149
33473.07,20151
23049.83,20153
34640.95,20155
25724.94,20157
31128.67,20159
38865.1,20161
33352.66,20163
29992.01,20165
32041.14,20167
39472.42,20169
31155.47,20171
48737.27,20173
38391.95,20175
42814.91,20177
40291.48,20179
34490.37,20181
29573.41,20183
32126.33,20185
38565.34,20187
41330.35,20189
39268.23,20191
35089.28,20193
31442.31,20195
32430.92,20197
33334.36,20199
26104.38,20201
35254.96,20203
33721.0,20205
30407.31,20207
50237.29,20209
25346.52,21001
33204.23,21003
37498.55,21005
38452.92,21007
29479.4,21009
28730.72,21011
32895.14,21013
46609.59,21015
38946.57,21017
41842.2,21019
34536.48,21021
29854.06,21023
33746.89,21025
28747.58,21027
42520.13,21029
31067.8,21031
32208.79,21033
32468.94,21035
44913.46,21037
29778.67,21039
40014.82,21041
29647.74,21043
25368.61,21045
53280.32,21047
37775.63,21049
34130.66,21051
27059.47,21053
26564.98,21055
21975.13,21057
37340.24,21059
31375.34,21061
25382.69,21063
30314.0,21065
45968.25,21067
26870.43,21069
39337.47,21071
43728.5,21073
34997.93,21075
41477.62,21077
32344.9,21079
37622.79,21081
32885.13,21083
29134.77,21085
24248.11,21087
38157.62,21089
45764.34,21091
42429.53,21093
38539.35,21095
35152.28,21097
27963.65,21099
41820.59,21101
33538.45,21103
39113.11,21105
38699.79,21107
26988.98,21109
50029.56,21111
40254.04,21113
33815.27,21115
47749.13,21117
42686.7,21119
32110.67,21121
32167.36,21123
33752.93,21125
34939.85,21127
27766.29,21129
39861.87,21131
39283.02,21133
27377.2,21135
30351.76,21137
35608.96,21139
35110.09,21141
30567.59,21143
39411.35,21145
30397.32,21147
36397.76,21149
35529.94,21151
28580.55,21153
31555.65,21155
37456.67,21157
40398.95,21159
33054.61,21161
38733.24,21163
27721.65,21165
35609.69,21167
25697.25,21169
25104.04,21171
33603.12,21173
27924.71,21175
38265.61,21177
36981.22,21179
27716.97,21181
32148.48,21183
44032.62,21185
34381.67,21187
24920.39,21189
35664.38,21191
41557.78,21193
41839.98,21195
31550.13,21197
31869.42,21199
26784.11,21201
29020.99,21203
31454.51,21205
27409.86,21207
47867.62,21209
39561.61,21211
37027.91,21213
40239.65,21215
28519.1,21217
37360.86,21219
38777.5,21221
36392.41,21223
38934.08,21225
38123.14,21227
31921.74,21229
28514.32,21231
41627.6,21233
33986.05,21235
25973.05,21237
41518.33,21239
37396.71,22001
34007.65,22003
37327.7,22005
41817.64,22007
32806.31,22009
37699.7,22011
35010.84,22013
41317.01,22015
43575.72,22017
42674.71,22019
32708.04,22021
44533.72,22023
32711.37,22025
38047.4,22027
33363.56,22029
42685.55,22031
47475.94,22033
36457.87,22035
41488.39,22037
34599.19,22039
31927.69,22041
37340.55,22043
45902.39,22045
51976.13,22047
36845.17,22049
50317.79,22051
36361.22,22053
46783.37,22055
44439.85,22057
37171.89,22059
38799.68,22061
39166.41,22063
36353.65,22065
36031.92,22067
38704.81,22069
55825.75,22071
39204.13,22073
58039.21,22075
40552.79,22077
41614.96,22079
37301.34,22081
35623.18,22083
34260.86,22085
50072.47,22087
52786.92,22089
29638.38,22091
48862.92,22093
48593.77,22095
38460.41,22097
39636.09,22099
47411.68,22101
41575.82,22103
35859.35,22105
34425.97,22107
48573.53,22109
35577.69,22111
41034.97,22113
47073.94,22115
32771.2,22117
37917.32,22119
47223.62,22121
31501.85,22123
47866.72,22125
34791.93,22127
39558.44,23001
34731.68,23003
45008.09,23005
33083.98,23007
31824.9,23009
39784.57,23011
33478.11,23013
31598.13,23015
34799.21,23017
38513.14,23019
32596.62,23021
43632.63,23023
36450.96,23025
32954.51,23027
31064.58,23029
40974.69,23031
37611.82,24001
58433.94,24003
54342.24,24005
49472.54,24009
38314.88,24011
45629.59,24013
49694.39,24015
55461.42,24017
36874.66,24019
52180.96,24021
31996.85,24023
49286.27,24025
59778.93,24027
38779.92,24029
67680.39,24031
65092.63,24033
43918.77,24035
51393.61,24037
37673.72,24039
38415.36,24041
44524.9,24043
39664.68,24045
33533.16,24047
58678.27,24510
39086.76,25001
40723.67,25003
47697.69,25005
37430.25,25007
56948.9,25009
37421.93,25011
47038.4,25013
41346.78,25015
67761.23,25017
47817.6,25019
64773.82,25021
51745.91,25023
78957.93,25025
52058.36,25027
26010.38,26001
33566.87,26003
37973.43,26005
34971.5,26007
29035.78,26009
27603.65,26011
33800.5,26013
35518.95,26015
40504.68,26017
27549.74,26019
41973.88,26021
35289.93,26023
46136.58,26025
38631.77,26027
35869.45,26029
28533.58,26031
33903.1,26033
30006.2,26035
38135.7,26037
31009.71,26039
34756.04,26041
37718.02,26043
42195.63,26045
35480.44,26047
42803.63,26049
34886.29,26051
30291.59,26053
37861.59,26055
36240.86,26057
35814.39,26059
33744.27,26061
34849.87,26063
45034.88,26065
38693.34,26067
29165.13,26069
30922.94,26071
33941.49,26073
43201.79,26075
43431.32,26077
36689.01,26079
45985.83,26081
26112.21,26083
28396.89,26085
40847.67,26087
31843.38,26089
39416.11,26091
46528.89,26093
32259.02,26095
30447.34,26097
53410.57,26099
32347.04,26101
37660.46,26103
32121.54,26105
34035.01,26107
33512.94,26109
47558.74,26111
31641.87,26113
47179.91,26115
38443.57,26117
28493.75,26119
38656.96,26121
36560.41,26123
56859.84,26125
31790.56,26127
28523.29,26129
31742.2,26131
38810.47,26133
28166.19,26135
34203.16,26137
42084.73,26139
30587.82,26141
30623.62,26143
42382.6,26145
42912.44,26147
39807.88,26149
32336.98,26151
38197.12,26153
37358.05,26155
36427.42,26157
40604.45,26159
53085.49,26161
56224.88,26163
35823.51,26165
26293.09,27001
51169.31,27003
29513.57,27005
31355.34,27007
35903.85,27009
30284.37,27011
35947.61,27013
34213.11,27015
34956.05,27017
51774.29,27019
23032.08,27021
34366.6,27023
42105.96,27025
36829.14,27027
26576.01,27029
27247.29,27031
31788.94,27033
33735.54,27035
51057.96,27037
41573.98,27039
31856.1,27041
40504.66,27043
33373.12,27045
33986.35,27047
40888.5,27049
29404.08,27051
60240.78,27053
31992.58,27055
30240.49,27057
36858.53,27059
33394.39,27061
32637.18,27063
29611.53,27065
35762.96,27067
34251.25,27069
39973.0,27071
30735.24,27073
33737.96,27075
28516.85,27077
34922.21,27079
29745.74,27081
36797.93,27083
40143.68,27085
30206.48,27087
31847.86,27089
36044.08,27091
32622.79,27093
34285.7,27095
33027.79,27097
39171.79,27099
35405.82,27101
36464.16,27103
37138.47,27105
35070.95,27107
50135.78,27109
29307.71,27111
34904.54,27113
29830.09,27115
35104.73,27117
33441.51,27119
30886.98,27121
55096.18,27123
33205.45,27125
36106.69,27127
38786.97,27129
40664.88,27131
37422.95,27133
36053.44,27135
41132.07,27137
50343.55,27139
44219.56,27141
37018.68,27143
38391.23,27145
39600.21,27147
39764.47,27149
31931.49,27151
29706.86,27153
30105.25,27155
38953.76,27157
32757.92,27159
36249.57,27161
49813.16,27163
34767.94,27165
36308.02,27167
36484.34,27169
46547.87,27171
36961.39,27173
33826.61,28001
33804.35,28003
27586.21,28005
29548.31,28007
33780.59,28009
36291.43,28011
31127.58,28013
31462.4,28015
32512.34,28017
30263.98,28019
43933.83,28021
33289.23,28023
37425.3,28025
35871.29,28027
34052.99,28029
32965.91,28031
44398.39,28033
36262.04,28035
31638.65,28037
33697.19,28039
29681.15,28041
32743.13,28043
41133.88,28045
41922.79,28047
44494.39,28049
31958.62,28051
30889.33,28053
39656.85,28055
33448.41,28057
44939.21,28059
35134.73,28061
35564.85,28063
29932.97,28065
38269.56,28067
31193.44,28069
35832.15,28071
34065.88,28073
37504.14,28075
33937.71,28077
31957.8,28079
37898.5,28081
36385.6,28083
34415.09,28085
39457.69,28087
41470.87,28089
31178.97,28091
39902.74,28093
36939.88,28095
31689.07,28097
37170.48,28099
33237.07,28101
34305.99,28103
34878.58,28105
34754.22,28107
31660.12,28109
34603.91,28111
31554.48,28113
33036.39,28115
33095.19,28117
33981.96,28119
40620.1,28121
32909.75,28123
34756.77,28125
34106.72,28127
35281.07,28129
35322.56,28131
34579.54,28133
34031.89,28135
36028.58,28137
31307.09,28139
31824.73,28141
37602.09,28143
32765.61,28145
28787.57,28147
41225.63,28149
35426.4,28151
33903.82,28153
29833.2,28155
33168.2,28157
33902.58,28159
31729.69,28161
38761.96,28163
28726.11,29001
33482.68,29003
35390.07,29005
34851.36,29007
32454.69,29009
28893.8,29011
29442.24,29013
25388.33,29015
27424.01,29017
39657.39,29019
39313.8,29021
34434.04,29023
29752.38,29025
38023.87,29027
27899.71,29029
36609.57,29031
29214.5,29033
27422.06,29035
42572.45,29037
24372.21,29039
30699.65,29041
32316.43,29043
29302.61,29045
48921.83,29047
38583.0,29049
42306.02,29051
31767.12,29053
32005.47,29055
27363.12,29057
26366.11,29059
27034.96,29061
33458.43,29063
30195.83,29065
22933.59,29067
35000.14,29069
39442.53,29071
28506.9,29073
29507.96,29075
38402.84,29077
29667.35,29079
25558.83,29081
31945.51,29083
22550.87,29085
31351.67,29087
29121.49,29089
28204.93,29091
31950.76,29093
52751.43,29095
35286.33,29097
45011.42,29099
36261.71,29101
26964.32,29103
30786.87,29105
38236.24,29107
30822.21,29109
31268.8,29111
38789.73,29113
29671.25,29115
30981.93,29117
32104.86,29119
28865.46,29121
28517.43,29123
24513.12,29125
33771.95,29127
31176.06,29129
30689.63,29131
35629.85,29133
33159.59,29135
30104.78,29137
28985.04,29139
29136.67,29141
40267.07,29143
35077.38,29145
31819.3,29147
23993.71,29149
34043.63,29151
21399.55,29153
36633.46,29155
32391.74,29157
33204.03,29159
35182.5,29161
31930.96,29163
46919.64,29165
29763.88,29167
47745.02,29169
25810.27,29171
33722.13,29173
35558.56,29175
36876.36,29177
33429.13,29179
26785.57,29181
47595.55,29183
24557.51,29185
36560.15,29186
33415.75,29187
54114.56,29189
35695.95,29195
25427.45,29197
28854.7,29199
36469.5,29201
24383.13,29203
30468.72,29205
33556.95,29207
27346.1,29209
38246.73,29211
31269.52,29213
27726.36,29215
30980.83,29217
37715.45,29219
33077.3,29221
27609.28,29223
32328.54,29225
23572.96,29227
25384.25,29229
56433.82,29510
30170.29,30001
35533.48,30003
29631.25,30005
28166.39,30007
24885.51,30009
21248.51,30011
38448.4,30013
30719.19,30015
31650.82,30017
28082.5,30019
32482.78,30021
29533.59,30023
39776.26,30025
29088.12,30027
33044.8,30029
33721.41,30031
23326.63,30033
34874.34,30035
21043.29,30037
23686.38,30039
34078.05,30041
30297.85,30043
26677.51,30045
27629.03,30047
39433.76,30049
31711.93,30051
27482.55,30053
25546.1,30055
27503.07,30057
22691.88,30059
26106.27,30061
35998.77,30063
24727.91,30065
26850.32,30067
20401.67,30069
28357.93,30071
30344.03,30073
17642.54,30075
31430.34,30077
26264.59,30079
28438.63,30081
37068.57,30083
30177.97,30085
43294.73,30087
24077.01,30089
26473.45,30091
39034.34,30093
37210.75,30095
35705.54,30097
30154.58,30099
34770.48,30101
23978.83,30103
29707.77,30105
23314.83,30107
22321.75,30109
40041.14,30111
36648.49,31001
34421.96,31003
22937.66,31005
32569.76,31007
22360.14,31009
32434.24,31011
43809.37,31013
28649.0,31015
26086.47,31017
36444.68,31019
34514.88,31021
36061.71,31023
38496.64,31025
36629.02,31027
38097.07,31029
25836.62,31031
41972.08,31033
37431.76,31035
37917.63,31037
38617.18,31039
31239.39,31041
39327.09,31043
27278.62,31045
37014.2,31047
29815.69,31049
32317.54,31051
38384.81,31053
50306.04,31055
41798.35,31057
36462.0,31059
32123.77,31061
34006.37,31063
36253.13,31065
32871.48,31067
34029.9,31069
24793.86,31071
38506.68,31073
17402.16,31075
28949.93,31077
39583.43,31079
39914.5,31081
35786.78,31083
40091.5,31085
32945.01,31087
35239.77,31089
18365.08,31091
31193.46,31093
33557.83,31095
32272.85,31097
38703.5,31099
32109.52,31101
23101.32,31103
31707.63,31105
31422.5,31107
41236.46,31109
41996.41,31111
30934.57,31113
18420.46,31115
18486.89,31117
35206.33,31119
34657.78,31121
41809.84,31123
33552.77,31125
40034.61,31127
31873.74,31129
34759.3,31131
29007.19,31133
40444.79,31135
41054.75,31137
33340.24,31139
40745.93,31141
41690.47,31143
35083.9,31145
31244.46,31147
26398.9,31149
38788.29,31151
47738.55,31153
38983.6,31155
37959.98,31157
36301.86,31159
27429.16,31161
30999.54,31163
29713.14,31165
38325.84,31167
37277.84,31169
23419.7,31171
43850.16,31173
33867.6,31175
45666.55,31177
32714.92,31179
32371.63,31181
33069.57,31183
38138.81,31185
29230.46,32001
