NAME,state,county,pct_bachelors_plus
"Butler County, Iowa",19,023,14.9
"Calhoun County, Iowa",19,025,18.0
"Carroll County, Iowa",19,027,20.0
"Cass County, Iowa",19,029,14.5
"Cedar County, Iowa",19,031,18.6
"Cerro Gordo County, Iowa",19,033,21.2
"Cherokee County, Iowa",19,035,19.2
"Chickasaw County, Iowa",19,037,13.5
"Clarke County, Iowa",19,039,12.9
"Clay County, Iowa",19,041,18.5
"Clayton County, Iowa",19,043,14.9
"Clinton County, Iowa",19,045,17.0
"Crawford County, Iowa",19,047,15.0
"Dallas County, Iowa",19,049,40.2
"Davis County, Iowa",19,051,17.0
"Decatur County, Iowa",19,053,17.8
"Delaware County, Iowa",19,055,14.6
"Des Moines County, Iowa",19,057,17.6
"Dickinson County, Iowa",19,059,27.2
"Dubuque County, Iowa",19,061,25.3
"Emmet County, Iowa",19,063,18.1
"Fayette County, Iowa",19,065,16.5
"Floyd County, Iowa",19,067,14.9
"Franklin County, Iowa",19,069,14.4
"Fremont County, Iowa",19,071,17.4
"Greene County, Iowa",19,073,17.5
"Grundy County, Iowa",19,075,21.6
"Guthrie County, Iowa",19,077,18.9
"Hamilton County, Iowa",19,079,16.4
"Hancock County, Iowa",19,081,15.4
"Hardin County, Iowa",19,083,20.2
"Harrison County, Iowa",19,085,15.5
"Henry County, Iowa",19,087,19.9
"Howard County, Iowa",19,089,11.5
"Humboldt County, Iowa",19,091,15.9
"Ida County, Iowa",19,093,18.3
"Iowa County, Iowa",19,095,19.2
"Jackson County, Iowa",19,097,15.0
"Jasper County, Iowa",19,099,16.6
"Jefferson County, Iowa",19,101,30.1
"Johnson County, Iowa",19,103,50.8
"Jones County, Iowa",19,105,15.9
"Keokuk County, Iowa",19,107,13.8
"Kossuth County, Iowa",19,109,16.7
"Lee County, Iowa",19,111,14.8
"Linn County, Iowa",19,113,29.6
"Louisa County, Iowa",19,115,13.1
"Lucas County, Iowa",19,117,10.5
"Lyon County, Iowa",19,119,15.9
"Madison County, Iowa",19,121,18.2
"Mahaska County, Iowa",19,123,17.9
"Marion County, Iowa",19,125,24.0
"Marshall County, Iowa",19,127,18.7
"Mills County, Iowa",19,129,22.6
"Mitchell County, Iowa",19,131,16.6
"Monona County, Iowa",19,133,14.7
"Monroe County, Iowa",19,135,15.1
"Montgomery County, Iowa",19,137,17.6
"Muscatine County, Iowa",19,139,19.8
"O'Brien County, Iowa",19,141,19.3
"Osceola County, Iowa",19,143,16.3
"Page County, Iowa",19,145,16.7
"Palo Alto County, Iowa",19,147,16.1
"Plymouth County, Iowa",19,149,19.8
"Pocahontas County, Iowa",19,151,16.4
"Polk County, Iowa",19,153,32.8
"Pottawattamie County, Iowa",19,155,17.3
"Poweshiek County, Iowa",19,157,21.7
"Ringgold County, Iowa",19,159,20.8
"Sac County, Iowa",19,161,18.2
"Scott County, Iowa",19,163,29.7
"Shelby County, Iowa",19,165,16.1
"Sioux County, Iowa",19,167,22.4
"Story County, Iowa",19,169,47.2
"Tama County, Iowa",19,171,16.5
"Taylor County, Iowa",19,173,12.3
"Union County, Iowa",19,175,15.6
"Van Buren County, Iowa",19,177,13.5
"Wapello County, Iowa",19,179,14.9
"Warren County, Iowa",19,181,26.7
"Washington County, Iowa",19,183,19.4
"Wayne County, Iowa",19,185,10.8
"Webster County, Iowa",19,187,18.0
"Winnebago County, Iowa",19,189,19.3
"Winneshiek County, Iowa",19,191,26.3
"Woodbury County, Iowa",19,193,20.8
"Worth County, Iowa",19,195,16.0
"Wright County, Iowa",19,197,15.7
"Allen County, Kansas",20,001,17.7
"Anderson County, Kansas",20,003,15.9
"Atchison County, Kansas",20,005,22.3
"Barber County, Kansas",20,007,18.7
"Barton County, Kansas",20,009,20.5
"Bourbon County, Kansas",20,011,20.4
"Brown County, Kansas",20,013,16.3
"Butler County, Kansas",20,015,24.8
"Chase County, Kansas",20,017,18.8
"Chautauqua County, Kansas",20,019,17.0
"Cherokee County, Kansas",20,021,14.5
"Cheyenne County, Kansas",20,023,16.4
"Clark County, Kansas",20,025,19.7
"Clay County, Kansas",20,027,18.9
"Cloud County, Kansas",20,029,15.2
"Coffey County, Kansas",20,031,20.0
"Comanche County, Kansas",20,033,16.4
"Cowley County, Kansas",20,035,19.5
"Crawford County, Kansas",20,037,26.3
"Decatur County, Kansas",20,039,17.6
"Dickinson County, Kansas",20,041,19.9
"Doniphan County, Kansas",20,043,16.3
"Douglas County, Kansas",20,045,48.3
"Edwards County, Kansas",20,047,21.1
"Elk County, Kansas",20,049,17.1
"Ellis County, Kansas",20,051,33.6
"Ellsworth County, Kansas",20,053,19.8
"Finney County, Kansas",20,055,17.3
"Ford County, Kansas",20,057,17.2
"Franklin County, Kansas",20,059,18.5
"Geary County, Kansas",20,061,19.4
"Gove County, Kansas",20,063,16.9
"Graham County, Kansas",20,065,24.2
"Grant County, Kansas",20,067,15.9
"Gray County, Kansas",20,069,19.8
"Greeley County, Kansas",20,071,20.7
"Greenwood County, Kansas",20,073,14.6
"Hamilton County, Kansas",20,075,14.9
"Harper County, Kansas",20,077,16.3
"Harvey County, Kansas",20,079,25.5
"Haskell County, Kansas",20,081,14.8
"Hodgeman County, Kansas",20,083,22.9
"Jackson County, Kansas",20,085,17.7
"Jefferson County, Kansas",20,087,22.2
"Jewell County, Kansas",20,089,18.9
"Johnson County, Kansas",20,091,51.1
"Kearny County, Kansas",20,093,12.3
"Kingman County, Kansas",20,095,20.2
"Kiowa County, Kansas",20,097,20.9
"Labette County, Kansas",20,099,17.8
"Lane County, Kansas",20,101,22.2
"Leavenworth County, Kansas",20,103,28.8
"Lincoln County, Kansas",20,105,17.1
"Linn County, Kansas",20,107,13.5
"Logan County, Kansas",20,109,18.0
"Lyon County, Kansas",20,111,23.5
"McPherson County, Kansas",20,113,25.1
"Marion County, Kansas",20,115,19.5
"Marshall County, Kansas",20,117,12.7
"Meade County, Kansas",20,119,20.9
"Miami County, Kansas",20,121,23.0
"Mitchell County, Kansas",20,123,20.8
"Montgomery County, Kansas",20,125,18.6
"Morris County, Kansas",20,127,16.6
"Morton County, Kansas",20,129,19.1
"Nemaha County, Kansas",20,131,17.1
"Neosho County, Kansas",20,133,16.2
"Ness County, Kansas",20,135,18.9
"Norton County, Kansas",20,137,17.3
"Osage County, Kansas",20,139,19.4
"Osborne County, Kansas",20,141,18.0
"Ottawa County, Kansas",20,143,19.6
"Pawnee County, Kansas",20,145,16.9
"Phillips County, Kansas",20,147,17.1
"Pottawatomie County, Kansas",20,149,28.4
"Pratt County, Kansas",20,151,22.7
"Rawlins County, Kansas",20,153,19.8
"Reno County, Kansas",20,155,18.8
"Republic County, Kansas",20,157,18.6
"Rice County, Kansas",20,159,20.9
"Riley County, Kansas",20,161,42.3
"Rooks County, Kansas",20,163,20.4
"Rush County, Kansas",20,165,16.2
"Russell County, Kansas",20,167,20.4
"Saline County, Kansas",20,169,23.6
"Scott County, Kansas",20,171,20.3
"Sedgwick County, Kansas",20,173,27.5
"Seward County, Kansas",20,175,13.5
"Shawnee County, Kansas",20,177,28.9
"Sheridan County, Kansas",20,179,21.8
"Sherman County, Kansas",20,181,19.1
"Smith County, Kansas",20,183,14.9
"Stafford County, Kansas",20,185,20.7
"Stanton County, Kansas",20,187,14.2
"Stevens County, Kansas",20,189,13.9
"Sumner County, Kansas",20,191,18.7
"Thomas County, Kansas",20,193,23.4
"Trego County, Kansas",20,195,22.2
"Wabaunsee County, Kansas",20,197,21.8
"Wallace County, Kansas",20,199,23.4
"Washington County, Kansas",20,201,18.2
"Wichita County, Kansas",20,203,15.9
"Wilson County, Kansas",20,205,10.7
"Woodson County, Kansas",20,207,12.8
"Wyandotte County, Kansas",20,209,15.2
"Adair County, Kentucky",21,001,14.4
"Allen County, Kentucky",21,003,10.6
"Anderson County, Kentucky",21,005,17.3
"Ballard County, Kentucky",21,007,10.7
"Barren County, Kentucky",21,009,15.0
"Bath County, Kentucky",21,011,13.2
"Bell County, Kentucky",21,013,11.3
"Boone County, Kentucky",21,015,28.2
"Bourbon County, Kentucky",21,017,17.4
"Boyd County, Kentucky",21,019,15.8
"Boyle County, Kentucky",21,021,23.3
"Bracken County, Kentucky",21,023,11.6
"Breathitt County, Kentucky",21,025,10.4
"Breckinridge County, Kentucky",21,027,7.8
"Bullitt County, Kentucky",21,029,11.1
"Butler County, Kentucky",21,031,7.8
"Caldwell County, Kentucky",21,033,14.0
"Calloway County, Kentucky",21,035,28.2
"Campbell County, Kentucky",21,037,26.3
"Carlisle County, Kentucky",21,039,10.6
"Carroll County, Kentucky",21,041,9.3
"Carter County, Kentucky",21,043,10.2
"Casey County, Kentucky",21,045,9.5
"Christian County, Kentucky",21,047,13.7
"Clark County, Kentucky",21,049,17.7
"Clay County, Kentucky",21,051,7.5
"Clinton County, Kentucky",21,053,3.7
"Crittenden County, Kentucky",21,055,9.3
"Cumberland County, Kentucky",21,057,7.9
"Daviess County, Kentucky",21,059,18.2
"Edmonson County, Kentucky",21,061,7.2
"Elliott County, Kentucky",21,063,7.1
"Estill County, Kentucky",21,065,6.6
"Fayette County, Kentucky",21,067,39.1
"Fleming County, Kentucky",21,069,12.7
"Floyd County, Kentucky",21,071,11.7
"Franklin County, Kentucky",21,073,27.2
"Fulton County, Kentucky",21,075,10.9
"Gallatin County, Kentucky",21,077,9.0
"Garrard County, Kentucky",21,079,13.8
"Grant County, Kentucky",21,081,10.8
"Graves County, Kentucky",21,083,14.4
"Grayson County, Kentucky",21,085,7.5
"Green County, Kentucky",21,087,11.4
"Greenup County, Kentucky",21,089,14.9
"Hancock County, Kentucky",21,091,10.8
"Hardin County, Kentucky",21,093,18.5
"Harlan County, Kentucky",21,095,11.1
"Harrison County, Kentucky",21,097,13.8
"Hart County, Kentucky",21,099,9.2
"Henderson County, Kentucky",21,101,16.1
"Henry County, Kentucky",21,103,14.1
"Hickman County, Kentucky",21,105,16.5
"Hopkins County, Kentucky",21,107,13.2
"Jackson County, Kentucky",21,109,6.2
"Jefferson County, Kentucky",21,111,28.5
"Jessamine County, Kentucky",21,113,27.4
"Johnson County, Kentucky",21,115,10.5
"Kenton County, Kentucky",21,117,27.5
"Knott County, Kentucky",21,119,12.4
"Knox County, Kentucky",21,121,8.5
"Larue County, Kentucky",21,123,12.1
"Laurel County, Kentucky",21,125,13.6
"Lawrence County, Kentucky",21,127,8.2
"Lee County, Kentucky",21,129,7.8
"Leslie County, Kentucky",21,131,8.1
"Letcher County, Kentucky",21,133,11.7
"Lewis County, Kentucky",21,135,11.6
"Lincoln County, Kentucky",21,137,10.4
"Livingston County, Kentucky",21,139,10.7
"Logan County, Kentucky",21,141,10.3
"Lyon County, Kentucky",21,143,10.8
"McCracken County, Kentucky",21,145,21.0
"McCreary County, Kentucky",21,147,8.0
"McLean County, Kentucky",21,149,9.7
"Madison County, Kentucky",21,151,27.4
"Magoffin County, Kentucky",21,153,10.5
"Marion County, Kentucky",21,155,11.4
"Marshall County, Kentucky",21,157,14.8
"Martin County, Kentucky",21,159,8.9
"Mason County, Kentucky",21,161,14.3
"Meade County, Kentucky",21,163,11.5
"Menifee County, Kentucky",21,165,10.3
"Mercer County, Kentucky",21,167,17.0
"Metcalfe County, Kentucky",21,169,7.2
"Monroe County, Kentucky",21,171,11.6
"Montgomery County, Kentucky",21,173,15.1
"Morgan County, Kentucky",21,175,11.8
"Muhlenberg County, Kentucky",21,177,10.2
"Nelson County, Kentucky",21,179,15.4
"Nicholas County, Kentucky",21,181,9.4
"Ohio County, Kentucky",21,183,9.4
"Oldham County, Kentucky",21,185,37.0
"Owen County, Kentucky",21,187,18.6
"Owsley County, Kentucky",21,189,5.9
"Pendleton County, Kentucky",21,191,10.5
"Perry County, Kentucky",21,193,11.9
"Pike County, Kentucky",21,195,12.0
"Powell County, Kentucky",21,197,10.4
"Pulaski County, Kentucky",21,199,14.5
"Robertson County, Kentucky",21,201,7.4
"Rockcastle County, Kentucky",21,203,11.6
"Rowan County, Kentucky",21,205,24.7
"Russell County, Kentucky",21,207,12.7
"Scott County, Kentucky",21,209,26.3
"Shelby County, Kentucky",21,211,23.2
"Simpson County, Kentucky",21,213,15.6
"Spencer County, Kentucky",21,215,16.6
"Taylor County, Kentucky",21,217,14.9
"Todd County, Kentucky",21,219,10.0
"Trigg County, Kentucky",21,221,15.8
"Trimble County, Kentucky",21,223,13.1
"Union County, Kentucky",21,225,12.4
"Warren County, Kentucky",21,227,27.5
"Washington County, Kentucky",21,229,12.8
"Wayne County, Kentucky",21,231,9.0
"Webster County, Kentucky",21,233,8.5
"Whitley County, Kentucky",21,235,11.9
"Wolfe County, Kentucky",21,237,7.6
"Woodford County, Kentucky",21,239,33.1
"Acadia Parish, Louisiana",22,001,10.9
"Allen Parish, Louisiana",22,003,9.1
"Ascension Parish, Louisiana",22,005,21.9
"Assumption Parish, Louisiana",22,007,8.5
"Avoyelles Parish, Louisiana",22,009,10.2
"Beauregard Parish, Louisiana",22,011,14.8
"Bienville Parish, Louisiana",22,013,12.8
"Bossier Parish, Louisiana",22,015,21.6
"Caddo Parish, Louisiana",22,017,22.0
"Calcasieu Parish, Louisiana",22,019,19.2
"Caldwell Parish, Louisiana",22,021,11.7
"Cameron Parish, Louisiana",22,023,11.7
"Catahoula Parish, Louisiana",22,025,10.5
"Claiborne Parish, Louisiana",22,027,11.3
"Concordia Parish, Louisiana",22,029,11.0
"De Soto Parish, Louisiana",22,031,13.6
"East Baton Rouge Parish, Louisiana",22,033,32.9
"East Carroll Parish, Louisiana",22,035,8.3
"East Feliciana Parish, Louisiana",22,037,12.4
"Evangeline Parish, Louisiana",22,039,10.7
"Franklin Parish, Louisiana",22,041,11.3
"Grant Parish, Louisiana",22,043,11.8
"Iberia Parish, Louisiana",22,045,13.4
"Iberville Parish, Louisiana",22,047,11.0
"Jackson Parish, Louisiana",22,049,13.5
"Jefferson Parish, Louisiana",22,051,23.2
"Jefferson Davis Parish, Louisiana",22,053,11.6
"Lafayette Parish, Louisiana",22,055,27.6
"Lafourche Parish, Louisiana",22,057,14.3
"La Salle Parish, Louisiana",22,059,13.1
"Lincoln Parish, Louisiana",22,061,31.8
"Livingston Parish, Louisiana",22,063,16.4
"Madison Parish, Louisiana",22,065,10.9
"Morehouse Parish, Louisiana",22,067,11.1
"Natchitoches Parish, Louisiana",22,069,21.2
"Orleans Parish, Louisiana",22,071,31.6
"Ouachita Parish, Louisiana",22,073,23.5
"Plaquemines Parish, Louisiana",22,075,17.4
"Pointe Coupee Parish, Louisiana",22,077,15.3
"Rapides Parish, Louisiana",22,079,19.4
"Red River Parish, Louisiana",22,081,12.5
"Richland Parish, Louisiana",22,083,12.2
"Sabine Parish, Louisiana",22,085,11.6
"St. Bernard Parish, Louisiana",22,087,9.9
"St. Charles Parish, Louisiana",22,089,19.7
"St. Helena Parish, Louisiana",22,091,11.1
"St. James Parish, Louisiana",22,093,12.4
"St. John the Baptist Parish, Louisiana",22,095,15.8
"St. Landry Parish, Louisiana",22,097,12.5
"St. Martin Parish, Louisiana",22,099,11.6
"St. Mary Parish, Louisiana",22,101,10.4
"St. Tammany Parish, Louisiana",22,103,30.1
"Tangipahoa Parish, Louisiana",22,105,19.7
"Tensas Parish, Louisiana",22,107,12.9
"Terrebonne Parish, Louisiana",22,109,13.8
"Union Parish, Louisiana",22,111,13.8
"Vermilion Parish, Louisiana",22,113,11.7
"Vernon Parish, Louisiana",22,115,15.6
"Washington Parish, Louisiana",22,117,11.8
"Webster Parish, Louisiana",22,119,13.5
"West Baton Rouge Parish, Louisiana",22,121,16.5
"West Carroll Parish, Louisiana",22,123,9.8
"West Feliciana Parish, Louisiana",22,125,12.8
"Winn Parish, Louisiana",22,127,11.2
"Androscoggin County, Maine",23,001,18.4
"Aroostook County, Maine",23,003,16.2
"Cumberland County, Maine",23,005,39.5
"Franklin County, Maine",23,007,24.5
"Hancock County, Maine",23,009,30.1
"Kennebec County, Maine",23,011,24.1
"Knox County, Maine",23,013,26.9
"Lincoln County, Maine",23,015,31.6
"Oxford County, Maine",23,017,18.5
"Penobscot County, Maine",23,019,23.3
"Piscataquis County, Maine",23,021,15.0
"Sagadahoc County, Maine",23,023,29.6
"Somerset County, Maine",23,025,15.3
"Waldo County, Maine",23,027,23.1
"Washington County, Maine",23,029,19.0
"York County, Maine",23,031,26.7
"Allegany County, Maryland",24,001,15.9
"Anne Arundel County, Maryland",24,003,35.7
"Baltimore County, Maryland",24,005,35.2
"Calvert County, Maryland",24,009,29.0
"Caroline County, Maryland",24,011,15.2
"Carroll County, Maryland",24,013,31.1
"Cecil County, Maryland",24,015,20.9
"Charles County, Maryland",24,017,26.1
"Dorchester County, Maryland",24,019,16.5
"Frederick County, Maryland",24,021,35.8
"Garrett County, Maryland",24,023,17.5
"Harford County, Maryland",24,025,30.5
"Howard County, Maryland",24,027,58.3
"Kent County, Maryland",24,029,30.2
"Montgomery County, Maryland",24,031,56.7
"Prince George's County, Maryland",24,033,29.6
"Queen Anne's County, Maryland",24,035,29.6
"St. Mary's County, Maryland",24,037,27.4
"Somerset County, Maryland",24,039,14.3
"Talbot County, Maryland",24,041,32.7
"Washington County, Maryland",24,043,18.7
"Wicomico County, Maryland",24,045,24.7
"Worcester County, Maryland",24,047,26.1
"Baltimore city, Maryland",24,510,25.2
"Barnstable County, Massachusetts",25,001,40.5
"Berkshire County, Massachusetts",25,003,29.6
"Bristol County, Massachusetts",25,005,24.7
"Dukes County, Massachusetts",25,007,40.0
"Essex County, Massachusetts",25,009,36.1
"Franklin County, Massachusetts",25,011,32.5
"Hampden County, Massachusetts",25,013,23.8
"Hampshire County, Massachusetts",25,015,41.3
"Middlesex County, Massachusetts",25,017,49.3
"Nantucket County, Massachusetts",25,019,40.2
"Norfolk County, Massachusetts",25,021,47.4
"Plymouth County, Massachusetts",25,023,32.5
"Suffolk County, Massachusetts",25,025,38.9
"Worcester County, Massachusetts",25,027,32.9
"Alcona County, Michigan",26,001,12.4
"Alger County, Michigan",26,003,16.9
"Allegan County, Michigan",26,005,19.4
"Alpena County, Michigan",26,007,15.5
"Antrim County, Michigan",26,009,23.3
"Arenac County, Michigan",26,011,10.6
"Baraga County, Michigan",26,013,11.4
"Barry County, Michigan",26,015,16.6
"Bay County, Michigan",26,017,18.0
"Benzie County, Michigan",26,019,25.2
"Berrien County, Michigan",26,021,23.3
"Branch County, Michigan",26,023,14.1
"Calhoun County, Michigan",26,025,18.8
"Cass County, Michigan",26,027,15.8
"Charlevoix County, Michigan",26,029,24.5
"Cheboygan County, Michigan",26,031,17.8
"Chippewa County, Michigan",26,033,18.0
"Clare County, Michigan",26,035,10.3
"Clinton County, Michigan",26,037,27.2
"Crawford County, Michigan",26,039,14.1
"Delta County, Michigan",26,041,18.7
"Dickinson County, Michigan",26,043,17.9
"Eaton County, Michigan",26,045,24.3
"Emmet County, Michigan",26,047,29.5
"Genesee County, Michigan",26,049,19.0
"Gladwin County, Michigan",26,051,11.1
"Gogebic County, Michigan",26,053,18.6
"Grand Traverse County, Michigan",26,055,28.9
"Gratiot County, Michigan",26,057,13.5
"Hillsdale County, Michigan",26,059,14.2
"Houghton County, Michigan",26,061,26.9
"Huron County, Michigan",26,063,13.8
"Ingham County, Michigan",26,065,35.5
"Ionia County, Michigan",26,067,13.1
"Iosco County, Michigan",26,069,13.6
"Iron County, Michigan",26,071,15.1
"Isabella County, Michigan",26,073,25.8
"Jackson County, Michigan",26,075,17.5
"Kalamazoo County, Michigan",26,077,33.4
"Kalkaska County, Michigan",26,079,11.6
"Kent County, Michigan",26,081,29.9
"Keweenaw County, Michigan",26,083,22.0
"Lake County, Michigan",26,085,8.5
"Lapeer County, Michigan",26,087,17.0
"Leelanau County, Michigan",26,089,39.4
"Lenawee County, Michigan",26,091,19.2
"Livingston County, Michigan",26,093,31.2
"Luce County, Michigan",26,095,13.5
"Mackinac County, Michigan",26,097,20.1
"Macomb County, Michigan",26,099,21.8
"Manistee County, Michigan",26,101,16.8
"Marquette County, Michigan",26,103,29.7
"Mason County, Michigan",26,105,19.4
"Mecosta County, Michigan",26,107,20.1
"Menominee County, Michigan",26,109,13.4
"Midland County, Michigan",26,111,32.2
"Missaukee County, Michigan",26,113,12.9
"Monroe County, Michigan",26,115,17.0
"Montcalm County, Michigan",26,117,12.7
"Montmorency County, Michigan",26,119,10.6
"Muskegon County, Michigan",26,121,16.5
"Newaygo County, Michigan",26,123,13.2
"Oakland County, Michigan",26,125,42.2
"Oceana County, Michigan",26,127,14.3
"Ogemaw County, Michigan",26,129,10.7
"Ontonagon County, Michigan",26,131,16.5
"Osceola County, Michigan",26,133,11.9
"Oscoda County, Michigan",26,135,8.9
"Otsego County, Michigan",26,137,19.4
"Ottawa County, Michigan",26,139,28.8
"Presque Isle County, Michigan",26,141,14.3
"Roscommon County, Michigan",26,143,13.6
"Saginaw County, Michigan",26,145,18.0
"St. Clair County, Michigan",26,147,15.0
"St. Joseph County, Michigan",26,149,14.0
"Sanilac County, Michigan",26,151,11.0
"Schoolcraft County, Michigan",26,153,13.2
"Shiawassee County, Michigan",26,155,14.9
"Tuscola County, Michigan",26,157,12.4
"Van Buren County, Michigan",26,159,18.3
"Washtenaw County, Michigan",26,161,50.8
"Wayne County, Michigan",26,163,20.2
"Wexford County, Michigan",26,165,16.4
"Aitkin County, Minnesota",27,001,14.4
"Anoka County, Minnesota",27,003,25.7
"Becker County, Minnesota",27,005,21.3
"Beltrami County, Minnesota",27,007,29.1
"Benton County, Minnesota",27,009,19.6
"Big Stone County, Minnesota",27,011,16.0
"Blue Earth County, Minnesota",27,013,30.1
"Brown County, Minnesota",27,015,18.5
"Carlton County, Minnesota",27,017,21.4
"Carver County, Minnesota",27,019,42.7
"Cass County, Minnesota",27,021,20.2
"Chippewa County, Minnesota",27,023,15.8
"Chisago County, Minnesota",27,025,17.0
"Clay County, Minnesota",27,027,31.5
"Clearwater County, Minnesota",27,029,14.5
"Cook County, Minnesota",27,031,32.9
"Cottonwood County, Minnesota",27,033,15.7
"Crow Wing County, Minnesota",27,035,22.0
"Dakota County, Minnesota",27,037,38.1
"Dodge County, Minnesota",27,039,21.9
"Douglas County, Minnesota",27,041,21.4
"Faribault County, Minnesota",27,043,15.3
"Fillmore County, Minnesota",27,045,19.3
"Freeborn County, Minnesota",27,047,13.8
"Goodhue County, Minnesota",27,049,22.7
"Grant County, Minnesota",27,051,18.1
"Hennepin County, Minnesota",27,053,44.0
"Houston County, Minnesota",27,055,22.0
"Hubbard County, Minnesota",27,057,23.3
"Isanti County, Minnesota",27,059,16.0
"Itasca County, Minnesota",27,061,20.8
"Jackson County, Minnesota",27,063,16.2
"Kanabec County, Minnesota",27,065,13.9
"Kandiyohi County, Minnesota",27,067,21.0
"Kittson County, Minnesota",27,069,19.1
"Koochiching County, Minnesota",27,071,16.3
"Lac qui Parle County, Minnesota",27,073,16.2
"Lake County, Minnesota",27,075,20.1
"Lake of the Woods County, Minnesota",27,077,18.6
"Le Sueur County, Minnesota",27,079,21.2
"Lincoln County, Minnesota",27,081,17.8
"Lyon County, Minnesota",27,083,25.7
"McLeod County, Minnesota",27,085,18.3
"Mahnomen County, Minnesota",27,087,13.5
"Marshall County, Minnesota",27,089,16.0
"Martin County, Minnesota",27,091,17.5
"Meeker County, Minnesota",27,093,15.7
"Mille Lacs County, Minnesota",27,095,14.8
"Morrison County, Minnesota",27,097,14.5
"Mower County, Minnesota",27,099,15.9
"Murray County, Minnesota",27,101,15.0
"Nicollet County, Minnesota",27,103,33.6
"Nobles County, Minnesota",27,105,16.0
"Norman County, Minnesota",27,107,14.9
"Olmsted County, Minnesota",27,109,39.1
"Otter Tail County, Minnesota",27,111,19.7
"Pennington County, Minnesota",27,113,15.4
"Pine County, Minnesota",27,115,12.9
"Pipestone County, Minnesota",27,117,15.4
"Polk County, Minnesota",27,119,20.6
"Pope County, Minnesota",27,121,18.4
"Ramsey County, Minnesota",27,123,38.9
"Red Lake County, Minnesota",27,125,13.0
"Redwood County, Minnesota",27,127,16.4
"Renville County, Minnesota",27,129,16.0
"Rice County, Minnesota",27,131,27.1
"Rock County, Minnesota",27,133,16.8
"Roseau County, Minnesota",27,135,16.4
"St. Louis County, Minnesota",27,137,25.6
"Scott County, Minnesota",27,139,36.0
"Sherburne County, Minnesota",27,141,24.2
"Sibley County, Minnesota",27,143,13.4
"Stearns County, Minnesota",27,145,23.6
"Steele County, Minnesota",27,147,22.0
"Stevens County, Minnesota",27,149,23.5
"Swift County, Minnesota",27,151,15.2
"Todd County, Minnesota",27,153,12.2
"Traverse County, Minnesota",27,155,14.7
"Wabasha County, Minnesota",27,157,17.9
"Wadena County, Minnesota",27,159,14.8
"Waseca County, Minnesota",27,161,18.3
"Washington County, Minnesota",27,163,40.0
"Watonwan County, Minnesota",27,165,15.0
"Wilkin County, Minnesota",27,167,18.4
"Winona County, Minnesota",27,169,25.1
"Wright County, Minnesota",27,171,23.8
"Yellow Medicine County, Minnesota",27,173,18.4
"Adams County, Mississippi",28,001,19.3
"Alcorn County, Mississippi",28,003,16.0
"Amite County, Mississippi",28,005,9.2
"Attala County, Mississippi",28,007,17.1
"Benton County, Mississippi",28,009,9.6
"Bolivar County, Mississippi",28,011,20.4
"Calhoun County, Mississippi",28,013,10.1
"Carroll County, Mississippi",28,015,16.4
"Chickasaw County, Mississippi",28,017,11.2
"Choctaw County, Mississippi",28,019,10.9
"Claiborne County, Mississippi",28,021,17.5
"Clarke County, Mississippi",28,023,8.3
"Clay County, Mississippi",28,025,18.1
"Coahoma County, Mississippi",28,027,14.3
"Copiah County, Mississippi",28,029,14.1
"Covington County, Mississippi",28,031,15.8
"DeSoto County, Mississippi",28,033,21.1
"Forrest County, Mississippi",28,035,25.9
"Franklin County, Mississippi",28,037,13.2
"George County, Mississippi",28,039,11.0
"Greene County, Mississippi",28,041,8.3
"Grenada County, Mississippi",28,043,18.6
"Hancock County, Mississippi",28,045,21.7
"Harrison County, Mississippi",28,047,20.0
"Hinds County, Mississippi",28,049,27.2
"Holmes County, Mississippi",28,051,11.2
"Humphreys County, Mississippi",28,053,11.5
"Issaquena County, Mississippi",28,055,4.3
"Itawamba County, Mississippi",28,057,12.4
"Jackson County, Mississippi",28,059,18.4
"Jasper County, Mississippi",28,061,11.6
"Jefferson County, Mississippi",28,063,20.5
"Jefferson Davis County, Mississippi",28,065,11.9
"Jones County, Mississippi",28,067,15.8
"Kemper County, Mississippi",28,069,8.9
"Lafayette County, Mississippi",28,071,39.3
"Lamar County, Mississippi",28,073,31.8
"Lauderdale County, Mississippi",28,075,18.8
"Lawrence County, Mississippi",28,077,11.8
"Leake County, Mississippi",28,079,9.6
"Lee County, Mississippi",28,081,20.9
"Leflore County, Mississippi",28,083,16.6
"Lincoln County, Mississippi",28,085,17.2
"Lowndes County, Mississippi",28,087,20.1
"Madison County, Mississippi",28,089,42.6
"Marion County, Mississippi",28,091,12.5
"Marshall County, Mississippi",28,093,10.2
"Monroe County, Mississippi",28,095,13.2
"Montgomery County, Mississippi",28,097,16.3
"Neshoba County, Mississippi",28,099,12.4
"Newton County, Mississippi",28,101,12.7
"Noxubee County, Mississippi",28,103,13.1
"Oktibbeha County, Mississippi",28,105,39.9
"Panola County, Mississippi",28,107,12.5
"Pearl River County, Mississippi",28,109,14.6
"Perry County, Mississippi",28,111,10.0
"Pike County, Mississippi",28,113,15.7
"Pontotoc County, Mississippi",28,115,11.4
"Prentiss County, Mississippi",28,117,11.8
"Quitman County, Mississippi",28,119,11.0
"Rankin County, Mississippi",28,121,28.0
"Scott County, Mississippi",28,123,10.3
"Sharkey County, Mississippi",28,125,17.8
"Simpson County, Mississippi",28,127,14.3
"Smith County, Mississippi",28,129,14.8
"Stone County, Mississippi",28,131,13.5
"Sunflower County, Mississippi",28,133,13.0
