NAME,state,county,pct_bachelors_plus
"Tallahatchie County, Mississippi",28,135,9.0
"Tate County, Mississippi",28,137,14.1
"Tippah County, Mississippi",28,139,10.4
"Tishomingo County, Mississippi",28,141,10.7
"Tunica County, Mississippi",28,143,14.6
"Union County, Mississippi",28,145,14.5
"Walthall County, Mississippi",28,147,14.0
"Warren County, Mississippi",28,149,24.4
"Washington County, Mississippi",28,151,17.6
"Wayne County, Mississippi",28,153,11.3
"Webster County, Mississippi",28,155,17.2
"Wilkinson County, Mississippi",28,157,9.0
"Winston County, Mississippi",28,159,14.7
"Yalobusha County, Mississippi",28,161,12.3
"Yazoo County, Mississippi",28,163,11.9
"Valley County, Idaho",16,085,36.1
"Washington County, Idaho",16,087,17.4
"Adams County, Illinois",17,001,21.1
"Alexander County, Illinois",17,003,9.5
"Bond County, Illinois",17,005,24.7
"Boone County, Illinois",17,007,20.8
"Brown County, Illinois",17,009,10.9
"Bureau County, Illinois",17,011,16.1
"Calhoun County, Illinois",17,013,12.5
"Carroll County, Illinois",17,015,15.9
"Cass County, Illinois",17,017,12.3
"Champaign County, Illinois",17,019,41.2
"Christian County, Illinois",17,021,12.1
"Clark County, Illinois",17,023,16.4
"Clay County, Illinois",17,025,13.8
"Clinton County, Illinois",17,027,18.9
"Coles County, Illinois",17,029,23.3
"Cook County, Illinois",17,031,33.2
"Crawford County, Illinois",17,033,13.5
"Cumberland County, Illinois",17,035,13.0
"DeKalb County, Illinois",17,037,28.0
"De Witt County, Illinois",17,039,15.7
"Douglas County, Illinois",17,041,14.9
"DuPage County, Illinois",17,043,45.3
"Edgar County, Illinois",17,045,16.8
"Edwards County, Illinois",17,047,13.1
"Effingham County, Illinois",17,049,20.0
"Fayette County, Illinois",17,051,14.3
"Ford County, Illinois",17,053,17.8
"Franklin County, Illinois",17,055,12.4
"Fulton County, Illinois",17,057,13.4
"Gallatin County, Illinois",17,059,10.1
"Greene County, Illinois",17,061,13.5
"Grundy County, Illinois",17,063,18.3
"Hamilton County, Illinois",17,065,12.7
"Hancock County, Illinois",17,067,19.1
"Hardin County, Illinois",17,069,11.0
"Henderson County, Illinois",17,071,14.9
"Henry County, Illinois",17,073,20.6
"Iroquois County, Illinois",17,075,13.7
"Jackson County, Illinois",17,077,35.4
"Jasper County, Illinois",17,079,13.0
"Jefferson County, Illinois",17,081,14.1
"Jersey County, Illinois",17,083,16.0
"Jo Daviess County, Illinois",17,085,23.0
"Johnson County, Illinois",17,087,12.8
"Kane County, Illinois",17,089,31.8
"Kankakee County, Illinois",17,091,17.4
"Kendall County, Illinois",17,093,32.3
"Knox County, Illinois",17,095,15.2
"Lake County, Illinois",17,097,41.3
"LaSalle County, Illinois",17,099,15.8
"Lawrence County, Illinois",17,101,11.1
"Lee County, Illinois",17,103,15.0
"Livingston County, Illinois",17,105,13.5
"Logan County, Illinois",17,107,17.0
"McDonough County, Illinois",17,109,32.6
"McHenry County, Illinois",17,111,32.1
"McLean County, Illinois",17,113,40.4
"Macon County, Illinois",17,115,20.5
"Macoupin County, Illinois",17,117,15.0
"Madison County, Illinois",17,119,23.0
"Marion County, Illinois",17,121,13.6
"Marshall County, Illinois",17,123,17.1
"Mason County, Illinois",17,125,16.5
"Massac County, Illinois",17,127,14.1
"Menard County, Illinois",17,129,24.2
"Mercer County, Illinois",17,131,14.5
"Monroe County, Illinois",17,133,24.7
"Montgomery County, Illinois",17,135,13.3
"Morgan County, Illinois",17,137,20.2
"Moultrie County, Illinois",17,139,13.8
"Ogle County, Illinois",17,141,17.8
"Peoria County, Illinois",17,143,28.1
"Perry County, Illinois",17,145,13.5
"Piatt County, Illinois",17,147,22.9
"Pike County, Illinois",17,149,12.7
"Pope County, Illinois",17,151,8.3
"Pulaski County, Illinois",17,153,11.9
"Putnam County, Illinois",17,155,15.0
"Randolph County, Illinois",17,157,12.0
"Richland County, Illinois",17,159,18.1
"Rock Island County, Illinois",17,161,21.1
"St. Clair County, Illinois",17,163,23.9
"Saline County, Illinois",17,165,14.3
"Sangamon County, Illinois",17,167,31.0
"Schuyler County, Illinois",17,169,17.7
"Scott County, Illinois",17,171,18.0
"Shelby County, Illinois",17,173,14.7
"Stark County, Illinois",17,175,15.2
"Stephenson County, Illinois",17,177,17.2
"Tazewell County, Illinois",17,179,23.1
"Union County, Illinois",17,181,17.8
"Vermilion County, Illinois",17,183,13.7
"Wabash County, Illinois",17,185,15.3
"Warren County, Illinois",17,187,19.9
"Washington County, Illinois",17,189,17.1
"Wayne County, Illinois",17,191,12.1
"White County, Illinois",17,193,12.2
"Whiteside County, Illinois",17,195,16.1
"Will County, Illinois",17,197,30.7
"Williamson County, Illinois",17,199,21.7
"Winnebago County, Illinois",17,201,21.1
"Woodford County, Illinois",17,203,26.0
"Adams County, Indiana",18,001,12.2
"Allen County, Indiana",18,003,26.1
"Bartholomew County, Indiana",18,005,26.7
"Benton County, Indiana",18,007,13.7
"Blackford County, Indiana",18,009,12.2
"Boone County, Indiana",18,011,38.0
"Brown County, Indiana",18,013,21.2
"Carroll County, Indiana",18,015,14.9
"Cass County, Indiana",18,017,14.1
"Clark County, Indiana",18,019,17.8
"Clay County, Indiana",18,021,13.8
"Clinton County, Indiana",18,023,13.1
"Crawford County, Indiana",18,025,11.5
"Daviess County, Indiana",18,027,12.2
"Dearborn County, Indiana",18,029,16.9
"Decatur County, Indiana",18,031,14.8
"DeKalb County, Indiana",18,033,15.7
"Delaware County, Indiana",18,035,22.4
"Dubois County, Indiana",18,037,20.2
"Elkhart County, Indiana",18,039,18.1
"Fayette County, Indiana",18,041,8.8
"Floyd County, Indiana",18,043,22.1
"Fountain County, Indiana",18,045,10.8
"Franklin County, Indiana",18,047,16.5
"Sandusky County, Ohio",39,143,13.1
"Scioto County, Ohio",39,145,12.7
"Seneca County, Ohio",39,147,16.1
"Shelby County, Ohio",39,149,14.0
"Stark County, Ohio",39,151,20.4
"Summit County, Ohio",39,153,29.2
"Trumbull County, Ohio",39,155,16.3
"Tuscarawas County, Ohio",39,157,14.3
"Union County, Ohio",39,159,27.3
"Van Wert County, Ohio",39,161,14.1
"Vinton County, Ohio",39,163,9.2
"Warren County, Ohio",39,165,35.9
"Washington County, Ohio",39,167,16.0
"Wayne County, Ohio",39,169,19.1
"Williams County, Ohio",39,171,12.9
"Wood County, Ohio",39,173,29.3
"Wyandot County, Ohio",39,175,13.4
"Adair County, Oklahoma",40,001,10.6
"Alfalfa County, Oklahoma",40,003,17.9
"Atoka County, Oklahoma",40,005,14.5
"Beaver County, Oklahoma",40,007,17.9
"Beckham County, Oklahoma",40,009,14.7
"Blaine County, Oklahoma",40,011,15.9
"Bryan County, Oklahoma",40,013,20.3
"Caddo County, Oklahoma",40,015,13.7
"Canadian County, Oklahoma",40,017,25.3
"Carter County, Oklahoma",40,019,16.4
"Cherokee County, Oklahoma",40,021,23.8
"Choctaw County, Oklahoma",40,023,11.5
"Cimarron County, Oklahoma",40,025,16.9
"Cleveland County, Oklahoma",40,027,31.2
"Coal County, Oklahoma",40,029,9.1
"Comanche County, Oklahoma",40,031,19.8
"Cotton County, Oklahoma",40,033,18.6
"Craig County, Oklahoma",40,035,13.5
"Creek County, Oklahoma",40,037,14.9
"Custer County, Oklahoma",40,039,25.0
"Delaware County, Oklahoma",40,041,14.3
"Dewey County, Oklahoma",40,043,19.2
"Ellis County, Oklahoma",40,045,23.3
"Garfield County, Oklahoma",40,047,21.8
"Garvin County, Oklahoma",40,049,15.4
"Grady County, Oklahoma",40,051,16.8
"Grant County, Oklahoma",40,053,20.8
"Greer County, Oklahoma",40,055,13.0
"Harmon County, Oklahoma",40,057,15.5
"Harper County, Oklahoma",40,059,17.1
"Haskell County, Oklahoma",40,061,13.4
"Hughes County, Oklahoma",40,063,11.8
"Jackson County, Oklahoma",40,065,21.2
"Jefferson County, Oklahoma",40,067,11.2
"Johnston County, Oklahoma",40,069,19.0
"Kay County, Oklahoma",40,071,19.9
"Kingfisher County, Oklahoma",40,073,17.1
"Kiowa County, Oklahoma",40,075,16.4
"Latimer County, Oklahoma",40,077,13.8
"Le Flore County, Oklahoma",40,079,11.4
"Lincoln County, Oklahoma",40,081,13.7
"Logan County, Oklahoma",40,083,23.2
"Love County, Oklahoma",40,085,13.9
"McClain County, Oklahoma",40,087,17.9
"McCurtain County, Oklahoma",40,089,12.3
"McIntosh County, Oklahoma",40,091,11.1
"Major County, Oklahoma",40,093,16.4
"Marshall County, Oklahoma",40,095,15.9
"Mayes County, Oklahoma",40,097,11.9
"Murray County, Oklahoma",40,099,13.3
"Muskogee County, Oklahoma",40,101,17.5
"Noble County, Oklahoma",40,103,17.5
"Nowata County, Oklahoma",40,105,12.6
"Okfuskee County, Oklahoma",40,107,10.9
"Oklahoma County, Oklahoma",40,109,28.2
"Okmulgee County, Oklahoma",40,111,13.5
"Osage County, Oklahoma",40,113,17.8
"Ottawa County, Oklahoma",40,115,13.1
"Pawnee County, Oklahoma",40,117,16.1
"Payne County, Oklahoma",40,119,34.0
"Pittsburg County, Oklahoma",40,121,15.1
"Pontotoc County, Oklahoma",40,123,26.2
"Pottawatomie County, Oklahoma",40,125,16.6
"Pushmataha County, Oklahoma",40,127,11.6
"Roger Mills County, Oklahoma",40,129,20.1
"Rogers County, Oklahoma",40,131,21.2
"Seminole County, Oklahoma",40,133,13.3
"Sequoyah County, Oklahoma",40,135,12.2
"Stephens County, Oklahoma",40,137,16.5
"Texas County, Oklahoma",40,139,20.3
"Tillman County, Oklahoma",40,141,14.6
"Tulsa County, Oklahoma",40,143,28.8
"Wagoner County, Oklahoma",40,145,20.8
"Washington County, Oklahoma",40,147,26.1
"Washita County, Oklahoma",40,149,16.4
"Woods County, Oklahoma",40,151,28.5
"Woodward County, Oklahoma",40,153,17.4
"Baker County, Oregon",41,001,20.5
"Benton County, Oregon",41,003,47.9
"Clackamas County, Oregon",41,005,31.4
"Clatsop County, Oregon",41,007,21.6
"Columbia County, Oregon",41,009,16.8
"Coos County, Oregon",41,011,18.3
"Crook County, Oregon",41,013,15.4
"Curry County, Oregon",41,015,18.5
"Deschutes County, Oregon",41,017,29.1
"Douglas County, Oregon",41,019,15.5
"Gilliam County, Oregon",41,021,18.8
"Grant County, Oregon",41,023,17.2
"Harney County, Oregon",41,025,16.2
"Hood River County, Oregon",41,027,25.9
"Jackson County, Oregon",41,029,24.4
"Jefferson County, Oregon",41,031,15.9
"Josephine County, Oregon",41,033,16.5
"Klamath County, Oregon",41,035,18.1
"Lake County, Oregon",41,037,16.4
"Lane County, Oregon",41,039,27.7
"Lincoln County, Oregon",41,041,23.8
"Linn County, Oregon",41,043,16.3
"Malheur County, Oregon",41,045,13.8
"Marion County, Oregon",41,047,20.9
"Morrow County, Oregon",41,049,11.5
"Multnomah County, Oregon",41,051,37.5
"Polk County, Oregon",41,053,28.1
"Sherman County, Oregon",41,055,15.4
"Tillamook County, Oregon",41,057,20.0
"Umatilla County, Oregon",41,059,14.6
"Union County, Oregon",41,061,20.3
"Wallowa County, Oregon",41,063,21.1
"Wasco County, Oregon",41,065,21.5
"Washington County, Oregon",41,067,38.9
"Wheeler County, Oregon",41,069,18.2
"Yamhill County, Oregon",41,071,23.0
"Adams County, Pennsylvania",42,001,18.5
"Allegheny County, Pennsylvania",42,003,34.1
"Armstrong County, Pennsylvania",42,005,13.9
"Beaver County, Pennsylvania",42,007,19.2
"Bedford County, Pennsylvania",42,009,12.5
"Berks County, Pennsylvania",42,011,21.7
"Blair County, Pennsylvania",42,013,17.3
"Bradford County, Pennsylvania",42,015,15.7
"Bucks County, Pennsylvania",42,017,34.5
"Butler County, Pennsylvania",42,019,28.8
"Cambria County, Pennsylvania",42,021,17.5
"Cameron County, Pennsylvania",42,023,14.9
"Carbon County, Pennsylvania",42,025,14.6
"Centre County, Pennsylvania",42,027,40.0
"Chester County, Pennsylvania",42,029,47.8
"Clarion County, Pennsylvania",42,031,17.2
"Clearfield County, Pennsylvania",42,033,12.3
"Clinton County, Pennsylvania",42,035,16.7
"Columbia County, Pennsylvania",42,037,18.3
"Crawford County, Pennsylvania",42,039,18.3
"Cumberland County, Pennsylvania",42,041,32.3
"Dauphin County, Pennsylvania",42,043,27.1
"Delaware County, Pennsylvania",42,045,34.7
"Elk County, Pennsylvania",42,047,16.2
"Erie County, Pennsylvania",42,049,23.3
"Fayette County, Pennsylvania",42,051,13.9
"Forest County, Pennsylvania",42,053,9.6
"Franklin County, Pennsylvania",42,055,18.3
"Fulton County, Pennsylvania",42,057,9.9
"Greene County, Pennsylvania",42,059,14.6
"Huntingdon County, Pennsylvania",42,061,13.8
"Indiana County, Pennsylvania",42,063,19.2
"Jefferson County, Pennsylvania",42,065,12.0
"Juniata County, Pennsylvania",42,067,10.8
"Lackawanna County, Pennsylvania",42,069,23.7
"Lancaster County, Pennsylvania",42,071,23.3
"Lawrence County, Pennsylvania",42,073,18.6
"Lebanon County, Pennsylvania",42,075,18.3
"Lehigh County, Pennsylvania",42,077,27.0
"Luzerne County, Pennsylvania",42,079,20.2
"Lycoming County, Pennsylvania",42,081,18.8
"McKean County, Pennsylvania",42,083,15.6
"Mercer County, Pennsylvania",42,085,19.0
"Mifflin County, Pennsylvania",42,087,11.1
"Monroe County, Pennsylvania",42,089,23.8
"Montgomery County, Pennsylvania",42,091,44.2
"Montour County, Pennsylvania",42,093,25.0
"Northampton County, Pennsylvania",42,095,26.3
"Northumberland County, Pennsylvania",42,097,13.5
"Perry County, Pennsylvania",42,099,14.0
"Philadelphia County, Pennsylvania",42,101,22.2
"Pike County, Pennsylvania",42,103,23.3
"Potter County, Pennsylvania",42,105,12.4
"Schuylkill County, Pennsylvania",42,107,13.6
"Snyder County, Pennsylvania",42,109,15.3
"Somerset County, Pennsylvania",42,111,14.3
"Sullivan County, Pennsylvania",42,113,11.4
"Susquehanna County, Pennsylvania",42,115,15.4
"Tioga County, Pennsylvania",42,117,17.7
"Union County, Pennsylvania",42,119,22.2
"Venango County, Pennsylvania",42,121,14.1
"Warren County, Pennsylvania",42,123,16.9
"Washington County, Pennsylvania",42,125,24.2
"Wayne County, Pennsylvania",42,127,17.9
"Westmoreland County, Pennsylvania",42,129,24.0
"Wyoming County, Pennsylvania",42,131,16.8
"York County, Pennsylvania",42,133,21.5
"Bristol County, Rhode Island",44,001,41.1
"Kent County, Rhode Island",44,003,29.2
"Newport County, Rhode Island",44,005,43.4
"Providence County, Rhode Island",44,007,25.6
"Washington County, Rhode Island",44,009,41.7
"Abbeville County, South Carolina",45,001,15.3
"Aiken County, South Carolina",45,003,23.5
"Allendale County, South Carolina",45,005,13.2
"Anderson County, South Carolina",45,007,18.0
"Bamberg County, South Carolina",45,009,17.4
"Barnwell County, South Carolina",45,011,11.5
"Beaufort County, South Carolina",45,013,37.4
"Berkeley County, South Carolina",45,015,18.3
"Calhoun County, South Carolina",45,017,20.3
"Charleston County, South Carolina",45,019,37.5
"Cherokee County, South Carolina",45,021,11.7
"Chester County, South Carolina",45,023,11.2
"Chesterfield County, South Carolina",45,025,11.1
"Clarendon County, South Carolina",45,027,13.2
"Colleton County, South Carolina",45,029,13.6
"Darlington County, South Carolina",45,031,15.9
"Dillon County, South Carolina",45,033,9.2
"Dorchester County, South Carolina",45,035,24.1
"Edgefield County, South Carolina",45,037,16.3
"Fairfield County, South Carolina",45,039,15.9
"Florence County, South Carolina",45,041,20.8
"Georgetown County, South Carolina",45,043,21.8
"Greenville County, South Carolina",45,045,30.0
"Greenwood County, South Carolina",45,047,22.0
"Hampton County, South Carolina",45,049,11.0
"Horry County, South Carolina",45,051,21.8
"Jasper County, South Carolina",45,053,9.4
"Kershaw County, South Carolina",45,055,18.5
"Lancaster County, South Carolina",45,057,15.4
"Laurens County, South Carolina",45,059,14.5
"Lee County, South Carolina",45,061,8.5
"Lexington County, South Carolina",45,063,27.6
"McCormick County, South Carolina",45,065,16.0
"Marion County, South Carolina",45,067,12.9
"Marlboro County, South Carolina",45,069,8.6
"Newberry County, South Carolina",45,071,19.3
"Oconee County, South Carolina",45,073,21.4
"Orangeburg County, South Carolina",45,075,16.7
"Pickens County, South Carolina",45,077,23.5
"Richland County, South Carolina",45,079,36.5
"Saluda County, South Carolina",45,081,12.6
"Spartanburg County, South Carolina",45,083,19.9
"Sumter County, South Carolina",45,085,17.4
"Union County, South Carolina",45,087,12.9
"Williamsburg County, South Carolina",45,089,11.3
"York County, South Carolina",45,091,26.9
"Aurora County, South Dakota",46,003,12.2
"Beadle County, South Dakota",46,005,19.7
"Bennett County, South Dakota",46,007,15.7
"Bon Homme County, South Dakota",46,009,15.4
"Brookings County, South Dakota",46,011,37.7
"Brown County, South Dakota",46,013,24.1
"Brule County, South Dakota",46,015,25.2
"Buffalo County, South Dakota",46,017,8.3
"Butte County, South Dakota",46,019,19.2
"Campbell County, South Dakota",46,021,16.9
"Charles Mix County, South Dakota",46,023,15.5
"Clark County, South Dakota",46,025,12.5
"Clay County, South Dakota",46,027,40.4
"Codington County, South Dakota",46,029,22.7
"Corson County, South Dakota",46,031,14.3
"Custer County, South Dakota",46,033,28.6
"Davison County, South Dakota",46,035,21.5
"Day County, South Dakota",46,037,17.7
"Deuel County, South Dakota",46,039,17.8
"Dewey County, South Dakota",46,041,12.6
"Douglas County, South Dakota",46,043,16.0
"Edmunds County, South Dakota",46,045,20.5
"Fall River County, South Dakota",46,047,20.2
"Faulk County, South Dakota",46,049,15.5
"Grant County, South Dakota",46,051,15.5
"Gregory County, South Dakota",46,053,14.7
"Haakon County, South Dakota",46,055,20.0
"Hamlin County, South Dakota",46,057,16.7
"Hand County, South Dakota",46,059,17.1
"Hanson County, South Dakota",46,061,18.9
"Harding County, South Dakota",46,063,34.3
"Hughes County, South Dakota",46,065,33.3
"Hutchinson County, South Dakota",46,067,21.7
"Hyde County, South Dakota",46,069,16.8
"Jackson County, South Dakota",46,071,19.4
"Jerauld County, South Dakota",46,073,11.0
"Jones County, South Dakota",46,075,15.6
"Kingsbury County, South Dakota",46,077,20.3
"Lake County, South Dakota",46,079,22.1
"Lawrence County, South Dakota",46,081,31.8
"Lincoln County, South Dakota",46,083,36.9
"Lyman County, South Dakota",46,085,19.8
"McCook County, South Dakota",46,087,20.4
"McPherson County, South Dakota",46,089,14.8
"Marshall County, South Dakota",46,091,16.7
"Meade County, South Dakota",46,093,21.0
"Mellette County, South Dakota",46,095,14.9
"Miner County, South Dakota",46,097,17.5
"Minnehaha County, South Dakota",46,099,28.9
"Moody County, South Dakota",46,101,21.7
"Pennington County, South Dakota",46,103,27.8
"Perkins County, South Dakota",46,105,17.8
"Potter County, South Dakota",46,107,19.9
"Roberts County, South Dakota",46,109,15.0
"Sanborn County, South Dakota",46,111,15.3
"Shannon County, South Dakota",46,113,16.1
"Spink County, South Dakota",46,115,15.9
"Stanley County, South Dakota",46,117,27.7
"Sully County, South Dakota",46,119,25.1
"Todd County, South Dakota",46,121,18.1
"Tripp County, South Dakota",46,123,16.0
"Turner County, South Dakota",46,125,21.5
"Union County, South Dakota",46,127,29.1
"Walworth County, South Dakota",46,129,21.3
"Yankton County, South Dakota",46,135,26.8
"Ziebach County, South Dakota",46,137,12.0
"Anderson County, Tennessee",47,001,22.1
"Bedford County, Tennessee",47,003,12.8
"Benton County, Tennessee",47,005,12.6
"Bledsoe County, Tennessee",47,007,8.8
"Blount County, Tennessee",47,009,20.6
"Bradley County, Tennessee",47,011,19.2
"Campbell County, Tennessee",47,013,9.2
"Cannon County, Tennessee",47,015,11.1
"Carroll County, Tennessee",47,017,15.5
"Carter County, Tennessee",47,019,14.9
"Cheatham County, Tennessee",47,021,17.9
"Chester County, Tennessee",47,023,13.8
"Claiborne County, Tennessee",47,025,11.1
"Clay County, Tennessee",47,027,11.0
"Cocke County, Tennessee",47,029,7.8
"Coffee County, Tennessee",47,031,19.0
"Crockett County, Tennessee",47,033,12.2
"Cumberland County, Tennessee",47,035,15.6
"Davidson County, Tennessee",47,037,34.0
"Decatur County, Tennessee",47,039,10.4
"DeKalb County, Tennessee",47,041,11.7
"Dickson County, Tennessee",47,043,14.9
"Dyer County, Tennessee",47,045,14.5
"Fayette County, Tennessee",47,047,18.9
"Fentress County, Tennessee",47,049,10.1
"Franklin County, Tennessee",47,051,16.5
"Gibson County, Tennessee",47,053,14.8
"Giles County, Tennessee",47,055,12.1
"Grainger County, Tennessee",47,057,7.3
"Greene County, Tennessee",47,059,14.0
"Grundy County, Tennessee",47,061,8.0
"Hamblen County, Tennessee",47,063,15.6
"Hamilton County, Tennessee",47,065,27.0
"Hancock County, Tennessee",47,067,7.4
"Hardeman County, Tennessee",47,069,10.7
"Hardin County, Tennessee",47,071,9.4
"Hawkins County, Tennessee",47,073,12.4
"Haywood County, Tennessee",47,075,12.9
"Henderson County, Tennessee",47,077,11.8
"Henry County, Tennessee",47,079,14.8
"Hickman County, Tennessee",47,081,10.6
"Houston County, Tennessee",47,083,7.5
"Humphreys County, Tennessee",47,085,13.2
"Jackson County, Tennessee",47,087,9.4
"Jefferson County, Tennessee",47,089,13.5
"Johnson County, Tennessee",47,091,10.1
"Knox County, Tennessee",47,093,33.8
"Lake County, Tennessee",47,095,5.2
"Lauderdale County, Tennessee",47,097,9.9
"Lawrence County, Tennessee",47,099,11.0
"Lewis County, Tennessee",47,101,11.2
"Lincoln County, Tennessee",47,103,15.8
"Loudon County, Tennessee",47,105,22.6
"McMinn County, Tennessee",47,107,13.9
"McNairy County, Tennessee",47,109,10.9
"Macon County, Tennessee",47,111,7.6
"Madison County, Tennessee",47,113,24.5
"Marion County, Tennessee",47,115,13.3
"Marshall County, Tennessee",47,117,11.5
"Maury County, Tennessee",47,119,16.1
"Meigs County, Tennessee",47,121,9.0
"Adair County, Missouri",29,001,25.5
"Andrew County, Missouri",29,003,20.5
"Atchison County, Missouri",29,005,21.0
"Audrain County, Missouri",29,007,14.0
"Barry County, Missouri",29,009,12.4
"Barton County, Missouri",29,011,13.2
"Bates County, Missouri",29,013,11.7
"Benton County, Missouri",29,015,12.5
"Bollinger County, Missouri",29,017,10.1
"Boone County, Missouri",29,019,45.2
"Buchanan County, Missouri",29,021,19.4
"Butler County, Missouri",29,023,14.1
"Caldwell County, Missouri",29,025,11.8
"Callaway County, Missouri",29,027,20.4
"Camden County, Missouri",29,029,21.0
"Cape Girardeau County, Missouri",29,031,26.9
"Carroll County, Missouri",29,033,17.9
"Carter County, Missouri",29,035,11.1
"Cass County, Missouri",29,037,21.4
"Cedar County, Missouri",29,039,11.9
"Chariton County, Missouri",29,041,14.2
"Christian County, Missouri",29,043,26.9
"Clark County, Missouri",29,045,12.9
"Clay County, Missouri",29,047,30.2
"Clinton County, Missouri",29,049,17.6
"Cole County, Missouri",29,051,30.5
"Cooper County, Missouri",29,053,15.7
"Crawford County, Missouri",29,055,10.8
"Dade County, Missouri",29,057,9.1
"Dallas County, Missouri",29,059,10.7
"Daviess County, Missouri",29,061,14.4
"DeKalb County, Missouri",29,063,12.0
"Dent County, Missouri",29,065,11.2
"Douglas County, Missouri",29,067,10.2
"Dunklin County, Missouri",29,069,10.1
"Franklin County, Missouri",29,071,16.5
"Gasconade County, Missouri",29,073,14.1
"Gentry County, Missouri",29,075,12.0
"Greene County, Missouri",29,077,27.5
"Grundy County, Missouri",29,079,12.8
"Harrison County, Missouri",29,081,7.6
"Henry County, Missouri",29,083,15.1
"Hickory County, Missouri",29,085,8.1
"Holt County, Missouri",29,087,16.3
"Howard County, Missouri",29,089,21.6
"Howell County, Missouri",29,091,14.1
"Iron County, Missouri",29,093,9.1
"Jackson County, Missouri",29,095,26.9
"Jasper County, Missouri",29,097,18.6
"Jefferson County, Missouri",29,099,16.1
"Johnson County, Missouri",29,101,24.1
"Knox County, Missouri",29,103,13.9
"Laclede County, Missouri",29,105,13.0
"Lafayette County, Missouri",29,107,15.9
"Lawrence County, Missouri",29,109,13.3
"Lewis County, Missouri",29,111,13.0
"Lincoln County, Missouri",29,113,11.9
"Linn County, Missouri",29,115,14.3
"Livingston County, Missouri",29,117,19.0
"McDonald County, Missouri",29,119,8.9
"Macon County, Missouri",29,121,15.0
"Madison County, Missouri",29,123,10.7
"Maries County, Missouri",29,125,14.2
"Marion County, Missouri",29,127,16.9
"Mercer County, Missouri",29,129,14.2
"Miller County, Missouri",29,131,11.9
"Mississippi County, Missouri",29,133,10.5
"Moniteau County, Missouri",29,135,17.1
"Monroe County, Missouri",29,137,11.9
"Montgomery County, Missouri",29,139,12.2
"Morgan County, Missouri",29,141,11.8
"New Madrid County, Missouri",29,143,12.2
"Newton County, Missouri",29,145,18.3
"Nodaway County, Missouri",29,147,23.7
"Oregon County, Missouri",29,149,10.2
"Osage County, Missouri",29,151,13.2
"Ozark County, Missouri",29,153,11.1
"Pemiscot County, Missouri",29,155,9.8
"Perry County, Missouri",29,157,12.2
"Pettis County, Missouri",29,159,15.8
"Phelps County, Missouri",29,161,25.3
"Pike County, Missouri",29,163,12.6
"Platte County, Missouri",29,165,36.9
"Polk County, Missouri",29,167,16.6
"Pulaski County, Missouri",29,169,18.4
"Putnam County, Missouri",29,171,15.6
"Ralls County, Missouri",29,173,16.1
"Randolph County, Missouri",29,175,11.7
"Ray County, Missouri",29,177,13.5
"Reynolds County, Missouri",29,179,6.7
"Ripley County, Missouri",29,181,12.2
"St. Charles County, Missouri",29,183,33.4
"St. Clair County, Missouri",29,185,14.1
"Ste. Genevieve County, Missouri",29,186,11.6
"St. Francois County, Missouri",29,187,14.8
"St. Louis County, Missouri",29,189,39.1
"Saline County, Missouri",29,195,17.7
"Schuyler County, Missouri",29,197,9.6
"Scotland County, Missouri",29,199,17.8
"Scott County, Missouri",29,201,13.7
"Shannon County, Missouri",29,203,13.7
"Shelby County, Missouri",29,205,13.4
"Stoddard County, Missouri",29,207,11.7
"Stone County, Missouri",29,209,16.8
"Sullivan County, Missouri",29,211,9.9
"Taney County, Missouri",29,213,20.0
"Texas County, Missouri",29,215,11.8
"Vernon County, Missouri",29,217,14.3
"Warren County, Missouri",29,219,16.9
"Washington County, Missouri",29,221,7.7
"Wayne County, Missouri",29,223,8.7
"Webster County, Missouri",29,225,14.7
"Worth County, Missouri",29,227,12.8
"Wright County, Missouri",29,229,11.3
"St. Louis city, Missouri",29,510,26.9
"Beaverhead County, Montana",30,001,30.4
"Big Horn County, Montana",30,003,12.6
"Blaine County, Montana",30,005,17.2
"Broadwater County, Montana",30,007,15.2
"Carbon County, Montana",30,009,28.5
"Carter County, Montana",30,011,15.2
"Cascade County, Montana",30,013,23.9
"Chouteau County, Montana",30,015,22.5
"Custer County, Montana",30,017,19.2
"Daniels County, Montana",30,019,19.7
"Dawson County, Montana",30,021,18.4
"Deer Lodge County, Montana",30,023,18.8
"Fallon County, Montana",30,025,15.7
"Fergus County, Montana",30,027,23.0
"Flathead County, Montana",30,029,26.7
"Gallatin County, Montana",30,031,45.0
"Garfield County, Montana",30,033,14.1
"Glacier County, Montana",30,035,15.6
"Golden Valley County, Montana",30,037,23.7
"Granite County, Montana",30,039,23.9
"Hill County, Montana",30,041,20.4
"Jefferson County, Montana",30,043,32.0
"Judith Basin County, Montana",30,045,28.5
"Lake County, Montana",30,047,25.2
"Lewis and Clark County, Montana",30,049,34.7
"Liberty County, Montana",30,051,17.0
"Lincoln County, Montana",30,053,16.4
"McCone County, Montana",30,055,18.6
"Madison County, Montana",30,057,33.8
"Meagher County, Montana",30,059,15.8
"Mineral County, Montana",30,061,13.6
"Missoula County, Montana",30,063,38.4
"Musselshell County, Montana",30,065,13.4
"Park County, Montana",30,067,31.4
"Petroleum County, Montana",30,069,13.8
"Phillips County, Montana",30,071,15.8
"Pondera County, Montana",30,073,19.3
"Powder River County, Montana",30,075,16.1
"Powell County, Montana",30,077,18.7
"Prairie County, Montana",30,079,13.4
