   6.3000000e+01	   8.8000000e+01	   5.8024866e-02	   7.1044497e-02	   6.5364406e-02	   4.2026969e-02	
   9.9000000e+01	   6.3000000e+01	   9.9286609e-02	   1.3177244e-01	   9.8449040e-02	   7.3908256e-02	
   1.6000000e+01	   8.8000000e+01	   1.5394260e-01	   2.5123967e-01	   1.6332788e-01	   1.2856699e-01	
   1.0000000e+01	   6.3000000e+01	   7.9290690e-02	   1.2205259e-01	   8.2381480e-02	   6.5181160e-02	
   3.5000000e+01	   6.3000000e+01	   3.6787759e-01	   2.1145095e+00	   3.8035031e-01	   3.3728604e-01	
   6.1000000e+01	   8.8000000e+01	   3.5023868e-01	   3.8667105e-01	   3.3837537e-01	   2.9344784e-01	
   8.7000000e+01	   1.0000000e+01	   1.5365952e-01	   5.5479846e-01	   1.6122501e-01	   1.4348106e-01	
   8.8000000e+01	   1.0000000e+01	   3.5110078e-02	   1.0600131e-01	   3.1740689e-02	   2.5193798e-02	
   9.8000000e+01	   6.3000000e+01	   1.9632156e-01	   2.6975711e-01	   1.9568911e-01	   1.6725374e-01	
   1.2300000e+02	   8.8000000e+01	   3.1955643e-01	   5.6175550e-01	   3.2814249e-01	   2.8334824e-01	
   1.1200000e+02	   6.3000000e+01	   3.2779525e-01	   7.6830186e-01	   3.4368827e-01	   3.0070182e-01	
   4.2000000e+01	   6.3000000e+01	   2.2373783e-01	   5.0420236e-01	   2.3732046e-01	   1.9935777e-01	
   8.0000000e+00	   8.8000000e+01	   1.1179649e-01	   1.1244400e-01	   1.2966870e-01	   8.7376020e-02	
   6.0000000e+00	   1.0000000e+01	   2.2057565e-01	   5.7291700e-01	   2.3423873e-01	   2.0900884e-01	
   2.8000000e+01	   1.0000000e+01	   1.9498489e-01	   7.4820315e-01	   2.1762251e-01	   1.8069573e-01	
   8.4000000e+01	   6.3000000e+01	   2.9283279e-01	   3.5899789e-01	   3.0943298e-01	   2.5089547e-01	
   1.3000000e+02	   1.0000000e+01	   7.0225076e-01	   2.4282141e+00	   7.3026200e-01	   6.0708637e-01	
   9.4000000e+01	   6.3000000e+01	   1.2085957e-01	   2.5805294e-01	   1.2652148e-01	   9.7462870e-02	
   1.3500000e+02	   8.8000000e+01	   1.8447763e-01	   2.1977964e-01	   1.9269376e-01	   1.4820248e-01	
   2.6000000e+01	   6.3000000e+01	   2.4507876e-01	   5.0024201e-01	   2.5222608e-01	   2.1930752e-01	
   1.2100000e+02	   1.0000000e+01	   1.9866786e-01	   4.7893867e-01	   1.9826323e-01	   1.8254555e-01	
   6.3000000e+01	   6.3000000e+01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   9.0000000e+01	   8.8000000e+01	   6.8217506e-01	   2.6883085e+00	   7.0353169e-01	   5.7005055e-01	
   1.1800000e+02	   1.0000000e+01	   7.4516479e-01	   2.7360652e+00	   7.4045874e-01	   6.2215196e-01	
   5.8000000e+01	   8.8000000e+01	   2.4316916e-01	   2.4349433e-01	   2.4766491e-01	   1.9361089e-01	
   9.4000000e+01	   8.8000000e+01	   8.5193002e-02	   2.6403527e-01	   8.9182659e-02	   6.7968246e-02	
   5.0000000e+00	   1.0000000e+01	   2.4239989e-01	   6.4282535e-01	   2.6423467e-01	   2.1224876e-01	
   1.1600000e+02	   8.8000000e+01	   5.6255011e-01	   2.7519977e+00	   5.5792451e-01	   4.5517602e-01	
   1.2500000e+02	   6.3000000e+01	   7.2494716e-01	   2.3704832e+00	   7.3061454e-01	   6.1282446e-01	
   5.0000000e+00	   8.8000000e+01	   2.3684515e-01	   5.9040663e-01	   2.6477176e-01	   2.0438704e-01	
   1.8000000e+01	   1.0000000e+01	   1.2399684e-01	   5.8960804e-01	   1.2339199e-01	   1.1783416e-01	
   1.0700000e+02	   8.8000000e+01	   3.1245330e-01	   4.8001179e-01	   3.0636461e-01	   2.8240353e-01	
   3.7000000e+01	   6.3000000e+01	   1.9508791e-01	   6.5150173e-01	   2.0100925e-01	   1.8437648e-01	
   1.3200000e+02	   6.3000000e+01	   8.0785981e-01	   2.5890682e+00	   8.0876068e-01	   6.7350290e-01	
   3.8000000e+01	   6.3000000e+01	   1.4537545e-01	   4.8470006e-01	   1.4434280e-01	   1.3390420e-01	
   6.6000000e+01	   8.8000000e+01	   3.7904692e-01	   8.9914281e-01	   3.5024170e-01	   2.9775711e-01	
   9.3000000e+01	   1.0000000e+01	   1.8731705e-01	   3.1081715e-01	   1.8246202e-01	   1.5490631e-01	
   9.0000000e+01	   6.3000000e+01	   6.7698067e-01	   2.6815807e+00	   6.8592023e-01	   5.6066798e-01	
   3.0000000e+01	   6.3000000e+01	   2.2944623e-01	   3.9645603e-01	   2.3259225e-01	   2.0742534e-01	
   7.3000000e+01	   1.0000000e+01	   2.8161684e-01	   5.3286725e-01	   2.8809938e-01	   2.6520844e-01	
   1.3500000e+02	   6.3000000e+01	   2.0215755e-01	   2.4043693e-01	   2.2086645e-01	   1.7467383e-01	
   9.9000000e+01	   1.0000000e+01	   1.2670852e-01	   1.9194107e-01	   1.5184300e-01	   1.0897663e-01	
   9.5000000e+01	   1.0000000e+01	   1.8330622e-01	   2.6113979e-01	   1.9373489e-01	   1.6062309e-01	
   1.3800000e+02	   8.8000000e+01	   1.7402779e-01	   1.5570447e-01	   1.9755513e-01	   1.2062489e-01	
   3.2000000e+01	   6.3000000e+01	   4.2794152e-01	   1.8280468e+00	   4.4726713e-01	   3.5203170e-01	
   1.2900000e+02	   8.8000000e+01	   6.2790548e-01	   2.1821196e+00	   7.0351415e-01	   5.5488909e-01	
   1.0300000e+02	   1.0000000e+01	   3.6327633e-01	   6.5041853e-01	   3.4619436e-01	   3.0859807e-01	
   8.2000000e+01	   1.0000000e+01	   2.6664088e-01	   5.3466515e-01	   2.7578594e-01	   2.4964507e-01	
   1.4300000e+02	   6.3000000e+01	   2.9802882e-01	   3.6300407e-01	   3.0203083e-01	   2.6133729e-01	
   1.1300000e+02	   6.3000000e+01	   1.6837239e-01	   2.8045439e-01	   1.7927899e-01	   1.5075846e-01	
   1.0200000e+02	   1.0000000e+01	   2.5349330e-01	   3.4968188e-01	   2.4545383e-01	   2.1591200e-01	
   6.0000000e+00	   8.8000000e+01	   2.5294473e-01	   5.2051779e-01	   2.5523397e-01	   2.2777903e-01	
   7.7000000e+01	   8.8000000e+01	   2.4385577e-01	   5.5321456e-01	   2.6896964e-01	   2.0095336e-01	
   2.0000000e+00	   1.0000000e+01	   1.3097096e-01	   3.3236759e-01	   1.1222778e-01	   9.6741605e-02	
   9.0000000e+00	   1.0000000e+01	   1.7404940e-01	   2.3383326e-01	   1.8417666e-01	   1.5321112e-01	
   9.0000000e+00	   8.8000000e+01	   1.6844785e-01	   1.8141454e-01	   1.8471388e-01	   1.4141270e-01	
   1.0100000e+02	   8.8000000e+01	   3.7526319e-01	   5.3817113e-01	   3.8541443e-01	   3.4357232e-01	
   5.1000000e+01	   8.8000000e+01	   5.7668221e-01	   2.8192990e+00	   6.2286193e-01	   5.0640364e-01	
   1.0400000e+02	   8.8000000e+01	   2.2057102e-01	   2.5727744e-01	   2.2969815e-01	   1.7208654e-01	
   3.8000000e+01	   1.0000000e+01	   8.7947250e-02	   4.6072846e-01	   8.5955989e-02	   7.8078600e-02	
   1.4000000e+02	   6.3000000e+01	   2.2403314e-01	   2.8964768e-01	   2.3338802e-01	   1.8236706e-01	
   9.4000000e+01	   1.0000000e+01	   8.7238068e-02	   3.1643448e-01	   8.2359310e-02	   7.0725551e-02	
   1.0100000e+02	   1.0000000e+01	   3.4289411e-01	   5.9057035e-01	   3.6441918e-01	   3.2487920e-01	
   1.0200000e+02	   8.8000000e+01	   2.8823183e-01	   3.5299619e-01	   2.7686010e-01	   2.4091957e-01	
   4.1000000e+01	   8.8000000e+01	   7.0584330e-01	   2.8377911e+00	   7.2728035e-01	   5.5557758e-01	
   3.9000000e+01	   6.3000000e+01	   3.8733487e-01	   4.8497190e-01	   3.8804690e-01	   3.5758879e-01	
   7.1000000e+01	   8.8000000e+01	   5.9672295e-01	   2.3340390e+00	   6.4091656e-01	   5.3825734e-01	
   1.2000000e+01	   6.3000000e+01	   4.1545749e-01	   5.3218880e-01	   4.2280598e-01	   3.8485557e-01	
   4.0000000e+00	   6.3000000e+01	   1.0476969e-01	   4.4514947e-01	   1.0612715e-01	   9.9375318e-02	
   2.7000000e+01	   8.8000000e+01	   2.7336790e-01	   2.5427522e-01	   2.9639817e-01	   2.2037996e-01	
   7.1000000e+01	   1.0000000e+01	   6.0037468e-01	   2.3864415e+00	   6.3709609e-01	   5.3564394e-01	
   8.9000000e+01	   1.0000000e+01	   4.9782786e-01	   2.7965163e+00	   5.6252510e-01	   4.3770783e-01	
   9.1000000e+01	   6.3000000e+01	   4.4261379e-01	   1.9596646e+00	   4.8055409e-01	   3.6233989e-01	
   3.0000000e+01	   1.0000000e+01	   1.5058043e-01	   3.7248444e-01	   1.5098039e-01	   1.4244015e-01	
   2.8000000e+01	   6.3000000e+01	   1.8424242e-01	   6.8805565e-01	   2.0054636e-01	   1.6347871e-01	
   1.3300000e+02	   6.3000000e+01	   4.2314535e-01	   8.8958645e-01	   4.5781443e-01	   3.4884884e-01	
