.76139	.86094	.28152	0
.41978	.77187	.26575	0
.47505	.63767	.26521	0
.32244	.82221	.27043	0
.49416	.82549	.29196	0
.46173	.77889	.27025	0
.51153	.85136	.27692	0
.45243	.60833	.26565	0
.77047	.8285	.31978	0
.67508	.82448	.31119	1
.53486	.83388	.28932	0
.53127	.77248	.2667	0
.42301	.61999	.28742	0
.42301	.61999	.28742	0
.61758	.84341	.29735	0
.56909	.80018	.32357	0
.62908	.81145	.27619	0
.31954	.48379	.25408	0
.38848	.60189	.25029	0
.64237	.85345	.30386	0
.61233	.82338	.28922	0
.44061	.66361	.25426	0
.44915	.80182	.30657	0
.15205	.24563	.24075	0
.66746	.80203	.28261	0
.54675	.80747	.26402	0
.63797	.82831	.27615	0
.611	.70645	.29858	0
.36491	.57711	.25606	0
.76465	.86308	.28937	0
.5899	.82542	.27145	0
.80359	.86384	.32457	0
.55037	.8056	.30101	0
.4548	.75262	.24893	0
.4548	.75262	.24893	0
.62168	.82997	.29794	0
.05279	.095179	.23562	0
.50628	.6616	.26829	0
.27553	.4243	.27014	0
.64581	.84408	.29792	0
.78948	.68032	.24705	0
.43068	.83228	.28153	0
.19772	.2979	.24021	0
.5354	.78179	.28998	0
.62679	.76626	.2899	0
.48924	.81963	.24226	0
.54707	.85257	.3107	0
.80301	.82505	.2408	0
.56158	.80226	.26598	0
.80151	.86785	.27044	0
.78957	.84075	.29183	0
.47398	.64571	.25394	0
.56131	.78068	.27701	0
.43366	.51998	.27959	0
.39624	.54328	.27858	0
.30929	.39679	.26264	1
.75505	.86256	.30472	0
.56683	.78798	.27367	0
.49265	.6664	.26158	0
.39509	.73517	.30138	0
.39509	.73517	.30138	0
.54584	.67355	.25793	0
.70166	.84012	.32197	0
.63463	.75087	.291	0
.59465	.78158	.26977	0
.35717	.87092	.2645	0
.56654	.71148	.27922	0
.3372	.53601	.26358	0
.76943	.86706	.31396	0
.62545	.7394	.30183	0
.45917	.59105	.23821	0
.54761	.86595	.24653	0
.7923	.87273	.30774	0
.79909	.87459	.33165	0
.79835	.87607	.31457	0
.76088	.86282	.29383	0
.58661	.72001	.3051	0
.66775	.82884	.29986	0
.68721	.71206	.29887	0
.78537	.84723	.31717	0
.79636	.85787	.30769	0
.70085	.8302	.29962	0
.69544	.81593	.27485	0
.73909	.79927	.30978	0
.30929	.39679	.26264	1
.60503	.79256	.24482	0
.8017	.86991	.3139	0
.56683	.78798	.27367	0
.74841	.83908	.24923	0
.77002	.86564	.31118	0
.69454	.85051	.28385	0
.68591	.81011	.24057	0
.55936	.66111	.23792	0
.73118	.78263	.2518	0
.64388	.87186	.25575	0
.63594	.7225	.24308	0
.7914	.84751	.27842	0
.58264	.80943	.30099	0
.64604	.78993	.31135	1
.48784	.68454	.29609	0
.66523	.74292	.26093	0
.3057	.49104	.25432	0
.45537	.60628	.27713	0
.37442	.48742	.30604	0
.48734	.83218	.28575	0
.6777	.81377	.31413	0
.52841	.85301	.30197	0
.40626	.81597	.30862	0
.40626	.81597	.30862	0
.53631	.70976	.26234	0
.1561	.19786	.23608	0
.60588	.81578	.27166	0
.79209	.85621	.29384	0
.59008	.79936	.31445	0
.29291	.73508	.25061	0
.73726	.86661	.30419	0
.75696	.86582	.30758	0
.80843	.88609	.34911	0
.75171	.85021	.29201	0
.76139	.86094	.28152	0
.43617	.8236	.33921	0
.52754	.67944	.38563	0
.30966	.87821	.29739	0
.5245	.88159	.26846	0
.49266	.83184	.37713	0
.54512	.91022	.31893	0
.49159	.64445	.3397	0
.87084	.88448	.28336	0
.75264	.88044	.29328	0
.57562	.89098	.32486	0
.5765	.8245	.33941	0
.45453	.65828	.35797	0
.45453	.65828	.35797	0
.67855	.90119	.25689	0
.62018	.85371	.27446	0
.69586	.86649	.23361	0
.35511	.51497	.42018	0
.42009	.64118	.40836	0
.70973	.91228	.25543	0
.67504	.87935	.29816	0
.48735	.70753	.40476	0
.47129	.856	.2821	0
.16525	.25876	.46614	0
.7472	.85672	.3527	0
.59315	.86249	.31019	0
.70598	.88515	.361	0
.68092	.75145	.33894	0
.39433	.61424	.40096	0
.86532	.92317	.35152	0
.64655	.88203	.33491	0
.90931	.92332	.29492	0
.59842	.86023	.29714	0
.48961	.80403	.42941	0
.48961	.80403	.42941	0
.68301	.88575	.31223	0
.054063	.097435	.47819	0
.56298	.70508	.38362	0
.29868	.44817	.37832	0
.71445	.90211	.29034	0
.89315	.71798	.4473	0
.44551	.88948	.3136	0
.20372	.31267	.46676	0
.58412	.83458	.33577	0
.70039	.81751	.2423	0
.52053	.87644	.46287	0
.59035	.91136	.27417	0
